,FTMIGMI/LBEATREU inst_corr,FTMIGMI/LBEATREU hist_corr,RU20INTR/STI inst_corr,RU20INTR/STI hist_corr
249,0.8118314433793479,0.9033126761615795,0.3891397975606886,0.5345283621133299
250,0.8118314433793479,0.9233691550611217,0.547599095359613,0.5712608904517282
251,0.9930967509891668,0.9051488283177355,0.547599095359613,0.5948161698787929
252,0.9467687887523233,0.9076017981290847,0.547599095359613,0.6446836055297774
253,0.8731792843153395,0.9107238037108744,0.7012014569793347,0.6556590885744558
254,0.8731792843153395,0.9097846718544369,0.38546070134816623,0.6318154412834355
255,0.8731792843153395,0.901772580149181,0.5511246771324947,0.6463790469246847
256,0.8731792843153395,0.909306400257047,0.518420552075382,0.5811088754679031
257,0.8810045290629408,0.8874697450631316,0.518420552075382,0.573297987902639
258,0.8810045290629408,0.8652561849872972,0.518420552075382,0.5733391482551884
259,0.8810045290629408,0.817466133168601,0.7691725580731115,0.580442835615473
260,0.8810045290629408,0.8248168133644435,0.7550592313037606,0.5363971634981062
261,0.8810045290629408,0.8265518410141821,0.7550592313037606,0.5393595966980569
262,0.8810045290629408,0.8525075246215438,0.7550592313037606,0.5403419585991452
263,0.8810045290629408,0.8473471209444036,0.5996577206823721,0.4980977686943604
264,0.8810045290629408,0.8491830455852956,0.43199052907891694,0.4483834137431405
265,0.8810045290629408,0.8541078125134649,0.4326506183410255,0.5174125335868204
266,0.8810045290629408,0.8541876589259606,0.545681471324684,0.46882849069654436
267,0.8810045290629408,0.8606997007947669,0.8622995361978117,0.45116909402433
268,0.8810045290629408,0.8636703600242138,0.8622995361978117,0.4505147195771957
269,0.8810045290629408,0.8776626697084038,0.8622995361978117,0.4481770894686198
270,0.8810045290629408,0.8563409380674756,0.8622995361978117,0.470631083621487
271,0.8810045290629408,0.8544881273343451,0.8622995361978117,0.4732999441545856
272,0.8810045290629408,0.8513062589201328,0.3253464913929729,0.42204467387450484
273,0.8810045290629408,0.865479340875757,-0.06728278740076453,0.2738787112720399
274,0.8810045290629408,0.8471762598357607,0.417344649600337,0.26937674858303506
275,0.8810045290629408,0.8375131143368741,0.417344649600337,0.2630992427171621
276,0.8810045290629408,0.7925697359418756,0.4638750841171021,0.30258261490697524
277,0.8810045290629408,0.8140665141012445,0.35046033132808574,0.23277969453639277
278,0.8810045290629408,0.7733045703587851,0.8735283918794848,0.2657264752991221
279,0.8810045290629408,0.843027383220706,0.8735283918794848,0.24117740898392698
280,0.910584320530532,0.8621316155627641,0.7143548436063258,0.22632351659688288
281,0.910584320530532,0.8589721225592242,0.7143548436063258,0.23577824502135677
282,0.910584320530532,0.8602810625751908,0.7143548436063258,0.15480925285862943
283,0.910584320530532,0.8631021198415352,0.7261103867129626,0.34622556458309506
284,0.910584320530532,0.8311248003187564,0.25530862645386865,0.2896987483646932
285,0.910584320530532,0.7967245144538584,0.16053186047066567,0.2325088125925174
286,0.9708049199955312,0.6911936099983154,0.9797012660378653,0.37918681017126327
287,0.6624492132731468,0.7302303278462865,0.9797012660378653,0.325749371857035
288,0.6469368069881846,0.685409257687514,0.6323609429936276,0.5061587056317565
289,0.8787264970601836,0.7483436621167765,0.5651465177909407,0.5251283036533475
290,0.8787264970601836,0.7561144772252018,0.6998497513956516,0.5137544756985924
291,0.8787264970601836,0.7560121888833977,0.31390414099672737,0.48603468883638196
292,0.8787264970601836,0.775196220980568,0.22828622953686156,0.4319863031078234
293,0.8787264970601836,0.7890863107850254,0.82859413281111,0.42714547097720695
294,0.8787264970601836,0.7947261055377889,0.82859413281111,0.4133793642268197
295,0.8787264970601836,0.7777041049252198,0.4335818420941845,0.46858774565807726
296,0.8787264970601836,0.7629556902744342,0.2902619298487164,0.4646502600336995
297,0.9508841465073878,0.8205642950765369,0.11180827531707425,0.39153717603314414
298,0.9508841465073878,0.8284073282702608,0.34913978787563493,0.4117169265847817
299,0.9508841465073878,0.8356784327815326,0.34913978787563493,0.436816055370245
300,0.9508841465073878,0.844249708139831,0.34913978787563493,0.43172448030669275
301,0.9508841465073878,0.8461833578698513,0.7854100451656129,0.4462021941520835
302,0.9508841465073878,0.8296657743242197,0.5755289500363158,0.4549343232023925
303,0.9353498506411981,0.8378956285404012,0.7422442758286654,0.4463615590671312
304,0.7668399096430877,0.8596150089492425,0.2047786515224019,0.4170279679628668
305,0.7668399096430877,0.8447873229948665,0.5218181356515292,0.39738479662020404
306,0.7668399096430877,0.8460060369121124,0.5218181356515292,0.425663289609843
307,0.7668399096430877,0.8632270069558906,0.5218181356515292,0.4336656141654307
308,0.7668399096430877,0.908150549534335,0.5218181356515292,0.39353956698247095
309,0.7668399096430877,0.9097327711497064,0.5218181356515292,0.39164141670735747
310,0.7668399096430877,0.9430903100988423,0.5218181356515292,0.2889057188602727
311,0.9308556650038998,0.9256587748303557,0.7267031348232202,0.2553999731145714
312,0.9308556650038998,0.931459867593499,0.5472363612859884,0.24616048099560697
313,0.9308556650038998,0.9347532924795758,0.5472363612859884,0.27420168934077055
314,0.9308556650038998,0.9335951628089204,0.5472363612859884,0.3169194591117665
315,0.9308556650038998,0.9333448562211591,0.9008659489155219,0.3599213293496827
316,0.9308556650038998,0.9363785501788819,0.8444316240437417,0.37307084061797313
317,0.9308556650038998,0.9381821792350818,0.8821150293027117,0.4395584007197551
318,0.9308556650038998,0.9390514139280437,0.8821150293027117,0.4231874669504908
319,0.9308556650038998,0.9282021659658704,0.8821150293027117,0.5149026744318672
320,0.9308556650038998,0.9136173798012067,0.8821150293027117,0.5082530652676877
321,0.9308556650038998,0.9103727696200739,0.9533227587837746,0.48675333872268844
322,0.9308556650038998,0.9096650488776604,0.8343757920564902,0.45082384802400666
323,0.9308556650038998,0.9207932042162501,0.8343757920564902,0.4163263684784663
324,0.9308556650038998,0.9243744806022441,0.8343757920564902,0.45539513866131826
325,0.7892753533032435,0.9316496854119293,0.959621276921479,0.43566225694121385
326,0.7299088564275977,0.9169914409771198,0.7212657684863714,0.606013670334112
327,0.9053207404249423,0.9083515229298035,0.5252195267686252,0.5315218456824037
328,0.9053207404249423,0.9075740550677099,0.7421178209711623,0.5595916023916961
329,0.7646576479721314,0.9048407279309872,0.6432923988617998,0.5929868031077372
330,0.8990990332632456,0.9048469568074963,0.596821179407721,0.6131229133625058
331,0.9742454542002986,0.9262687440369838,0.7010201828020757,0.596758968232459
332,0.9360918035281335,0.9293415556789699,0.7762441285098135,0.5992396939993541
333,0.9360918035281335,0.9283031505639497,0.6746684065067543,0.615698374964833
334,0.9360918035281335,0.9264769643641286,-0.07975047488251624,0.5637438028419902
335,0.9360918035281335,0.9261456774555702,-0.2263147756599444,0.4852287027342282
336,0.9360918035281335,0.9246106864439989,0.40775864062956063,0.47377255031417964
337,0.9447660756324424,0.9103616142935358,0.40775864062956063,0.43916496847667474
338,0.8012677927533133,0.9127277585158151,0.40775864062956063,0.4444746335850134
339,0.945815756069807,0.9159300597141165,0.817687827617911,0.45608533663752
340,0.945815756069807,0.9115255626658793,0.9705680177481792,0.45037786735884505
341,0.945815756069807,0.9108932388123265,0.6451933996160848,0.4494283772956346
342,0.945815756069807,0.9111736758629201,0.9320850308568969,0.4816184695153337
343,0.945815756069807,0.9125003874575068,0.9320850308568969,0.498739365700792
344,0.9390850955074431,0.9270309124755461,0.9320850308568969,0.5283756393553785
345,0.6127770927892523,0.9310689815954623,0.9332752874315902,0.6009575125210502
346,0.7401454878820662,0.9400824274999489,0.5844864096194553,0.6575544027028848
347,0.7401454878820662,0.9305313337356609,0.3560972965968714,0.691977483700364
348,0.7401454878820662,0.9287981908383488,-0.08593417635107754,0.5499145920512221
349,0.7401454878820662,0.9365124979131453,-0.23995436401529766,0.548193846619988
350,0.7401454878820662,0.9372700346465088,0.18597472192148548,0.4755871933579472
351,0.8076493904149947,0.9403439220178025,0.5729035966909055,0.47357982942094523
352,0.8076493904149947,0.9409601857407806,0.7029275430506852,0.44905064577252496
353,0.8076493904149947,0.9252896299887687,0.8367698841199248,0.4409566662770888
354,0.8076493904149947,0.9235781978662871,0.8367698841199248,0.40336996085265164
355,0.8076493904149947,0.9369177125660594,0.852191032538575,0.4007258748356113
356,0.8076493904149947,0.9309141270864955,0.6627568654527106,0.46146509380537476
357,0.8076493904149947,0.9291310801615726,0.5286328245166501,0.4728961847756439
358,0.8076493904149947,0.9352142127369961,0.8386736901306363,0.53161322086691
359,0.8076493904149947,0.9353648811204922,0.8386736901306363,0.5364363919106819
360,0.8076493904149947,0.9256762291107079,0.8553084987808249,0.5332906647490945
361,0.8076493904149947,0.9246235657930388,0.32795483060771574,0.4475456457292426
362,0.8076493904149947,0.9298730516801931,0.6633446587270267,0.43966461337426616
363,0.8076493904149947,0.9258956014179611,0.8511673319231743,0.45473545654011926
364,0.8076493904149947,0.9314108894456447,0.8511673319231743,0.3838668558535303
