,Asset 1/Asset 2 inst_corr,Asset 1/Asset 2 hist_corr
0,,
1,-0.1151995549440572,
2,-0.11555485162803181,
3,-0.0997469255210164,
4,-0.058054779958143926,
5,-0.07960750541106502,
6,-0.047682792143727594,
7,-0.03107908822649164,
8,-0.02226506319513539,
9,-0.023252827606464233,
10,-0.029416887777105792,
11,-0.05325576153845254,
12,-0.005622688951388469,
13,0.04788053944187373,
14,0.06009583068948071,
15,0.07951589540811171,
16,0.08064129157190193,
17,0.13436482233450345,
18,0.1736178452015101,
19,0.2734490332755139,
20,0.12865628707335694,
21,0.11037161881632085,
22,0.09686907186590081,-0.004208209418512002
23,0.051922519821563255,-0.002059422984710348
24,0.014146435765536657,-0.001949227145172865
25,-0.0037251058265173067,-0.007008332312788737
26,0.004538955649718691,0.0327427159453407
27,0.037337715499445784,0.03616312048164504
28,0.032852591511846545,0.045371194616647396
29,0.0583829134921654,0.00806926984084894
30,0.16010415343431078,-0.16062987171531717
31,0.32832061837810284,0.17474288312378425
32,0.21251555104432432,0.21102783129373856
33,0.18250923264015056,0.22995454983116942
34,0.2097888202162156,0.23331501297961937
35,0.4055513078319571,0.2464274507911546
36,0.3981004854619148,0.2208728667920668
37,0.366149162820519,0.3278614433053998
38,0.12824570187991957,0.2650327368192504
39,0.12992356633185742,0.04920556552320095
40,0.19538723250565015,0.03961729385944676
41,0.40385533838444315,-0.0031301817461589403
42,0.27237752780535773,-0.09236373174087677
43,0.18234830235378896,0.18175937287061386
44,0.10887702845202647,0.1900166015071001
45,0.10070454215446385,0.2920328832351444
46,0.10650188364555369,0.3016397633503706
47,0.037923195142919856,0.21416734342894864
48,0.004202200098190012,0.30399405545614105
49,-0.02524841602768997,0.32491142061446254
50,-0.046079457457843274,0.3454513822042318
51,-0.050997297408516856,0.03018395416020694
52,-0.07523829326256976,0.015337663996997505
53,-0.19670381926917674,0.010941515000315991
54,-0.033255597892670095,0.00837525545624072
55,-9.139016050123646e-05,0.0612413652739892
56,0.007878942283395675,0.054450019440764386
57,0.10870431450895437,0.05419424418745781
58,0.1542931599544086,0.04978592905394852
59,0.23543949965795713,0.05053686077259344
60,0.186153970639208,0.09425812548980574
61,0.2662426679651793,0.009487187962517026
62,0.1769553814333301,0.04671980810570324
63,0.1710369008411301,0.04388714738653452
64,0.16390240646296106,0.04166974127919996
65,0.14149208496232438,-0.002890688073265812
66,0.1382547156600181,-0.04626643380391524
67,0.09559259218118592,-0.007597867253345887
68,0.10527122519905291,0.04678530756956709
69,0.18370884165857287,0.026236148606509226
70,0.26955577025448846,0.0032291603554879173
71,0.17021059189152588,-0.11406934712314304
72,0.11886052622848768,-0.07618551976720934
73,0.1039087318118066,0.2399240003426233
74,0.08330717655417676,0.23646531900501294
75,0.054200398036857673,0.22608063840503484
76,-0.04403772033742129,0.24846531583012899
77,-0.1370486521761867,0.1493350414163676
78,-0.1681790498345502,0.2338075560472896
79,-0.31800436032377505,0.2576050168389864
80,-0.1212670733422639,0.24561443442734632
81,-0.0421952788391522,0.0011095635032091205
82,-0.014295887416346761,-0.08111435004911162
83,0.05334038825918518,-0.04414403920788727
84,0.10542234643181307,-0.025183825924063447
85,0.1765459056302174,-0.019711359741310854
86,0.17068760112662135,0.018652741024835714
87,0.16161555759022292,0.13664608930260616
88,0.3631835332667804,0.1520384056392778
89,0.8160358031745204,0.21287470046332216
90,0.32257021177839257,0.16082532984259493
91,0.2740237772736656,0.1735806791950037
92,0.3691355336547599,0.16164390853392083
93,0.39655065272133555,0.15335967262930822
94,0.34329594405178326,0.06012792652422142
95,0.344096393734324,0.040265620124118336
96,0.1840532931809161,0.0825717722372632
97,0.08312950777803194,0.07354569483708359
98,0.06278950038956997,0.12268268326375587
99,0.06942328986072503,0.14124349781755854
