,FNERTR/SPXT inst_corr,FNERTR/SPXT hist_corr,SPAEREDT/GBIEMDCW inst_corr,SPAEREDT/GBIEMDCW hist_corr
251,0.0874255643349866,-0.18051155864581006,0.4375507560515305,0.19404154775973076
252,-0.3029464700154712,-0.202713807823178,0.5405851513589527,0.29773949653063664
253,0.32572002888739515,-0.19856609353855217,0.19293082042659554,0.2423748131762845
254,0.7015209100755371,-0.12804646768953534,0.19828023798228384,0.2535747748110839
255,0.40648906443147353,-0.13405240995519152,0.4141367460804136,0.23129170074296282
256,0.3055007044403015,-0.08205453146212352,0.37206980620164487,0.2874745487563665
257,-0.10623536623396605,-0.08255665642400216,0.03582933865669855,0.2124224596191316
258,-0.31603577282217105,-0.12370470171784727,0.025512575494689032,0.2064967461582002
259,0.0703328138289135,-0.3218295477419375,0.19941877967544686,0.23211707163231532
260,0.10926114618678714,-0.26916292822876814,0.5578702236241357,0.243745905141467
261,-0.006559392160086305,-0.18354094148416056,0.7788565020384695,0.2606354128457563
262,-0.841412630536833,-0.19728706733188953,0.5962904367144309,0.23493614786118594
263,-0.7803986317559676,-0.2535114120719205,0.510312819343069,0.21150947832890168
264,-0.13510709512251087,-0.24366552024102045,0.5347585143223653,0.30833711066027747
265,0.19807159191770302,-0.030275347652133983,0.28928445047079415,0.37051325482441605
266,0.16312635894775324,-0.060899494075237405,-0.24825397512238723,-0.011794349959911113
267,0.3936887397321427,-0.023905634066562032,-0.5587056788586575,-0.007341657907018531
268,0.4112824562039288,-0.01162893372353102,0.31497649132036615,-0.023476800426968154
269,0.4275090463544063,-0.004934290854411583,0.30973860926260494,-0.0439274565056656
270,0.6632089755897931,0.040202968085461525,0.6709782031453484,-0.02338520746135797
271,0.6142762500580342,0.041282244132049804,0.8555590080072359,-0.016596261967167614
272,0.7426858386758638,0.06528397343856064,0.9239066814689009,-0.025128452562445173
273,0.18341963000899164,0.07865510316303516,0.5072518516573467,-0.01821851361896574
274,0.049710986837163094,0.12347809519134807,0.5072518516573467,-0.10489387222095373
275,0.18784395591677733,0.10995993629848223,0.5072518516573467,-0.046118308695512644
276,0.3831054192044965,0.06701664541458716,0.9330090468500121,-0.0019856315050648127
277,0.6860909269110951,0.08648012931079628,0.9330090468500121,0.03492499569782312
278,0.6860909269110951,0.023448356767203377,0.6817501972117133,-0.03515177532023156
279,0.4402975054631792,0.06886655061348715,0.8208219577953627,0.10562230995326705
280,0.6818961053393777,0.32418340740602014,0.8208219577953627,0.137566716786878
281,0.768649284699344,0.327398934885411,0.9518670676953274,0.22261852968773016
282,0.465017138571514,0.38927688915992836,0.7248950524499342,0.19108759395808786
283,0.34836023928723864,0.3774719018898995,0.7538145102583407,0.30730821511293727
284,0.381892801375138,0.4362126931868293,0.7420620717176558,0.32379227391545157
285,0.47903139728962696,0.4897295548232405,0.9155233272431185,0.3051138510397763
286,0.20932554840444273,0.49692599759385214,0.9873190642367469,0.2076056927995076
287,-0.39241944262472345,0.511497169727317,0.9873190642367469,0.0913389564795917
288,-0.3356111253482374,0.4957561279109398,0.6230432330744369,0.585992415534396
289,-0.2937787812005594,0.41947659471313564,0.5780962855835369,0.566853325583782
290,0.16621713158270657,0.4317310708853859,0.5508960590898381,0.6216476972197644
291,0.39045523501655394,0.43407732601337423,0.7024247262019994,0.48922464402165566
292,-0.03501965740188159,0.38894077767805907,0.8603021347613139,0.5656878490568354
293,-0.1828791873388918,0.338653111014925,0.5911790994801811,0.5672540015482894
294,0.11651207231332648,0.3468581683079743,0.6533382478266959,0.6042685893144412
295,0.4280474212929517,0.3712221938297268,0.6654963876485858,0.6268437000025593
296,0.6384219964273818,0.36877700001883257,0.39547724958973496,0.6149689409124687
297,0.44771318172203883,0.39455112926625807,-0.16892276708427412,0.5879903343690128
298,-0.05270878038962611,0.38264508722777874,-0.3272871470692151,0.4918084859405503
299,-0.3898003971020833,0.33757029696737867,-0.16564300490296632,0.49159596571961145
300,-0.5471977034277401,0.1626742285194198,0.47019500243854523,0.49042765778964037
301,-0.9657600721452703,0.1344337545870924,0.470900473406736,0.4237250563714087
302,-0.9657600721452703,-0.07432606370068605,-0.06404765206193105,0.42068055609444127
303,-0.46887804495104274,-0.11883950402404582,-0.09849637025654917,0.37153887943299896
304,-0.1033733861896993,-0.22356977026480548,0.42697704623578064,0.381136617187588
305,-0.044087614318070095,-0.18563701741914643,0.22603528829970793,0.3486020666062252
306,-0.336631003889337,-0.323904799771789,0.12373683881157939,0.28957392226387374
307,0.08752091431584512,-0.35604667423600345,0.40031346844329074,0.2541708485091319
308,0.07950504232965826,-0.3258501949854925,0.6287775794055397,0.2984165753632361
309,-0.39269624721231927,-0.3487394931314276,0.32968885391606784,0.2868153364695838
310,-0.3142489788201233,-0.3384486191679237,-0.24188110849878636,0.21748565876899753
311,-0.010873315069267241,-0.2729477782610312,-0.5184371903926125,0.22753153016224123
312,-0.2633009270246256,-0.36896712581068397,-0.022157291294145984,0.045899173827536104
313,-0.5917413851543519,-0.44404487191680764,0.4906417393751846,0.1014610007933909
314,-0.22828930427853328,-0.46503429385934325,0.21224391641073256,-0.03539333257360377
315,0.06444361474596914,-0.4831911961587497,-0.12816432780885365,-0.060452946950794575
316,-0.03985360091499681,-0.45680426049502787,-0.2763507402760183,-0.18479475589855868
317,0.5235740105952386,-0.5019991686399383,0.0032291688418427337,-0.20194461006197337
318,0.8676502244884466,-0.29245588682310636,0.3629036675049895,-0.13369636739933816
319,0.04233142913706733,-0.29957866857032395,0.6985526783440809,-0.08092811892187687
320,-0.5887861257370423,-0.3420099286195784,0.6292710678858686,-0.028678452309680542
321,-0.146455792168107,-0.3460990509691383,0.23680105446955294,-0.02509269544772864
322,-0.007871049561450728,-0.2103569414702106,0.20067931502074016,-0.03700686987661298
323,-0.4101576462706919,-0.2329643184732459,0.28857770706050173,0.054471510083732674
324,-0.3160133349158646,-0.1754264289615253,0.47168603267415415,0.043025378466240737
325,0.8622470646101101,-0.17578525248377588,0.5053018544450579,0.09796941969017825
326,0.6518060762225107,0.07284827995498915,0.5143988935821968,0.06575317577961066
327,0.28612001812273347,0.16609583145976242,0.36953981941543046,0.05657566534507782
328,-0.36658569816051356,0.2574267012624412,0.23657181001659927,0.13234442492809168
329,-0.2990577641586319,0.23159522335254165,0.024337699944224727,0.05888453367659875
330,0.31128958018614256,0.09262152679601716,-0.23489924248069546,0.011575629942927842
331,0.8765674600591681,0.05303517660466393,-0.1268312500578697,0.011500259184577755
332,0.8765674600591681,0.10309049611195739,0.08197939924633607,0.0681146012278387
333,0.7238786705940792,0.09027352596972657,0.10077388829271759,0.054552531549696116
334,0.7255287748137037,0.2611778545334717,0.22571570685722606,0.07716607220969308
335,0.6309093743009364,0.2868069090457782,0.6768981514909744,0.0498848473310984
336,0.7837523882442992,0.30129346459759926,0.45849587420815313,0.06948839340975288
337,0.23149692481590475,0.3154147705908975,-0.126809998679719,0.07314377667173085
338,-0.44033910575558305,0.2949464775396652,-0.2211369209806967,0.0008088092670941029
339,-0.2424431041986779,0.27770631097712095,0.020461306679952954,0.056176261989377856
340,-0.15833341488533895,0.19380003269631188,0.3992943632897908,0.03529520935359419
341,-0.07445673806979985,0.24909757822056794,0.08138759043408575,-0.004511456067208129
342,-0.5780533360537706,0.13515229958590938,-0.1852217355618616,-0.005462709034466866
343,-0.5780533360537706,0.14248337098776856,-0.5324684910134784,-0.03995384465315917
344,-0.975793434575646,0.07141704068932551,-0.4925488661744173,-0.052166113156259894
345,-0.17607488766292556,0.12149600949450082,-0.11360199469058926,-0.14878418434184387
346,-0.08615203263707336,0.09592469924976357,0.43792022531597763,-0.16761741677863368
347,0.15022209946845913,0.10315957139382832,0.4019432011803487,-0.1818336893519473
348,0.004796715872326379,0.08528941710006259,0.05112274078156984,-0.20057272694719025
349,-0.1607134389518051,0.029277903385488784,0.3523624471419233,-0.16780396830852032
350,0.02358240742132288,0.0027262396960924078,0.7490424938709445,-0.2732988360258895
351,-0.2834800547626986,0.006411742551614998,0.9352881914474531,-0.1500875893520384
352,-0.37843527683000405,-0.11946487799614203,0.9352881914474531,-0.13466631252430072
353,-0.14062589543418041,-0.12055925956214035,0.7028048958897964,-0.1563694082737475
354,-0.0711826985333588,-0.12643127700551227,0.16826551810919604,-0.1587559395619045
355,0.6570335542805781,-0.09781234768577436,0.24050832012664133,-0.09080053802696841
356,0.7130488467060437,-0.2207588073947208,0.6702683734101429,-0.0765490092832094
357,0.44583498803098653,-0.23234452075028733,0.9807869626663919,-0.13455301956637092
358,0.3897647969043942,-0.1882172557172343,0.5984677493276678,-0.12989259771621137
359,0.5185021653670168,-0.19264469210941,0.1396077312230484,-0.0366502130684364
360,0.34575279647544627,-0.17655361438884418,-0.18936514051173484,-0.03460713738957091
361,-0.28026927591770223,-0.18486057251088642,-0.01808147995680726,-0.04677773014377205
362,-0.17757731574605196,-0.1034146679708596,-0.22223974695968787,-0.07947033432948147
363,-0.2824992975798455,-0.15480548642423075,-0.6755178356526428,-0.13122440173010386
364,-0.04967091455415388,-0.036957365806833904,-0.6595959029039673,-0.14056470111442548
