,SPX/NDWLIT inst_corr,SPX/NDWLIT hist_corr,SPX/FTMIGMI inst_corr,SPX/FTMIGMI hist_corr,SPX/GBIEMDCW inst_corr,SPX/GBIEMDCW hist_corr
349,0.014061311618015137,-0.35310968463712417,0.5853523820977042,0.5502060361718716,0.556685425107376,0.28620757965723953
350,0.26082082476860047,-0.34978372084401066,0.921182015521116,0.5505957285798244,0.7811038330528489,0.3322530049250778
351,0.6068476212584716,-0.3517776532761565,0.921182015521116,0.5506111761519761,0.9561346004019767,0.3854877244097529
352,0.5041402964880991,-0.29998230987465807,0.5950074689854497,0.57107785692503,0.9561346004019767,0.37578548306842313
353,0.4564650357735292,-0.032929878738876144,0.5858911738846411,0.5226817317221039,0.7579710013341425,0.36862245261049953
354,0.43855089419977034,-0.052606112168615826,0.5858911738846411,0.483958609187504,0.587840701740938,0.47898115835506994
355,0.1844364525397703,-0.05829155208885266,0.5858911738846411,0.47018163578736955,0.5976904038303852,0.4412254110422887
356,0.3835814783615363,-0.027410316965760555,0.8910384253699524,0.4495477385515053,0.32917416613346473,0.44280765443380665
357,0.35412174718689143,-0.012233224723854248,0.7542135629191116,0.4527566732600474,0.7329920973555782,0.3867792519685975
358,0.15192198862990758,-0.002383247529101588,0.4536522551618558,0.39986042987723686,0.45479489886264546,0.39550301967330037
359,0.09206876526724499,-0.0098489470680583,0.6658233865805662,0.4463538311259743,0.6264396820541945,0.4295533306763468
360,0.08319459766663749,0.005940727257457636,0.6658233865805662,0.46669558032948905,0.6264396820541945,0.4463945109299915
361,0.014525743834217331,0.03215698575365014,0.6658233865805662,0.49136521230078517,0.18370966898295216,0.4397617321189814
362,-0.026891927912976846,-0.023469135103240953,0.6658233865805662,0.4896502935783776,-0.11296380865264803,0.3724505001002877
363,0.21014845094009638,0.2016979155803349,0.8826642108675704,0.5594517906619784,0.5060332719103787,0.4091792885947827
364,0.49049327938149617,0.2726224967696733,0.822393165873899,0.5500573538910372,0.7122528440969937,0.488716227313951
