,SPX/NDWLIT inst_corr,SPX/NDWLIT hist_corr,SPX/FTMIGMI inst_corr,SPX/FTMIGMI hist_corr,SPX/GBIEMDCW inst_corr,SPX/GBIEMDCW hist_corr
205,-0.4161159091333352,-0.06719261599494482,0.8127814714290882,0.5286092741434902,0.24412691091190494,0.07797387966716664
206,-0.2988635846849391,-0.08544323192736417,0.43340477623974155,0.5038865523966305,0.9590026857692296,0.08374495068172992
207,0.16026650618941377,-0.0889326338968483,0.4102276769440063,0.5084475109185842,0.17519054408544266,0.07833777919658305
208,0.6332322019605167,-0.08083316813952408,0.6196787904969268,0.4941921211730825,-0.11968179758667465,0.035097620251303106
209,0.5939505056029097,-0.09541214729534618,0.6430885556739848,0.4501124240722109,0.47508521249002006,0.02516150618802282
210,0.5221381472904802,-0.04944726446912878,0.8304937484442142,0.46376383678679034,0.47508521249002006,0.028212952334322396
211,0.0247492364293972,-0.04830050634316797,0.5754527629057118,0.4565288179016014,0.9061716088207152,-0.004275501548294151
212,-0.48299661515307213,-0.14686944163533835,0.38256371385992505,0.4152546963309937,0.524444990738605,0.0412955867120371
213,-0.1905359471967511,0.023990388336724695,0.7116464581913917,0.2852336055012385,0.19538476696668297,0.03354192670119437
214,0.5262352776665283,-0.08603610478468315,0.8494728827667526,0.2135686055484226,-0.033145652819254086,0.10771867209663344
215,0.49919819971691853,-0.18853798255369353,0.5110742547972444,0.2567397584050782,0.15393337690965658,0.0014520372175358444
216,0.7576808027210017,-0.14174691720325944,0.22501161612231735,0.20276877559791537,0.6025345069955929,-0.041490839307754546
217,0.4093836646781522,-0.18408770627361923,0.4690546830878134,0.16260029187670963,0.9169123337897458,0.1195236322084489
218,-0.17463729051802268,-0.15401469154661782,0.7434913010926323,0.2311290183888831,0.3801356903933622,0.14524104378017055
219,-0.07091399527174631,-0.13389842442392283,0.8242867973898322,0.23722203175639522,0.249904683764855,0.021818411210004534
220,0.3035969617809829,-0.0796052360069816,0.8242867973898322,0.32915580893485324,0.6631157426645722,0.12493694845553133
221,0.7343085349940749,-0.08393529532111874,0.8242867973898322,0.30635767125127966,0.743816188989931,0.08526638853634755
222,0.4896907213034231,-0.015619368236820837,0.8242867973898322,0.30387515333056386,0.7208188660281498,0.07219429548346994
223,0.5708811494417236,0.006245167913776269,0.6104176484645241,0.3050271440887219,0.24473920452570913,0.023560080124526026
224,0.7794893394960514,-0.08142352699532227,0.6104176484645241,0.25883501811425597,0.4791327451634946,0.2407272625220756
225,0.7794893394960514,0.0300116845185237,0.6104176484645241,0.2664118103994219,0.34130936815796975,0.22900106131287182
226,0.5980529708628434,0.08835937248321395,0.6104176484645241,0.26040472355171,0.46296396492175057,0.32932193462782927
227,0.8537202692092999,0.2670975503298953,0.6104176484645241,0.31633993139853406,0.8139451518978676,0.35054773814702234
228,0.8537202692092999,0.2975850201124457,0.6104176484645241,0.3670342271070666,0.8139451518978676,0.3364097095777814
229,0.6571854904292322,0.2926841166830983,0.6104176484645241,0.3726270863369273,0.7983883680435958,0.40439882717768383
230,0.7111325839886082,0.3052261488417085,0.6104176484645241,0.3887753027270501,0.8865129064820685,0.43657100855544745
231,0.8318088363789093,0.34149003201151784,0.6104176484645241,0.4450958346465297,0.8477749906056974,0.4411235576877501
232,0.8334141490195622,0.27604456051903,0.6814002445559637,0.3512109606246739,0.7427398048866938,0.4441992233512585
233,0.2117114283878043,0.2820344826167649,0.7625165333956628,0.3304726592950814,0.02192935763454651,0.4247990155943649
234,0.12244373949468862,0.37612324301873196,0.7625165333956628,0.32482807659767027,-0.12714484923265998,0.350667984309407
235,0.24646661468619274,0.407410363312647,0.6582421669383786,0.33602095031950185,0.42713297683240814,0.3559556416859404
236,0.5494081875490006,0.38268832410984027,0.3594905194006264,0.3881255397417165,0.35312987374103916,0.37579777212492527
237,0.930459775532203,0.4403505877696924,-0.11151541144538285,0.22716507203141056,0.2528578384411391,0.35416390084250904
238,0.6921537826533664,0.36745854685609236,0.1058942852183456,0.2394271481549243,-0.23203926297539326,0.3163801944435994
239,0.0715984729585141,0.3343402552508247,0.6568993686184453,0.30584364067219066,-0.09472507906680065,0.2609515763752543
240,0.3459549443509337,0.42933592337292303,0.6568993686184453,0.2691632619540526,0.2966688608000602,0.29835952143381117
241,0.4707760384764976,0.4691375027413842,0.6568993686184453,0.24142677280915445,0.03388485336493577,0.24533043288973747
242,0.9523037429397044,0.5007546388555906,0.6568993686184453,0.29925492460795505,0.2942965177014433,0.19266498720411845
243,0.9523037429397044,0.5036506297191665,0.6568993686184453,0.29663854447866644,0.41089154269370376,0.17089725530374936
244,0.3219985495034546,0.48850561614345184,0.8270201141238188,0.2691905873741292,-0.1112059959680458,0.1462756356849063
245,0.7565322449097325,0.4679712289590139,0.8270201141238188,0.26859595096443317,0.2517216267657307,0.15058742871071942
246,0.7565322449097325,0.4541688588870818,0.8270201141238188,0.1984254308236272,0.2517216267657307,0.13246472979913745
247,0.6794072481685981,0.45383702685963634,0.8270201141238188,0.20989182836876244,0.6067416122142985,0.17783347582169456
248,0.8312741870651306,0.44977217437783285,0.8270201141238188,0.1945531003068571,0.32764695657801896,-0.004014569388934474
249,0.7474158973673105,0.33738523872284837,0.8270201141238188,0.10438244450445192,0.6746062390651166,0.001138209026500097
250,0.5076356737841645,0.33788421776427274,0.9066699139964451,0.1033326602447618,0.6746062390651166,0.01121084969647853
251,0.6753186502325701,0.35407645250232705,0.9066699139964451,0.16385959817565338,0.6746062390651166,-0.14680187081381835
252,0.3877290671315635,0.3385114019221035,0.9066699139964451,0.15748696355002947,0.6186100793909572,-0.11594935855172678
253,0.43793370201835663,0.34318937318275416,0.9066699139964451,0.21362528237263362,0.7374165476495828,-0.08383789702593876
254,0.4832927078789794,0.33439280129439797,0.7434911804286837,0.24998260024308547,0.3982663828792134,-0.0813864625477973
255,0.8257371585953265,0.3772500631405245,0.9638233261002348,0.36745970534556527,0.10900868598547088,-0.12320332799534651
256,0.8964366898021333,0.4420624986385163,0.9969249594490257,0.37513592293519576,0.4696324320829536,-0.0582786960153219
257,0.8065284921349765,0.44589982395666217,0.9969249594490257,0.43335588749758586,0.5657761825831382,-0.016765290441117197
258,0.5000750011200175,0.457608859820705,0.9300008732374737,0.40004246911184044,0.5546527857695278,-0.002129573175044796
259,0.16284223943965206,0.34232501346811783,0.5169575936353139,0.5020078721207325,0.8131731080805608,0.002994330462113239
260,-0.17860901190611525,0.30731468179555427,0.4582952434326996,0.5579014759420405,0.8131731080805608,0.042416959497569746
261,-0.1715316912926278,0.2625123347150044,0.4582952434326996,0.5026085358458868,0.8131731080805608,0.08718430792958365
262,0.025864700504971177,0.3427918057349602,0.4582952434326996,0.4502907455190015,0.3617393152082923,0.010809270346775125
263,0.14600308047144184,0.3030093166842143,0.6508729867083874,0.4827762111206344,0.31552406727885346,0.03774038917908004
264,0.4548860745923996,0.22609500992064446,0.9665479347946097,0.5262724144254329,0.5706137246506643,0.13808437662508624
265,0.6057308721127486,0.21401857775799227,0.9665479347946097,0.5336546496818673,0.5685698213942678,0.23927455713158752
266,0.6622389344583105,0.325498913385192,0.9665479347946097,0.5907037076107083,0.7157482784417674,0.39638312026618777
267,0.8439334765298205,0.33172520634264224,0.9665479347946097,0.607683720421273,0.7157482784417674,0.3826699223091713
268,0.7775753494878093,0.32075619696035906,0.9665479347946097,0.602886957440454,0.7157482784417674,0.42542364469692984
269,0.6570267095251551,0.3231387508559605,0.9665479347946097,0.6057283913086091,0.5998023602663621,0.442528559657951
270,0.6518308482611976,0.314659081944589,0.9665479347946097,0.6250421200471853,0.6211965195957381,0.46221402052221333
271,0.5160946860023433,0.31362867212078127,0.9665479347946097,0.6259830541084453,0.6211965195957381,0.448595374991408
272,0.6346539353188692,0.33372234472229656,0.9665479347946097,0.62936693214378,0.8396944162398681,0.4182072622307548
273,0.16672508244378154,0.30571547125692095,0.9665479347946097,0.5939864188117041,0.8396944162398681,0.41617370119132346
274,0.13130294754590646,0.27522115183821755,0.9665479347946097,0.5976380167504904,0.8396944162398681,0.4253201965388223
275,0.43906475810454415,0.2858335619986494,0.8786808439710672,0.578376561251038,0.8396944162398681,0.4009772234777708
276,0.6819764973490142,0.2902235892374704,0.8786808439710672,0.6011115751091957,0.8959319622329665,0.38784754549962464
277,0.7518086603671079,0.2807070539879377,0.8786808439710672,0.5102626126842604,0.802754743498969,0.4335328493311112
278,0.5294929762957404,0.28397160997470555,0.8786808439710672,0.4712473930436212,0.5480847420920087,0.4802158636618397
279,0.3466301197162954,0.25496237586732184,0.8786808439710672,0.37715370577282004,0.456753986834684,0.3290667862610192
280,0.3536523167211691,0.2493743899296705,0.8786808439710672,0.4015175722100678,0.5421639757371842,0.34116995054544846
281,0.23500349747110003,0.30849207116123184,0.3408068680940215,0.5141776880416863,0.517637116391958,0.3894822545364479
282,0.0751832175737546,0.2905391207872753,0.10698593002486813,0.39416164332759673,0.5237644685226512,0.3905934751518976
283,0.5492771534919293,0.5016838269813445,0.8724550884026266,0.40257930340588094,0.5877140833052473,0.3985897320887969
284,0.4872531081316359,0.4403397068294208,0.8724550884026266,0.4330182660582044,0.5690143665675591,0.38180111962951213
285,0.2754601787560656,0.4177615129724446,0.8724550884026266,0.4162709394022786,0.8267227797509259,0.5116593846200788
286,0.6537177410393574,0.4158680806453317,0.8724550884026266,0.31755785564954364,0.9906249576174551,0.44375258479726076
287,0.7211501152040815,0.395249365693007,0.8724550884026266,0.31955490680985954,0.9906249576174551,0.35547840520751967
288,0.3410003546966611,0.29794079386058714,0.7821156512335837,0.3559420323553782,0.9906249576174551,0.26465455476956706
289,0.23817607666370183,0.3155320437737643,0.9071281245103222,0.38157146168564693,0.9101858154220641,0.2852241555761246
290,0.2588054596634326,0.23624522597036487,0.8307344043288187,0.3708013255966173,0.599593955518557,0.4172560508999628
291,0.5459947640526601,0.4276809564002519,0.9328798734466597,0.46484022486998366,0.7900048522406664,0.44059529481410925
292,0.6297736230945454,0.36652935726074143,0.9328798734466597,0.43785738914899575,0.8035938435442116,0.5225734709346557
293,0.19223453586294145,0.38256952240075565,0.9328798734466597,0.44390114232593597,0.638367682822847,0.4679472947697075
294,0.4251152729250738,0.39447037197597384,0.9328798734466597,0.42922196984412636,0.8236656798552198,0.5213721629118124
295,0.5132146319954152,0.42198916030434885,0.9328798734466597,0.4596656174024615,0.8277959249735225,0.522547137956734
296,0.46307755635813136,0.4138147965547781,0.9328798734466597,0.4427482460670695,0.8277959249735225,0.5385169551693177
297,0.6505133543388313,0.4032246896737887,0.9328798734466597,0.4176218374459966,0.8483020891838369,0.5460472920521907
298,0.6345422611346248,0.4450925753733698,0.7193890123856822,0.3740264432121768,0.735609815803643,0.5198116787824004
299,0.7634177228649537,0.4933273173475095,0.9791736298631069,0.4666949286656822,0.4258450332588806,0.5255281480122295
300,0.8734492501800729,0.5297935731731418,0.9791736298631069,0.5271274157703449,0.3331219146213511,0.4678791586901038
301,0.3811986874378165,0.58361365280718,0.9791736298631069,0.5440267315304523,0.8425015695172243,0.5361810882130426
302,0.6105473454202565,0.5886830736764241,0.9791736298631069,0.5870826576556417,0.9477829579517854,0.5943973583535451
303,0.5379979222800662,0.591250129785943,0.9791736298631069,0.5927650113420431,0.31726829211528346,0.5507580014238946
304,0.31839534097011996,0.6182957729689472,0.9791736298631069,0.7222152731643495,0.6088107873960179,0.5581092820683972
305,0.19711370848870285,0.5977768914082049,0.905528810050266,0.7211248528735767,0.7229038825530447,0.5519079214129133
306,0.5285969529566635,0.5734316053630142,0.905528810050266,0.7170080846067401,0.34053892647756984,0.5719560498307729
307,0.2791580931940371,0.5537848729398087,0.905528810050266,0.6810128434290924,-0.047042220087287936,0.523515153434606
308,0.15238947785003498,0.5403583997105091,0.6712806796671096,0.6540090320595713,-0.055700038567259434,0.4344222095397099
309,0.025064276099720933,0.5499103410944112,0.7737295391474082,0.6339518204414761,0.35672654181957975,0.43824894540806764
310,0.05161854170903956,0.5308413286355345,0.7737295391474082,0.5939682906762954,0.5126064576265795,0.42578392810760746
311,0.2128556707617632,0.5064415724827449,0.9786835833994446,0.5827603870708256,0.1901108547273456,0.4046380701761304
312,-0.34708701078508686,0.5571398272397347,0.9786835833994446,0.5728848906117611,0.44447228102431674,0.2839010473313252
313,-0.3875271750404365,0.18908885160638936,0.9786835833994446,0.5258223478357996,0.7365227884462585,0.23819326193936602
314,-0.07207671467295929,0.2908829307837758,0.9786835833994446,0.5854603305477505,0.9902067910592967,0.13560446806024834
315,0.26425697020746225,0.2670163746059944,0.7733265258819307,0.5743736287422186,0.8812778496592105,0.1846120774449866
316,0.7341670737380126,0.30025672692256883,0.7296077028878678,0.5716213682211664,0.46238552806321515,0.0758186300582338
317,0.7341670737380126,0.30206099205208703,0.7296077028878678,0.5223668080570741,0.6679047459988503,0.06989819376222428
318,0.45705976169379847,0.3024827486252635,0.7296077028878678,0.5592941078019021,0.7251228960280082,0.17560634650273013
319,0.47462937760762103,0.2527897093976684,0.7296077028878678,0.5558450205744891,0.7251228960280082,0.15639258436277145
320,0.5249122310333391,0.24942882254403556,0.7296077028878678,0.5314860891447641,0.7251228960280082,0.17578788956988697
321,0.028095568788716045,0.11662100593687451,0.7296077028878678,0.45297877318112,0.8686572901287838,0.17439268159591287
322,-0.201359688990147,0.11276936647430313,0.7296077028878678,0.4537336940011285,0.35011726770021523,0.17249246731818108
323,-0.11250633521382915,0.15390616482747108,0.7296077028878678,0.4597065973651682,0.8730440802130365,0.20878569850681455
324,0.13778913887239738,0.062128248945503534,0.7296077028878678,0.412658225223486,0.8730440802130365,0.20920041830012218
325,0.49048124674057714,0.05869647527913073,0.9389672383890484,0.41299377280964417,0.8730440802130365,0.26824536641122754
326,0.4567440536254202,0.07555754673083429,0.7883108699936393,0.5413669000242112,0.8730440802130365,0.22635323218388315
327,0.29534301294286885,0.08912374041815634,0.5584882184825246,0.5492520416693601,0.8730440802130365,0.22330553020557037
328,-0.15135662234744532,0.07454151948884272,0.7640013521267349,0.5507947675654102,0.5490940311353215,0.4108646111149123
329,-0.6957899781835264,0.0988339988483647,0.3901377888491123,0.5762249816093782,0.34995792728756575,0.4558179662443922
330,-0.2539479928911321,-0.0769722257826894,0.3388481569814882,0.44204125436323877,0.13322460964259758,0.5449989421911519
331,-0.3886010428332551,-0.3612341665101364,0.7039339695348463,0.6072190742112438,0.29809852282017174,0.34113014764817085
332,-0.6464393896665566,-0.36219616468801946,0.7039339695348463,0.6706200394028062,0.7047727574025714,0.3404260617563766
333,-0.3267998035135053,-0.3710225828069088,0.7618181857257446,0.6615401885008614,0.8021128723169593,0.4044658202558571
334,-0.08991227967082754,-0.35163923438681105,0.8490837378117435,0.6908965343651575,0.4628615994438582,0.40018975612568697
335,0.4246023816279563,-0.3432428122088883,0.8676494995580298,0.6890847727368519,0.7232471849466222,0.37234275816766066
336,-0.13672245477963169,-0.33640721722595135,0.7905918416350117,0.7000593324713342,0.9917589463585302,0.37306614442933234
337,0.03274137538154141,-0.357273219126919,0.597057163853844,0.7055436769023276,0.7611499322448239,0.4071032696920639
338,0.25994935558847027,-0.3744161430098002,0.4115316805000951,0.6678929852329271,0.3807781177621321,0.4141024492562929
339,0.2063185856000337,-0.37456093972798554,0.22217132599255524,0.6613231775345088,0.6577525409048797,0.41202466270886834
340,-0.19958909980465336,-0.250002515770215,0.39688608736229736,0.6088128617869719,0.35999475785580126,0.3694046331070316
341,-0.47223259667683015,-0.3977826781670538,0.552290246683663,0.5649035512438105,0.49918827368378443,0.3273630571936466
342,-0.40843352775341696,-0.40570865499258835,0.649608865705462,0.5740745132200479,0.48305167340710914,0.3232758810749158
343,0.4229516977084455,-0.39319412312708235,0.649608865705462,0.5662543181153255,-0.11973728329287013,0.28612733742446156
344,0.20599819344235876,-0.39191615821679154,0.9887767287331155,0.5706907484455451,0.06994581826301968,0.2946726316717379
345,0.12743039449468518,-0.4104277890872649,0.5728593172265662,0.5960858047230183,0.17621007674255673,0.24003152528807176
346,0.4102792616815297,-0.3307385199457437,0.35421515806740006,0.6299027910661987,0.2842401114093617,0.231581020256625
347,0.36060283307778485,-0.32860074943270173,-0.14987338764097158,0.5586687775633093,0.5111128700411945,0.28771981491296056
348,-0.1746223231644326,-0.3420941161668743,-0.23284745075677557,0.554379620219794,0.3099216968073512,0.2702808400449729
