,Asset 1/Asset 2 inst_corr,Asset 1/Asset 2 hist_corr
0,-1.2616812175587866,
1,-1.2616812175587866,
2,-1.2616812175587866,
3,-1.2616812175587866,
4,-1.2616812175587866,
5,-1.2616812175587866,
6,-1.2616812175587866,
7,-1.2616812175587866,
8,-1.2616812175587866,
9,-1.2616812175587866,
10,-1.2616812175587866,
11,-1.2616812175587866,
12,-1.2616812175587866,
13,-1.2616812175587866,
14,-1.2616812175587866,
15,-1.2616812175587866,
16,-1.2616812175587866,
17,-0.9074761196760122,
18,-0.6637715641966994,
19,-0.6008066498487653,
20,-0.6008066498487653,
21,-0.6008066498487653,
22,-0.4197550052762302,-0.8532773367760218
23,-0.40406198195519993,-0.8148528248683042
24,-0.40406198195519993,-0.8557645880459926
25,-0.40406198195519993,-0.8663376200644488
26,-0.40406198195519993,-0.8659529239996641
27,-0.40406198195519993,-0.8688018282117832
28,-0.40406198195519993,-0.8673448691667421
29,-0.40406198195519993,-0.8592759325541915
30,-0.40406198195519993,-0.8648379338917443
31,-0.9630397158546823,-0.8633867349804215
32,-0.9630397158546823,-0.8904391639796051
33,-0.9630397158546823,-0.8933549507051521
34,-0.9630397158546823,-0.896787939490928
35,-0.9630397158546823,-0.8926434430916093
36,-0.9630397158546823,-0.9001539032750393
37,-0.9630397158546823,-0.8961652003500121
38,-0.9630397158546823,-0.8975692086910553
39,-0.9630397158546823,-0.8673437636955703
40,-0.9630397158546823,-0.8590175003566637
41,-0.9630397158546823,-0.8855161813929893
42,-0.9630397158546823,-0.8307238209773924
43,-0.9630397158546823,-0.8290935311317679
44,-0.9630397158546823,-0.8323471090987159
45,-0.9630397158546823,-0.8733115917867605
46,-0.9630397158546823,-0.8087974097919587
47,-0.9630397158546823,-0.803553269356708
48,-0.9630397158546823,-0.8081446900752954
49,-0.9630397158546823,-0.7834178740123976
50,-0.9630397158546823,-0.7706871288804239
51,-0.9630397158546823,-0.7188433400312402
52,-0.9630397158546823,-0.7088795183875589
53,-0.9630397158546823,-0.714924200904567
54,-0.9630397158546823,-0.6897874073320546
55,-0.9630397158546823,-0.7191225266860135
56,-0.9630397158546823,-0.694014243875437
57,-0.9630397158546823,-0.6883339052196578
58,-0.9630397158546823,-0.7014459092254278
59,-0.9630397158546823,-0.5655657151850628
60,-0.9630397158546823,-0.5558732991213802
61,-0.9630397158546823,-0.42167966943457974
62,-0.9630397158546823,-0.44814441395054194
63,-0.9630397158546823,-0.45235468061241196
64,-0.9630397158546823,-0.5589440858450055
65,-0.9630397158546823,-0.5559794838436815
66,-0.9630397158546823,-0.5618821824965728
67,-0.9630397158546823,-0.5706485926732668
68,-0.9630397158546823,-0.5839316899487981
69,-0.9630397158546823,-0.6716158367067502
70,-0.9630397158546823,-0.6743234524122261
71,-0.9630397158546823,-0.7359521421925287
72,-0.9630397158546823,-0.7302684460044002
73,-0.9630397158546823,-0.865809206306124
74,-0.9630397158546823,-0.8726533739185961
75,-0.9630397158546823,-0.8873929749955894
76,-0.9630397158546823,-0.8804152144760902
77,-0.9630397158546823,-0.8830310466614203
78,-0.7895671800632207,-0.8779829045169398
79,-0.8362976433828021,-0.9047438106844227
80,-0.575026658851481,-0.9083847426275843
81,-0.2883755197252263,-0.8580300143817864
82,-0.7759249911089902,-0.9413738290813259
83,-0.7759249911089902,-0.9483606823477256
84,-0.717568243944105,-0.9472554482473211
85,-0.8899092451494234,-0.945888348327375
86,-0.8005724183358409,-0.9466914056586679
87,-0.5423191293454624,-0.9496747806882182
88,-0.5399643557153915,-0.9550042682920157
89,-0.9842522839867759,-0.9529503527377745
90,-0.9842522839867759,-0.9536761091194152
91,-0.8702071432051562,-0.9565785306441426
92,-0.8702071432051562,-0.956240627981653
93,-0.8702071432051562,-0.9537238353963493
94,-0.8702071432051562,-0.9557859793707933
95,-0.5389311814121439,-0.9517721396532297
96,-0.9258430579860853,-0.9468700881012698
97,-0.9258430579860853,-0.9400125886501914
98,-0.9258430579860853,-0.939423091386478
99,-0.9258430579860853,-0.9418002560872766
100,-0.9258430579860853,-0.9454574770855315
101,-0.9258430579860853,-0.9403546201466645
102,-0.9258430579860853,-0.9389148331774841
103,-0.9258430579860853,-0.9485883687544647
104,-0.9258430579860853,-0.9321959134041885
105,-0.9258430579860853,-0.9308466210800692
106,-0.9258430579860853,-0.9319482973330774
107,-0.9258430579860853,-0.9266090218557254
108,-0.9258430579860853,-0.9248451554636868
109,-0.9258430579860853,-0.9242788543563805
110,-0.9258430579860853,-0.9223739425513247
111,-0.9258430579860853,-0.8763056152840637
112,-0.9258430579860853,-0.8784958525030753
113,-0.9258430579860853,-0.8618643688095557
114,-0.9258430579860853,-0.8526168389729377
115,-0.9258430579860853,-0.851544118062548
116,-0.9258430579860853,-0.8445956604943634
117,-0.9258430579860853,-0.8532810411061047
118,-0.9258430579860853,-0.7985038001045675
119,-0.9258430579860853,-0.8207745454528637
120,-0.9258430579860853,-0.8267810389263495
121,-0.9679969240157986,-0.8265731702687317
122,-0.7130118331553886,-0.8576405610611092
123,-0.7130118331553886,-0.8684675332922946
124,-0.7130118331553886,-0.8769039137017486
125,-0.7130118331553886,-0.8798635707280883
126,-0.9411605683682249,-0.8895525791347122
127,-0.9411605683682249,-0.922483068518412
