,FTMIGMI/FTMIGMI inst_corr,FTMIGMI/FTMIGMI hist_corr,NAGLAS/NDDLCA inst_corr,NAGLAS/NDDLCA hist_corr
258,0.9173657782359128,0.9999999999999998,0.6612940014644578,0.01368963255864336
259,0.9173657782359128,1.0,0.6612940014644578,0.01163748118115551
260,0.9173657782359128,1.0,0.8741551114828277,0.07612344263806688
261,0.9173657782359128,0.9999999999999998,0.4595272012212151,-0.079780173764574
262,0.9173657782359128,1.0,0.45908283268860023,-0.13353313135066305
263,0.9173657782359128,1.0,0.3835724136181157,-0.1782468681773877
264,0.9173657782359128,1.0,0.5201563381657287,-0.006912303912031214
265,0.9173657782359128,1.0,0.5453691751984178,-0.0021060535584199744
266,0.9173657782359128,1.0,0.10455081763205554,-0.012659985103075241
267,0.9173657782359128,1.0,0.08468779603323878,0.012117893171965962
268,0.9173657782359128,1.0,0.07746448631969001,-0.049851494456665243
269,0.9173657782359128,1.0,0.26232784185106905,-0.05185508089151664
270,0.9173657782359128,0.9999999999999998,0.5615112953064207,0.0009430283920788522
271,0.9173657782359128,1.0,0.5078722365660199,0.07015047067206112
272,0.9173657782359128,1.0,0.5749739274435156,0.11459747570300585
273,0.9173657782359128,1.0,0.6985558196502083,0.3001309946784296
274,0.9173657782359128,1.0,0.293788505072742,0.2564984005226552
275,0.9173657782359128,1.0,-0.00747319462016202,0.2196211597290041
276,0.9173657782359128,1.0,0.16677390963266284,0.19866394991318803
277,0.9173657782359128,1.0,0.564435637578357,0.24870420246801975
278,0.9173657782359128,1.0,0.5014329471301365,0.24812481728746114
279,0.9173657782359128,1.0,-0.06769675642493676,0.21411666478799748
280,0.9173657782359128,1.0,-0.2911069769609456,0.12283031579291004
281,0.9173657782359128,1.0,0.1337699341878938,0.10121352157540625
282,0.9173657782359128,1.0,0.8593561068744705,0.10683633347216442
283,0.9173657782359128,1.0,0.9628072532946227,0.07940660557164575
284,0.9173657782359128,1.0,0.9628072532946227,0.08340492831726821
285,0.9173657782359128,1.0,0.7337481954273937,0.11637769291837696
286,0.8725816869449438,1.0,0.6861811004725196,0.12297380988086799
287,0.7934960810610908,1.0,0.9569466802924497,0.15142499883544977
288,0.7934960810610908,1.0,0.1035830054809734,0.19454453988303105
289,0.9911631907498827,1.0,-0.5073637334723313,-0.01482549187363009
290,0.9911631907498827,0.9999999999999998,-0.7790128514819379,0.012165613901313434
291,0.9911631907498827,0.9999999999999998,0.1676701162661497,0.01533646704878769
292,0.9911631907498827,1.0,0.6373526624881952,0.024116751780578836
293,0.9911631907498827,1.0,0.9319109983808002,0.03506815406237649
294,0.9911631907498827,0.9999999999999998,0.8988475833425149,0.00603547640856415
295,0.9911631907498827,0.9999999999999998,0.8515455060169419,-0.06640207695474176
296,0.9911631907498827,1.0,0.665643654528437,0.026920764592161358
297,0.9898534000276034,1.0,0.803985554582615,0.07564210321349271
298,0.9898534000276034,1.0,0.803985554582615,0.09878039612228
299,0.9898534000276034,1.0,0.8938273481982872,0.05466320461906104
300,0.9898534000276034,1.0,0.6665124058876207,0.05422644570088359
301,0.9898534000276034,1.0,0.6665124058876207,0.05400511073090443
302,0.9898534000276034,0.9999999999999998,0.9175942249628893,0.1390903754785189
303,0.9898534000276034,1.0,0.11192301247182809,0.18196867535265324
304,0.8861910550160691,1.0,-0.17881336867837755,0.1295476477719837
305,0.8861910550160691,0.9999999999999998,0.3103519166122756,0.10807247791348897
306,0.8861910550160691,0.9999999999999998,0.9049080959185793,0.10600723001895021
307,0.8861910550160691,1.0,0.9049080959185793,0.113386467555485
308,0.8861910550160691,1.0,0.799465760988689,0.046170797388924836
309,0.8861910550160691,1.0,0.47688601811559733,0.043504595725437765
310,0.8861910550160691,1.0,0.4174887527573744,0.03287306070970012
311,0.8861910550160691,1.0,0.4333136782561187,0.3247630227934179
312,0.8861910550160691,1.0,0.6412295506852276,0.3299992465888799
313,0.8861910550160691,0.9999999999999998,0.8637991972876158,0.35503049409539394
314,0.8861910550160691,1.0,0.39566649176187957,0.3466990233057562
315,0.8861910550160691,1.0,-0.07336353422121049,0.282456593517653
316,0.8861910550160691,1.0,0.31281356296180585,0.25248844035360835
317,0.8861910550160691,1.0,0.9471333010447786,0.2523089089994827
318,0.8861910550160691,1.0,0.9471333010447786,0.18894686803285315
319,0.8861910550160691,1.0,0.9471333010447786,0.14327946045419007
320,0.8861910550160691,1.0,0.9471333010447786,0.15013182096294472
321,0.8861910550160691,1.0,0.9471333010447786,0.1311718189684038
322,0.8861910550160691,0.9999999999999998,0.07251455856406655,0.21297500845099493
323,0.8861910550160691,1.0,-0.2350811958960051,0.11219029840459285
324,0.8861910550160691,1.0,0.21972625667968995,0.15383475349156858
325,0.7475816513849707,1.0,0.21972625667968995,0.15117876447282197
326,0.8180144987371543,0.9999999999999998,0.761454362324837,0.12361041478854054
327,0.8180144987371543,0.9999999999999998,0.42981955710723596,-0.019759491350481627
328,0.8180144987371543,0.9999999999999998,0.20732809240554034,0.2580182927334484
329,0.7809388761161489,1.0,0.12571561517964366,0.054628425813406524
330,0.8694237222387236,0.9999999999999999,0.49110651108748815,0.37962239549412413
331,0.9832070377236135,0.9999999999999999,0.49110651108748815,0.3692646548029826
332,0.9875871526653521,0.9999999999999999,0.7428028189062267,0.388871597764423
333,0.9875871526653521,1.0,0.13888000073887188,0.4288908664810707
334,0.9875871526653521,1.0,0.0050428151908541675,0.3111945942197288
335,0.9875871526653521,0.9999999999999999,0.30452171693280333,0.30907301309996377
336,0.9875871526653521,1.0,0.6584326454682352,0.3011884436903677
337,0.9875871526653521,1.0,0.47972131804697804,0.33765289487621825
338,0.8130350682035739,1.0,0.43577926518650567,0.3835806359757032
339,0.8130350682035739,1.0,-0.04527478978667613,0.34974647360807853
340,0.8130350682035739,1.0,-0.18973741756879425,0.18450110510123377
341,0.8130350682035739,1.0,0.5631181960793129,0.1652431676701467
342,0.8130350682035739,1.0,0.5631181960793129,0.20263182548324465
343,0.8130350682035739,1.0,0.6066623199738155,0.26086267291030096
344,0.9761771730286453,1.0,0.18202149233106724,0.27409183470870163
345,0.6579902808581738,1.0,0.014325181657451978,0.2903084218305014
346,0.7529953980352657,1.0,0.2672067410191405,0.28642175641306244
347,0.7529953980352657,1.0,0.6783294501841137,0.28424114507135695
348,0.7529953980352657,1.0,0.5570956011786005,0.3223596259727692
349,0.7529953980352657,1.0,0.49059466499199655,0.3490098527169862
350,0.7529953980352657,1.0,0.8261754729862999,0.31976621682719314
351,0.8480825761370351,1.0,0.5453373111611753,0.3788639096730127
352,0.8480825761370351,1.0,0.26098151024601146,0.20482103974383287
353,0.8480825761370351,0.9999999999999999,0.4460055913840395,0.2546152609224757
354,0.8480825761370351,0.9999999999999999,0.579562481127389,0.31650577503334987
355,0.8480825761370351,1.0,0.7044272075118244,0.2922707065590107
356,0.8480825761370351,0.9999999999999999,0.33169159898967426,0.33069775676862156
357,0.8480825761370351,1.0,0.40377819434698226,0.3533372960067396
358,0.8480825761370351,0.9999999999999999,0.650675135217962,0.38161972004902295
359,0.8480825761370351,1.0,0.7669153292053262,0.36693006920423726
360,0.8480825761370351,1.0,0.5060941618396468,0.32879055703296234
361,0.8480825761370351,1.0,-0.1785595888643486,0.33990710655535533
362,0.8480825761370351,0.9999999999999999,-0.6021139282719699,0.4281132373692734
363,0.8480825761370351,1.0,-0.5075871491914191,0.3875619237168268
364,0.8480825761370351,0.9999999999999999,-0.014871219044194446,0.38461356123162144
