,SPXT/LG30TRUU inst_corr,SPXT/LG30TRUU hist_corr
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,1.809332006123816,
115,1.809332006123816,
116,1.809332006123816,
117,1.809332006123816,
118,1.809332006123816,
119,1.809332006123816,
120,1.809332006123816,
121,1.809332006123816,
122,1.809332006123816,
123,1.809332006123816,
124,1.809332006123816,
125,1.809332006123816,
126,1.809332006123816,
127,1.809332006123816,
128,1.809332006123816,
129,1.809332006123816,
130,1.809332006123816,
131,1.809332006123816,
132,1.809332006123816,
133,1.809332006123816,
134,1.809332006123816,
135,1.809332006123816,
136,1.809332006123816,0.8516546351763079
137,1.809332006123816,0.850981422942518
138,1.809332006123816,0.8826641283218617
139,1.809332006123816,0.8584324252151876
140,1.809332006123816,0.817868682377717
141,1.809332006123816,0.8336926607724437
142,1.809332006123816,0.7898839735699321
143,1.809332006123816,0.7938164838302656
144,1.809332006123816,0.7774445122900606
145,1.809332006123816,0.7833306264063362
146,1.809332006123816,0.7630181761464767
147,1.809332006123816,0.7408505190842852
148,1.809332006123816,0.749687111469281
149,1.809332006123816,0.7379961051519188
150,1.809332006123816,0.7251126641012761
151,0.6164843766385184,0.6985913017129317
152,0.6164843766385184,0.7560495671999791
153,0.6164843766385184,0.7642326607980974
154,0.6164843766385184,0.8343583394033677
155,0.7756953184782083,0.7774123776929502
156,0.2809421723996814,0.7717696999454149
157,0.3413182870738884,0.74883002756963
158,0.3413182870738884,0.8824511749567097
159,0.3413182870738884,0.8323302370415038
160,0.28672859473153023,0.8145397761684877
161,0.28672859473153023,0.8608997739926451
162,0.28672859473153023,0.8684012624272385
163,0.28672859473153023,0.8756674536065566
164,0.8266444307316397,0.8753865776070685
165,0.8234979687802362,0.8796076215779074
166,0.8234979687802362,0.8871916995685522
167,0.8234979687802362,0.8748721267639628
168,0.8234979687802362,0.874996871221255
169,0.8234979687802362,0.8740901595876793
170,0.7034075256545743,0.8718740515277756
171,0.7809415775116323,0.8780133193669242
