,SPXT/LG30TRUU inst_corr,SPXT/LG30TRUU hist_corr
172,0.7809415775116323,0.8823170699124062
173,0.7809415775116323,0.8849928828706682
174,0.81198252238242,0.8877776466129191
175,0.81198252238242,0.8924848964851921
176,0.81198252238242,0.8972430361399327
177,0.81198252238242,0.9222254460342971
178,0.81198252238242,0.9226077118974261
179,0.8768549532060713,0.9223268765829369
180,0.6372994006980714,0.8758150830799825
181,0.6372994006980714,0.9269004896031401
182,0.6372994006980714,0.9404805924983277
183,0.6372994006980714,0.8955743127439025
184,0.6372994006980714,0.9115951158409124
185,0.6372994006980714,0.9066385275907329
186,0.809752075361252,0.9129894881805625
187,0.809752075361252,0.9177817666939295
188,0.809752075361252,0.9110412350366992
189,0.4025442636351633,0.9358428818706352
190,0.6055531076845185,0.9539563549942267
191,0.6055531076845185,0.9613448808538404
192,0.6055531076845185,0.944097001694348
193,0.6055531076845185,0.9079004996070915
194,0.6452829713907805,0.877433648789643
195,0.5087601640889706,0.8688316296800994
196,0.5087601640889706,0.8831059425797733
197,0.5087601640889706,0.8857199323241292
198,0.8462580187415837,0.890221217351733
199,0.6337974976779817,0.8877660593127776
200,0.6337974976779817,0.9003909432524749
201,0.6337974976779817,0.9017366222145704
202,0.6337974976779817,0.9127320976223566
203,0.6337974976779817,0.9032576300410993
204,0.6337974976779817,0.9058602546871111
205,0.6337974976779817,0.9085733943741692
206,0.6337974976779817,0.9100770563575514
207,0.6337974976779817,0.9129051836054471
208,0.6337974976779817,0.9127545208804564
209,0.6337974976779817,0.9094038291315737
210,0.6337974976779817,0.9104068431507014
211,0.6337974976779817,0.9091876433327296
212,0.6337974976779817,0.8922431762904995
213,0.6337974976779817,0.8791515092400553
214,0.6337974976779817,0.8872540343147515
215,0.6337974976779817,0.907926222928848
216,0.6337974976779817,0.9369263381840952
217,0.6337974976779817,0.9553846521002389
218,0.6337974976779817,0.9469066982896192
219,0.6337974976779817,0.937734389757181
220,0.6337974976779817,0.9304051553170891
221,0.6337974976779817,0.9279311591693526
222,0.6337974976779817,0.898839439454536
223,0.6337974976779817,0.8974051935519451
224,0.6337974976779817,0.8809270916731692
225,0.6337974976779817,0.8454202278553642
226,0.6337974976779817,0.8155652509245178
227,0.6337974976779817,0.8230579729394132
228,0.6337974976779817,0.8212634969588388
229,0.6337974976779817,0.8060008243013342
230,0.6337974976779817,0.7988634238977633
231,0.6337974976779817,0.7758357443334851
232,0.6337974976779817,0.7668853053596478
233,0.6337974976779817,0.7646500752481321
234,0.6337974976779817,0.7827516581674321
235,0.6337974976779817,0.7777829749362017
236,0.6337974976779817,0.7861906812866919
237,0.6337974976779817,0.8224986606174914
238,0.6337974976779817,0.8176605578191761
239,0.6337974976779817,0.8351077649685704
240,0.6337974976779817,0.8202986833858887
241,0.6337974976779817,0.8206240496499548
242,0.6337974976779817,0.8315042949419854
243,0.6337974976779817,0.834235351446746
244,0.6337974976779817,0.8369187939077192
245,0.6337974976779817,0.8587270976489877
246,0.6337974976779817,0.843877940165269
247,0.6337974976779817,0.8613354637489351
248,0.6337974976779817,0.8877897147458377
249,0.6337974976779817,0.8750289791622371
250,0.6337974976779817,0.8403691547644592
251,0.6337974976779817,0.8357854792584092
252,0.6337974976779817,0.8421102801931705
253,0.6337974976779817,0.864927240368042
254,0.6337974976779817,0.8581866276290208
255,0.6337974976779817,0.8907322406887664
256,0.6337974976779817,0.8762752092329684
257,0.6337974976779817,0.8842433996621364
258,0.6337974976779817,0.834457304700848
259,0.6337974976779817,0.7991430158867587
260,0.6337974976779817,0.7697326190354367
261,0.6337974976779817,0.6570892540652172
262,0.6337974976779817,0.6982297494458128
263,0.6337974976779817,0.7466993485346939
264,0.6337974976779817,0.7357408670438157
265,0.6337974976779817,0.7386665731201589
266,0.6337974976779817,0.7577823578766795
267,0.6337974976779817,0.7818173056098352
268,0.6337974976779817,0.7849944527799595
269,0.6337974976779817,0.7795428931972568
270,0.6337974976779817,0.7818456250655832
271,0.6337974976779817,0.7858342577473594
272,0.6337974976779817,0.8120818764491415
273,0.6337974976779817,0.8168492249196754
274,0.6337974976779817,0.8178747555681712
275,0.6337974976779817,0.8149136720059694
276,0.6337974976779817,0.8277677576042012
277,0.6337974976779817,0.7690778727854143
278,0.6337974976779817,0.7992626796858094
279,0.6337974976779817,0.7774211684098897
280,0.6337974976779817,0.8289758988654728
281,0.6337974976779817,0.8332833278877723
282,0.6337974976779817,0.8303555758407684
283,0.6337974976779817,0.8801244268767144
284,0.6337974976779817,0.8634832687893245
285,0.6337974976779817,0.8492072217340829
286,0.6337974976779817,0.8500964796248627
287,0.6337974976779817,0.8506934901079777
288,0.6337974976779817,0.8379354795345577
289,0.6337974976779817,0.8280333827872494
290,0.6337974976779817,0.8374201082005506
291,0.6337974976779817,0.8768223924641283
292,0.6337974976779817,0.8884842995188468
293,0.6337974976779817,0.8901330019356415
294,0.6337974976779817,0.8891120565113274
295,0.6337974976779817,0.8849746145380026
296,0.6337974976779817,0.8880626718728201
297,0.6337974976779817,0.8903598556551234
298,0.6337974976779817,0.876238833854305
299,0.6337974976779817,0.9006925983521509
300,0.6337974976779817,0.8875992430210772
301,0.6337974976779817,0.8936404260851853
302,0.6337974976779817,0.9068973877584187
303,0.6337974976779817,0.9063655781198388
304,0.6337974976779817,0.8959739456714014
305,0.6337974976779817,0.8973543545812136
306,0.6337974976779817,0.9059027207503173
307,0.6337974976779817,0.8844008707224721
308,0.6337974976779817,0.8755481898454823
309,0.6337974976779817,0.8692668451983951
310,0.6337974976779817,0.8023248534385989
311,0.6337974976779817,0.7967225993026977
312,0.6337974976779817,0.7846812450711468
313,0.6337974976779817,0.8024326267858759
314,0.6337974976779817,0.7790345486265476
315,0.6337974976779817,0.77113263515432
316,0.6337974976779817,0.8028807133501871
317,0.6337974976779817,0.7937839405739785
318,0.6337974976779817,0.7881211002407504
319,0.6337974976779817,0.7750467838601646
320,0.6337974976779817,0.7088133318436772
321,0.6337974976779817,0.7119957904973497
322,0.6337974976779817,0.7090850602383187
323,0.6337974976779817,0.7009832654695367
324,0.6337974976779817,0.691005391535298
325,0.6337974976779817,0.6977784243032464
326,0.6337974976779817,0.7859168292795566
327,0.6337974976779817,0.7819319848637147
328,0.6337974976779817,0.7524932501365228
329,0.8343295455294106,0.766919856875294
330,0.5770717668310811,0.8754581224647994
331,0.7978035268576524,0.8785893722039072
332,0.7978035268576524,0.8950703978778634
333,0.8764705920172882,0.8929886634647086
334,0.8688125414067445,0.9174495274713236
335,0.8688125414067445,0.9157703755814819
336,0.8688125414067445,0.9125260446242673
337,0.7691247625497479,0.9051634393097635
338,0.7691247625497479,0.8953097620896548
339,0.5950302972732405,0.8918248732403867
340,0.7780971455355117,0.9134299828979224
341,0.7780971455355117,0.8856087376719903
342,0.7780971455355117,0.8895279199324063
343,0.7780971455355117,0.8727035926356734
344,0.7780971455355117,0.8824960030937399
345,0.8308062507323208,0.8851424826341336
346,0.8308062507323208,0.8898441288341165
347,0.8308062507323208,0.8897379031126541
348,0.8308062507323208,0.893543987084617
349,0.7603132818993709,0.8953460002582123
350,0.8213319892418167,0.9061971492302973
351,0.8213319892418167,0.9042813078611779
352,0.8213319892418167,0.9006062658178063
353,0.8219415680054706,0.9011721056066494
354,0.8219415680054706,0.891301153327649
355,0.8219415680054706,0.8898755908363647
356,0.8219415680054706,0.8778475644178274
357,0.8219415680054706,0.8759779441966449
358,0.9190134915340292,0.8811741618170341
359,0.9741596834221318,0.8875439026506055
360,0.9741596834221318,0.8855360614791363
361,0.9741596834221318,0.879249190554864
362,0.9741596834221318,0.8409731127485827
363,0.8783709987001908,0.8774976554634891
364,0.8404550109135139,0.8878689691540047
