,FTMIGMI/SHCOMP inst_corr,FTMIGMI/SHCOMP hist_corr
176,0.884267801823201,0.7127549235294949
177,0.884267801823201,0.7148768561246867
178,0.884267801823201,0.7116096622021402
179,0.884267801823201,0.71402572979581
180,0.884267801823201,0.7119140508665593
181,0.884267801823201,0.6899014019494623
182,0.884267801823201,0.6842951962948414
183,0.884267801823201,0.6833264058440005
184,0.884267801823201,0.6958656811264737
185,0.884267801823201,0.6972854893156175
186,0.884267801823201,0.7015523955728433
187,0.884267801823201,0.7111814258198574
188,0.884267801823201,0.7128025198145221
189,0.884267801823201,0.7557655229270344
190,0.884267801823201,0.8506244433215062
191,0.884267801823201,0.798928766458953
192,0.884267801823201,0.8136922276799928
193,0.884267801823201,0.7728147583989537
194,0.884267801823201,0.7593279857266472
195,0.873748264533103,0.7532444464027952
196,0.46362215678121843,0.7522366919296662
197,0.46362215678121843,0.8266418050537455
198,0.46362215678121843,0.759756123398226
199,0.5678169920263265,0.7468487096069852
200,0.5678169920263265,0.7674184158109073
201,0.5678169920263265,0.7703260522302444
202,0.5678169920263265,0.7638442351728362
203,0.5678169920263265,0.7755334599588438
204,0.5678169920263265,0.7616855091314242
205,0.5678169920263265,0.7429383565146369
206,0.5678169920263265,0.7227221724242037
207,0.5678169920263265,0.7449889906981321
208,0.5678169920263265,0.736060379869094
209,0.5678169920263265,0.7130774993706332
210,0.5678169920263265,0.7117054376693966
211,0.5678169920263265,0.7179802674860518
212,0.5678169920263265,0.6776364111361379
213,0.5678169920263265,0.6973755636600555
214,0.5678169920263265,0.7098298727473129
215,0.5678169920263265,0.757612498110645
216,0.7956655729643193,0.7359591442815612
217,0.5103570084938621,0.6652144141555443
218,0.5713907701570462,0.6550438158645238
219,0.7060247936764059,0.48171727378692386
220,0.7060247936764059,0.524174097215972
221,0.9475491106111814,0.5158027394915894
222,0.7077041474171656,0.37720837821528824
223,0.7077041474171656,0.3404566716939428
224,0.7077041474171656,0.3558188908897087
225,0.7077041474171656,0.36784261222307163
226,0.7077041474171656,0.3813323775525213
227,0.7077041474171656,0.3960070667572978
228,0.7077041474171656,0.3703217468779842
229,0.7077041474171656,0.30166807586466454
230,0.4288067607375631,0.21335164993128272
231,0.7640901850472187,0.20199255427770432
232,0.9427233541053212,0.2049091852075544
233,0.9427233541053212,0.1291315073367438
234,0.9427233541053212,0.16100924587037949
235,0.9427233541053212,0.1120337953710286
236,0.9427233541053212,0.13178638009072582
237,0.9427233541053212,-0.009884209367825369
238,0.9427233541053212,-0.03502323020432447
239,0.9427233541053212,0.0038907950959784837
240,0.5897218146640046,0.004244114633164456
241,0.5897218146640046,0.2563778723645207
242,0.5897218146640046,0.3262573847744158
243,0.7676186643803208,0.2680130139701278
244,0.7676186643803208,0.3587138414957703
245,0.7676186643803208,0.33976581469920447
246,0.7676186643803208,0.33371395674170756
247,0.7676186643803208,0.3278618974889361
248,0.7676186643803208,0.392986722084509
249,0.7676186643803208,0.3579665707600866
250,0.7676186643803208,0.37712738063230355
251,0.7676186643803208,0.3762339315279022
252,0.9140863002674223,0.4904438927372746
253,0.46292187863916173,0.5282214936261432
254,0.9014178856283529,0.7060470021919691
255,0.9014178856283529,0.767066739050887
256,0.9014178856283529,0.7860681139489196
257,0.9014178856283529,0.79244936445484
258,0.9014178856283529,0.7836391298293748
259,0.9430523866314765,0.78727400534466
260,0.9430523866314765,0.7885374861354525
261,0.9608308590943838,0.7870905189370928
262,0.9533436944302318,0.8367728801576271
263,0.9533436944302318,0.8264554461739374
264,0.9533436944302318,0.8218713615144987
265,0.9533436944302318,0.8443410560768466
266,0.9533436944302318,0.8418771933266891
267,0.9334804973878025,0.8632706365061747
268,0.9334804973878025,0.8836535207163174
269,0.9334804973878025,0.8825484946888499
270,0.9334804973878025,0.8832853923865938
271,0.9334804973878025,0.8788873493195167
272,0.9334804973878025,0.8751821734422431
273,0.9334804973878025,0.8761434478773156
274,0.9334804973878025,0.8841655615326182
275,0.9334804973878025,0.8903038339035955
276,0.9334804973878025,0.8459749588199638
277,0.9334804973878025,0.8537747765852395
278,0.9334804973878025,0.8317083342446454
279,0.9334804973878025,0.8439198592062851
280,0.9334804973878025,0.8307007203157074
281,0.9334804973878025,0.8241623229759547
282,0.9334804973878025,0.8290348864761216
283,0.9334804973878025,0.8225351699256014
284,0.9334804973878025,0.8012239219702023
285,0.6080457708718957,0.7377268564005173
286,0.7890277492854532,0.7780662907358801
287,0.7890277492854532,0.7360072937283219
288,0.9288892302439513,0.7385199918394499
289,0.9288892302439513,0.7423242944756334
290,0.9288892302439513,0.6802384474456629
291,0.5056287474688097,0.6379957069837638
292,0.7290224232140989,0.5273696801604267
293,0.9496601696792802,0.4661231309343888
294,0.6251546643076487,0.4774745349865595
295,0.9047962234633128,0.5452645527034784
296,0.9047962234633128,0.550029405072387
297,0.9047962234633128,0.5221345746542801
298,0.9047962234633128,0.546307336758515
299,0.9047962234633128,0.5403795841254027
300,0.9047962234633128,0.5262512493604878
301,0.9047962234633128,0.4765518561772395
302,0.9335094680986578,0.48458673007261027
303,0.9335094680986578,0.5661394135737567
304,0.9335094680986578,0.5700988943602653
305,0.9335094680986578,0.5695516794102988
306,0.9335094680986578,0.5880520355251705
307,0.9335094680986578,0.6152176366176333
308,0.9491010194087646,0.5554625188781246
309,0.5883851293583496,0.5566195327065211
310,0.8973088214006196,0.6153569768327717
311,0.8973088214006196,0.5904157080677858
312,0.8973088214006196,0.6278467031081265
313,0.8973088214006196,0.6851400967335434
314,0.8973088214006196,0.7230383846301531
315,0.8973088214006196,0.7615715184600815
316,0.8973088214006196,0.7828524580738594
317,0.950609808724606,0.704784453697042
318,0.950609808724606,0.724819280992305
319,0.950609808724606,0.737885851760999
320,0.9784718258363837,0.7392552412113568
321,0.7814895659447059,0.7108324777685487
322,0.9714513430920464,0.7816608755353719
323,0.9714513430920464,0.7909324883277012
324,0.9714513430920464,0.7927333093245342
325,0.9714513430920464,0.7272638551064794
326,0.7613185600746154,0.7019104765191109
327,0.7435849787034923,0.8300065263007173
328,0.9554042038943442,0.8266140393779687
329,0.470216965914879,0.8240270149731649
330,0.7142773001565178,0.8357578728025427
331,0.7142773001565178,0.8359399923317218
332,0.7416283126788922,0.8297103610590641
333,0.40276104919031025,0.7953930240527337
334,0.44452019901726414,0.7903474792999106
335,0.8500765939918468,0.785093159799775
336,0.898872268076759,0.7564001959824237
337,0.7724857046971229,0.7478958941566145
338,0.8643024509849009,0.7580416714478082
339,0.9297466558632903,0.7651492564947991
340,0.9297466558632903,0.7622012340457781
341,0.5160540571255594,0.7603337372971994
342,0.5160540571255594,0.7419840064557491
343,0.5160540571255594,0.7475198455334295
344,0.955214382903982,0.7348672920228885
345,0.6048168504719084,0.7222003795192187
346,0.8285365147165986,0.7466673466296277
347,0.8285365147165986,0.7533985181429645
348,0.8285365147165986,0.7603019745523313
349,0.8285365147165986,0.7174816026145551
350,0.8285365147165986,0.7178134490150417
351,0.7662661931708225,0.7320206550586332
352,0.5694803552037848,0.5978725903532934
353,0.6976537446003654,0.6101668771597376
354,0.6976537446003654,0.5877381584357476
355,0.6976537446003654,0.6558911193449891
356,0.6976537446003654,0.6568245168882074
357,0.6976537446003654,0.629821633133087
358,0.6976537446003654,0.6985889793392268
359,0.6976537446003654,0.7185567147479148
360,0.6976537446003654,0.6596090206104048
361,0.6976537446003654,0.6732697007225906
362,0.6976537446003654,0.6700296821976013
363,0.6976537446003654,0.6824517925162422
364,0.6976537446003654,0.6945773758552811
