,SENSEX/LEGATRUU inst_corr,SENSEX/LEGATRUU hist_corr
174,0.12241617671831614,0.13393411980619507
175,0.16765913347887007,0.1449247525507412
176,0.03806510733213582,0.13523818213979694
177,0.30902330846605863,0.14769664096382618
178,0.52033760242821,0.17309373369155617
179,0.4686261647434666,0.11529803805198133
180,0.20934527930052096,0.1002479728733708
181,-0.35034171443259177,0.1073711356650972
182,-0.5313568742960425,0.2692330863229313
183,-0.40561351719465377,0.2111497109507745
184,-0.422568015746916,0.1704563220296748
185,-0.9276254784494705,0.17227834302341577
186,-0.5350091554386487,-0.13839019433775665
187,0.46442361778065483,-0.13283034800744184
188,0.4897267281673239,-0.04561802387520589
189,0.157376089684463,-0.07907949655194267
190,0.8220214848064725,-0.011088312779679789
191,0.599340302993748,-0.00406904667616624
192,0.3840630325438946,0.06394689840885205
193,-0.24461561408511376,0.0692566846112698
194,-0.46544371403885143,-0.02468974750421956
195,-0.11171352516615705,-0.003133673001607593
196,-0.3120212108829945,-0.0832128842119567
197,-0.382357608662548,-0.1379257220345452
198,-0.19663008178337685,-0.05873814006205783
199,0.3577036516250845,-0.07009133925415521
200,0.34620841470523467,-0.0888350691437176
201,0.0773348629221989,-0.07813825605372593
202,-0.17859210360442948,-0.13032893114601946
203,-0.6799355867878999,-0.129405408832956
204,-0.652705860728936,-0.30060656251246637
205,-0.37534574125109715,-0.23994215671569424
206,0.3218171453597232,-0.2026629707416122
207,0.316122470170316,-0.20422364400940504
208,-0.14120130988876062,-0.17310121874889198
209,-0.3549251659886543,-0.21142092237102159
210,-0.04276660116496734,-0.3026476368304304
211,0.6228394907274171,-0.2858028802995288
212,0.6228394907274171,-0.2816004087379143
213,0.2277408387189819,-0.2914501272310533
214,-0.16195937877856814,-0.402924833613589
215,0.08901965153642481,-0.30781153313073806
216,0.026190670684866683,-0.2888863493829758
217,0.024829354083539385,-0.295370857909211
218,0.4890730876804957,-0.19356270369227926
219,0.5686542450878352,-0.07134114747685998
220,0.5808116109322251,-0.138202271342569
221,0.32298145686843155,-0.13301211889680592
222,-0.07276013039123172,-0.10108593098581584
223,-0.335409494338261,-0.1810190742611134
224,0.2229497678753294,-0.1682341929272707
225,0.19993784324471012,-0.09485943306580755
226,0.10986338770668048,0.2116415794806716
227,-0.3686630827843826,0.25414306178454477
228,0.0525186905154441,0.1484682579165078
229,0.7681635788709505,0.23749982539178768
230,0.7273511765353753,0.2534664017276234
231,0.16983883504424735,0.32877480574030604
232,-0.10874361648204232,0.32642090839580795
233,-0.012537766994354682,0.293728854592235
234,-0.001533516489768041,0.16788745020443366
235,0.7402630093852374,0.1665279815151696
236,0.6273881802775101,0.18625822548362403
237,0.32210409368543136,0.08712848291303843
238,0.4347013078866661,0.21618833620423034
239,0.1258637387732214,0.22393037622371728
240,-0.2602836606504591,0.2065474124412622
241,-0.4307256097257642,0.15142918239985004
242,0.4153225279317173,0.11675705648038506
243,0.7639113547759899,0.21624019311491705
244,0.6022216939776619,0.26515981539068373
245,0.06179690890459445,0.27244016955067346
246,0.20609803913036648,0.2709925932177562
247,0.2633998958307327,0.25944006773898637
248,0.5595118799096259,0.29362615279750315
249,0.8310720238730892,0.30424550084573676
250,0.15632037661209694,0.3224789882954715
251,-0.19677030595699962,0.25277701882541986
252,0.13355462129173604,0.2533476659952708
253,0.5609905313822753,0.3445608091682217
254,0.315113696401696,0.31494080835111427
255,-0.06886272610913881,0.2752762177376307
256,-0.16448427245061248,0.30709776837318836
257,-0.34273214860040235,0.22209169951723037
258,-0.15351147458318404,0.19752221621514732
259,0.12478692880528207,0.32380844521914015
260,-0.28012450557125634,0.11373853307358792
261,-0.07033208757651287,0.14695214229325543
262,0.5017101268684259,0.18592139260203297
263,0.9752351625887953,0.2962518596178292
264,0.8554015016136257,0.42390594966878253
265,0.7872908813392906,0.3245255301861781
266,0.5882539972054405,0.33580762590133373
267,0.06293055625417929,0.3540422824241525
268,-0.05108428489194865,0.29246293680948166
269,-0.1923000696183553,0.34719062380759413
270,-0.35762092959425223,0.268328383047197
271,-0.36560741594073803,0.14501075575423264
272,-0.35057365422075926,0.1447324575727109
273,-0.5359294288858734,0.0676437712148865
274,-0.45329718271847586,0.0646152313441451
275,-0.24134137067196726,0.034709265918163375
276,-0.052041029650913374,0.008468894890691433
277,0.50186041231683,0.045078647999464615
278,0.9237052874105994,0.06442490697267379
279,0.28303185416071996,0.12490364038164206
280,-0.22092455260260818,0.08770682871859554
281,0.029973902762086894,0.07606913809059326
282,0.22950224971121705,0.14393876066184305
283,-0.017504030902825176,0.12288755564733926
284,0.19747001951209356,0.07891415285768796
285,0.9449351338690865,0.0375708783354356
286,0.7887075528801599,-0.13430952994311562
287,0.3378225175238948,-0.12298503500355286
288,0.5016321206636889,-0.06313116643034858
289,0.8973961005263766,0.01687010111056424
290,0.4226711035293419,0.0730750714264084
291,0.3254800432703275,0.07052881387922985
292,0.602100599704789,0.09552832880034713
293,0.602100599704789,0.1831874609317706
294,0.7302598001638776,0.22712302936649234
295,0.420814696542555,0.39227853605163265
296,-0.24229576064135946,0.3650737710935455
297,-0.1613529439273096,0.3206413625227208
298,0.5237957522287776,0.3806132106355631
299,0.4935388255830071,0.4102980626530729
300,0.5061735950648948,0.36359112948855304
301,0.5661534889016258,0.3650458783281769
302,-0.04268954501253867,0.40876566373659073
303,0.3854469804448574,0.3954981109068139
304,0.3854469804448574,0.40485312574498394
305,0.3854469804448574,0.4621214431370827
306,0.590228656096747,0.46921085574056803
307,0.590228656096747,0.45996519692732574
308,0.47110771932929246,0.4777037710783987
309,0.27036475174405694,0.4951842472542643
310,0.2104701722206145,0.42603748676550807
311,0.4766785611287785,0.4192375288692108
312,-0.129517185689968,0.33174714256969784
313,-0.18188436977545383,0.2410783158544561
314,0.5561246807567689,0.3253075508285108
315,0.6353192952848163,0.37841265092211096
316,-0.04626900056229651,0.3129212739448103
317,-0.18929774737215,0.21502415511128647
318,0.23715207857461693,0.2900593148066782
319,0.022344128317835,0.3268272327354388
320,-0.1894307135318217,0.22173942454918297
321,-0.23992124139423662,0.15965493735649602
322,-0.49118289744213584,0.08070306451269901
323,0.09660519932323566,0.0786220259497402
324,0.42936563190669036,0.09719829933731457
325,0.07996387376350104,0.07384243580078388
326,0.14897254033388896,-0.014954445885986841
327,0.3651692164689282,0.08682803546147091
328,0.42359151176335,0.17568145545559233
329,0.7848250504473229,0.19881240930595487
330,0.7848250504473229,0.2098026473500316
331,0.7848250504473229,0.22773982300316953
332,0.07940922425828763,0.30354982501744443
333,-0.5089294969139622,0.05889945102880626
334,-0.3900099377795162,0.14641421226352425
335,0.27719736444328025,0.18799593968097855
336,0.86523251687406,0.16855529304250613
337,0.6440975849302839,0.12676607736176237
338,0.5430328367807389,0.18523695244098268
339,0.49953898389658946,0.2236655325648355
340,-0.2288645194761036,0.19113471913436758
341,-0.2684164294674912,0.18232540176534767
342,0.04753503979328711,0.2261109557569585
343,-0.59118550607751,0.15873303358619756
344,-0.5822404123998178,0.12883983755852102
345,0.0159088559828512,0.13254557280751003
346,-0.2074792828407209,0.06568017659019948
347,-0.4080832525952076,0.07318025288060441
348,-0.5716384992520275,0.034203573722496695
349,-0.5470974120098618,-0.03859174371822668
350,0.4303023974684114,-0.16195177867365498
351,0.6288020517226308,-0.2414860140389926
352,0.5561931168306314,-0.20045736309059387
353,0.7230673919957693,-0.1291080285291964
354,0.9308310011165738,-0.15685053644616717
355,0.43993394598251656,0.006350040659889079
356,0.5683837130636499,-0.016646123604661976
357,0.4793506123775324,0.020325629500773955
358,0.8011639381668733,0.048472588271172054
359,0.9460008482084574,0.050865950885052504
360,0.3494981836746029,-0.03414201411222711
361,-0.6538683697455269,-0.06363119651060559
362,-0.6665401680413441,-0.06464786819051897
363,-0.27147798414545066,-0.06701770536475718
364,-0.0931104691775942,-0.08831620616044492
