,FTMIGMI/LG30TRUU inst_corr,FTMIGMI/LG30TRUU hist_corr,NDDLCA/TWSE inst_corr,NDDLCA/TWSE hist_corr,CAC/FNERTR inst_corr,CAC/FNERTR hist_corr
204,0.5730720042574307,0.412577385176221,0.7918475267777947,0.249823398956034,-0.9412043788603313,-0.43739229265606827
205,0.4883647747661953,0.3801144968746933,0.7918475267777947,0.24657759944705693,0.038472348337509246,-0.4434381253575304
206,0.5300043997529841,0.39252925504150005,0.2765374469333179,0.2200753657330806,0.33737153624144917,-0.436800451221843
207,0.5884187948993331,0.31799759605674127,-0.0005555364254064257,0.08875011043429365,0.4665565280681273,-0.3883801911838436
208,0.7643234582865377,0.13290894391063018,0.29738502426423474,0.1545215200754932,0.1986214531844979,-0.4078803177886923
209,0.7517604450027014,0.06520312917249016,0.6555505405400245,0.13121017488393527,-0.018838742112336722,-0.36203867528525435
210,0.7186733876959404,0.10777680623612307,0.6555505405400245,0.24145481682600212,-0.12118493039175103,-0.370973814317314
211,0.4963118895106421,0.24911303318080377,0.6555505405400245,0.2385450997656704,-0.38300564189685044,-0.3863534122714506
212,0.2527958384503047,0.17248290125171042,0.6555505405400245,0.29394164733984035,-0.1629453114394143,-0.40831311326715874
213,0.7145158013631037,0.172691099058931,0.6555505405400245,0.2928360147831421,0.4635080542379361,-0.21584090766856803
214,0.8769536309888701,0.2330784216511798,0.4849471182442689,0.27666574265087795,0.7664593044824012,-0.1878024424173835
215,0.9060615697015582,0.2774603392387737,0.04016633835794354,0.34332211961511705,0.7797205295061235,-0.1943335359170567
216,0.9060615697015582,0.37257092941985703,-0.17648618669921473,0.11383191725192356,0.45549074364848674,-0.2777181058721491
217,0.9060615697015582,0.3420951419436263,0.398945484357996,0.11669246704656598,-0.11011686769330159,-0.2693874913521371
218,0.9060615697015582,0.32667732476280587,0.398945484357996,0.1409647770971226,-0.5485273472966112,-0.3711550238818572
219,0.9060615697015582,0.3264693568962028,0.398945484357996,0.10674361408750974,-0.5418429926770034,-0.3815364797113898
220,0.7430668027664505,0.3025368958625917,0.398945484357996,0.1276655428858981,0.044142242569341315,-0.33140269731237465
221,0.8293707812034843,0.3723114463218912,0.398945484357996,0.2157104520284018,0.5093377640438196,-0.17374989877510003
222,0.8293707812034843,0.3855995910490478,0.398945484357996,0.2596883608986785,0.8890093198791457,-0.12997286485353662
223,0.983974210212781,0.465150169293657,0.9873819822150189,0.2585550669741335,0.5126764292681837,-0.13592509672784592
224,0.9364049126213743,0.505482759964858,0.8138432587631175,0.23631811149822113,0.20196591047892506,-0.03404692986397125
225,0.879003698895965,0.4865062489504797,0.8138432587631175,0.3046524415309543,-0.05746644012804499,0.09400107377671381
226,0.879003698895965,0.49469757234975986,0.8138432587631175,0.32269305961258343,-0.18314932129657513,0.11626247240260788
227,0.879003698895965,0.583895323296397,0.8138432587631175,0.3253019485838834,-0.7138353405459729,0.04328223739116818
228,0.879003698895965,0.5233605723465719,0.8786516102844977,0.3119378022027787,-0.9501031334617879,-0.0011681339828098604
229,0.879003698895965,0.5536346222723926,0.5196649541402543,0.40875761527678933,-0.6121746289572523,-0.10601387472339807
230,0.879003698895965,0.5322393228720539,0.5196649541402543,0.45377291408215076,-0.6550340275065707,-0.11641032518961608
231,0.879003698895965,0.5589559516445892,0.5196649541402543,0.4796583925082471,-0.35421109515396004,-0.23666453153948835
232,0.879003698895965,0.5550453699665648,0.5196649541402543,0.346411863590454,-0.08535992811731807,-0.2914144873862018
233,0.47640816912467754,0.5692225958341552,0.5196649541402543,0.33919346650389426,0.3759060405056734,-0.27595956481811146
234,-0.09749097974472881,0.5373598965714472,0.5196649541402543,0.24514699183485597,0.7832368097495093,0.22584972257712443
235,0.056379815742955586,0.4089618643142429,0.8526786818062099,0.22335307831914492,0.8081183816298702,0.23517445071119733
236,0.5545173434673588,0.4212168907370851,0.2597951713482716,0.3305977878189624,-0.15558146571651035,0.04445292978562842
237,0.674988494601931,0.34385030371747843,-0.19018234326986916,0.18674668459743896,-0.23784296712691125,0.037237308760802466
238,0.9485893183860372,0.36606727650850807,-0.029208025424291465,0.23773513186458203,0.4120594946771468,0.04709527667615499
239,0.9485893183860372,0.38378957710230466,0.7691569830981233,0.22039671092981775,0.24209113597033083,0.052105457605056034
240,0.8476212422130189,0.4024207652573176,0.8098580053213149,0.19231692891573007,0.1650135220848511,0.08519087670759071
241,0.3611241561818581,0.3502532618059445,0.5876479941340665,0.1903234536671973,0.4405559196645916,0.09894921588784499
242,0.3611241561818581,0.28532219918005747,0.5876479941340665,0.25282306672115545,0.5938524400479928,0.10707119698173512
243,0.3611241561818581,0.23510902457047053,0.5876479941340665,0.2656599639318317,0.2768185038328425,0.1264531151580837
244,0.9672535120384574,0.20580270885381166,0.5876479941340665,0.26198451983097,0.10246272541639127,0.11346882028965659
245,0.3774219737683752,-0.025350616702198733,0.5876479941340665,0.2256503588848158,0.307748166391994,0.11545666564479767
246,0.5016177263242206,-0.06765772815576603,0.5876479941340665,0.24176334858048038,0.40256200940808595,0.24352041101083108
247,0.4419024614840047,0.018157311635346732,0.5876479941340665,0.20046496705007338,0.21540289616782066,0.20670681494282
248,0.5389000001880847,0.029722945541193285,0.7990382015092656,0.26278171966481545,-0.015375018286062888,0.19674729976531724
249,0.9230019950755618,0.07090741053825579,0.5085357956693088,0.2342914975470126,-0.3904436964395563,0.22587369290088646
250,0.9230019950755618,0.1350233785867577,0.9472910577567688,0.45417424896185,-0.02115620494336455,0.22627622786316118
251,0.9888813961896256,0.16460485882074555,0.9472910577567688,0.4573000962488873,0.3236991076024016,0.2805331205458977
252,0.8892120829904339,0.27934685604034637,0.4632607551740735,0.40294990220323523,0.2959796697520646,0.2401037022233641
253,0.8928736748763689,0.28008268231491,0.4067029286332461,0.3486574581636578,0.3053002123582671,0.2813452135159209
254,0.8928736748763689,0.32750510162029595,0.4067029286332461,0.38226009965167973,0.6412142373230236,0.2794483200991974
255,0.8928736748763689,0.3011343454116385,0.4067029286332461,0.37374857419392926,0.6040384793976401,0.30992021795772534
256,0.8928736748763689,0.4417620915735155,0.4067029286332461,0.3785507533240815,0.3055982389291971,0.1406151078752253
257,0.899961762556477,0.558283716102563,0.9304051325611339,0.39218518628549176,0.4523697214206128,0.18802716643214726
258,0.899961762556477,0.5176042857514871,0.7730443921537645,0.4128550504682137,-0.05942832433024049,0.2227818009606567
259,0.899961762556477,0.52001202628425,0.8259393469945061,0.5099294351633623,-0.6278699605499363,0.23384945752879838
260,0.899961762556477,0.5265808265130996,0.6387944627945316,0.5829181508821437,-0.11701122116315962,0.2239318714800784
261,0.5657437111510532,0.5287069877753058,0.5725242138352898,0.5647678451000154,-0.256958937894491,0.19660604515817617
262,0.5928982752327226,0.5662414347914543,0.9054531780483476,0.5146126739746756,0.18779407518483915,0.28704209165467537
263,0.5928982752327226,0.6110096342928567,0.8645091767249463,0.5156165011080052,0.3135660336324633,0.2849224346898159
264,0.5928982752327226,0.6256699879760929,0.9560072068319297,0.5050307855803151,0.09168071614470474,0.2560394411498113
265,0.8253525144735949,0.6332199597025915,0.9472239709238481,0.5091202285700303,0.2803735277114798,0.2640572883540371
266,0.8253525144735949,0.6326128040902358,0.9472239709238481,0.5403946430251735,0.4948707339013332,0.26630475328884234
267,0.8253525144735949,0.6618357836766962,0.6008003661899531,0.5461513312507821,0.7835846074784361,0.28192041258020084
268,0.8253525144735949,0.6826343514639549,-0.03342283871284669,0.4531297184221036,0.7616153675942344,0.1711181732589317
269,0.8253525144735949,0.687269706620323,0.4777258285513642,0.4576641407222827,0.48875197142022425,0.2602786063699582
270,0.8253525144735949,0.7356013897810391,0.4777258285513642,0.4504039967191559,0.5566637593128129,0.2733770403600135
271,0.8253525144735949,0.7013365301874585,0.4777258285513642,0.44862778526268715,0.3049184525636137,0.3353498600706967
272,0.8253525144735949,0.6885685337077809,0.4777258285513642,0.2761691847076592,0.3997640266202046,0.3371136285153515
273,0.9105833493618816,0.6953412394689762,0.4777258285513642,0.30088464973831613,0.6093750562589063,0.3050177510743003
274,0.985531825245009,0.6569822419806295,0.8814038834771842,0.2987171601154373,0.8307989740757648,0.359154554630046
275,0.985531825245009,0.6530308046193174,0.8814038834771842,0.3803136399894718,-0.016695199712828804,0.3166347603292918
276,0.985531825245009,0.5692335012399767,0.8814038834771842,0.3069816485426388,-0.2575264011471097,0.2589721528670902
277,0.985531825245009,0.5657895554645793,0.846810492034204,0.3316705619565146,0.2538605831218598,0.18937305312601507
278,0.985531825245009,0.6043200055341946,0.9805884371465041,0.3009255540877506,0.58049909601416,0.30023575104450123
279,0.9035988224961227,0.6022664784390296,0.9640385799129231,0.32047468940663143,0.6631293408225265,0.2330514114985943
280,0.8383223547136645,0.5426452108591215,0.8764324959591595,0.3067570360053875,0.35410519924863865,0.3701421291384843
281,0.8779585033104719,0.5458735906530625,-0.21069533331678086,0.224250588987779,0.35655906025544415,0.3523548253771275
282,0.8779585033104719,0.5660816407518874,-0.5797420734640224,0.032885472841957884,0.6380609942607174,0.3538399473437664
283,0.8779585033104719,0.5466412245071819,-0.1732717100209516,0.02729011931391941,0.037897636958918006,0.3537238327834649
284,0.8779585033104719,0.5223604407301888,-0.1732717100209516,0.035875643825919255,-0.3711705039895764,0.3191276791410136
285,0.8779585033104719,0.5233385376281208,0.5186194052360604,0.02025793710848366,-0.2796218081856401,0.3050282550274445
286,0.9642844686214785,0.5113543562983984,0.7480663748237042,-0.06218367708227038,-0.14123730877059912,0.3107055504902795
287,0.9018784973696511,0.5473779019484627,0.7757414585501948,-0.0774608410541518,-0.4069836458690608,0.19461865043491874
288,0.9018784973696511,0.5309552259888638,0.3779156854791168,-0.1160207438394107,-0.50737564454304,0.16097673039645882
289,0.863040641221868,0.5685829133082356,0.7319574059147931,0.14754922470972945,0.06372193915756588,0.12572576487256254
290,0.7790904662459426,0.5340063432221844,0.7319574059147931,0.242218327500861,-0.024641576620332627,0.0739923783523055
291,0.8994127472597816,0.5410495478234537,0.9020817981773845,0.28601758147227674,-0.05487719949118156,0.0392286361797577
292,0.8033453636422715,0.541820110315377,0.9020817981773845,0.2702278371460537,0.3675316607136149,0.04252246053564881
293,0.8033453636422715,0.550456060588111,0.9020817981773845,0.29281949433349475,0.5032135511096025,0.09900199386854931
294,0.8033453636422715,0.5378457311935576,0.6572780402386178,0.295170625609834,0.389320142589998,0.06664132280145359
295,0.8033453636422715,0.49482054042684254,0.8911460180689833,0.28128136963202216,0.184481215986053,0.023023113403403257
296,0.9575983922162895,0.4565977789262305,0.8911460180689833,0.2865147666522073,0.17955843712682729,-0.019729449424363353
297,0.9313353145696333,0.4828710337890449,0.2825471788069298,0.24216044580765314,-0.24340200014146435,-0.018725590946462065
298,0.9313353145696333,0.5426893803498921,0.2749654676532039,0.2139791104533705,-0.5954388260246746,-0.10422183577606049
299,0.9313353145696333,0.5378271147030099,0.7349361486251325,0.23202384372210702,-0.5954388260246746,-0.10375502392398994
300,0.9313353145696333,0.6048175054596787,0.875856973963207,0.24280600846622094,-0.47956259863161055,-0.1911075338934587
301,0.9313353145696333,0.5949811146766935,0.875856973963207,0.25771074131412,0.09553307130758734,-0.2174278912720275
302,0.9313353145696333,0.6227360923550369,0.875856973963207,0.2512278250654959,-0.12061174756892963,-0.2676296627972747
303,0.7516835412004865,0.5962401793736116,0.875856973963207,0.2797711591361048,-0.19052208694102976,-0.3235674710566829
304,0.7319190545785815,0.6176879980393414,0.4298424522975,0.47128064523038565,0.17720212019731413,-0.34053872483624137
305,0.7319190545785815,0.5989161409320325,-0.12824372296407685,0.41211218845707265,-0.1474150725873891,-0.3652863539619904
306,0.7319190545785815,0.6124589802319169,0.12206670192850862,0.4064273861876973,-0.5482732020335267,-0.35304124523757596
307,0.7319190545785815,0.6209398081569136,0.12206670192850862,0.4178498870082062,0.09256615893305124,-0.31618992500663345
308,0.7319190545785815,0.5780580262437752,0.6092677676955515,0.4316071989211061,0.10929113935952782,-0.34767734711297227
309,0.7319190545785815,0.5393431986429122,0.4185854650157566,0.38045948061741985,0.6426106443744469,-0.20967078986492005
310,0.6520880818401603,0.6018325077823583,0.9350663687846886,0.4017238826272998,0.3460582411534577,-0.2183136752874492
311,0.81695167292586,0.5012384716649851,0.9350663687846886,0.14767337034839087,-0.25123313340132436,-0.24064273582562523
312,0.81695167292586,0.5959655045167129,0.9350663687846886,0.13409363789854958,-0.20538572702870944,-0.2592025186320612
313,0.81695167292586,0.6014649038269935,0.4790808671193342,-0.02066684455346199,-0.21729598666612077,-0.25996724402632804
314,0.6789502167866042,0.5442038722132269,0.40118588655809495,-0.02610773505863708,-0.14369120294708526,-0.28518303458529864
315,0.6649897691971717,0.5654603297580372,0.8804562286583821,-0.006338573549936156,0.174414543508815,-0.342158583916691
316,0.972104294554456,0.5601109974663109,0.6501720221072276,0.02151740719755615,0.6655912231325762,-0.24869792761621395
317,0.972104294554456,0.5611226902167976,0.1896569119796706,0.02094005477661014,0.9631919843696645,-0.14212398481516833
318,0.972104294554456,0.5632519129548891,0.5305533164624481,-0.01523276626523826,0.3101372602646101,-0.14225625953057286
319,0.972104294554456,0.5481618597500206,0.5305533164624481,0.015975333788092964,0.5911185075810926,-0.09549246239622841
320,0.972104294554456,0.5629214089880847,0.5305533164624481,0.06884576127923477,0.6879862334934352,0.014379291182149876
321,0.972104294554456,0.5703224182029177,0.6876935132195962,-0.054888549819907755,0.3256319993037795,0.04341180126568547
322,0.972104294554456,0.5324309487864841,0.6876935132195962,-0.0689599825593506,-0.24945207823603874,0.05673783132598166
323,0.972104294554456,0.5415677869831687,0.15287743700859405,-0.18739816535944226,-0.42873912469756803,0.03779307977125155
324,0.972104294554456,0.5468683400106864,-0.053858976912488345,-0.3073731818618096,0.568186787116425,0.03096509244125865
325,0.7494567761482953,0.6842846341385107,0.49671205601607804,-0.32555702146871535,0.5618904884707568,0.3093642724906385
326,0.6020953277114452,0.6823913611422604,0.9425431466744647,-0.330585674946392,0.4057856442429558,0.42934505437606296
327,0.6314132109630308,0.692369539657588,0.21530141428635732,-0.16995577306929055,0.46399055313189513,0.48860870085284813
328,0.6186792663081639,0.6916553508309125,0.27897770063088784,-0.18351727029184092,0.267918918763369,0.5013236167882373
329,0.5519148056216224,0.6127126513076248,0.5019190544278694,-0.2109921071370039,0.2029444998840878,0.40471760992643624
330,0.71824232537104,0.7692456399688135,0.7659355541470262,0.7132089142616037,0.5631181886054182,0.3317759270297696
331,0.9393087390491732,0.7928581724316025,0.7659355541470262,0.7355379323511239,0.5631181886054182,0.28816730961564896
332,0.7048342310915763,0.7825053428479685,0.5948715190734428,0.7262177599502956,0.9327275398139525,0.2909521683787498
333,0.6994111384119922,0.7891939010368249,0.4682000576932909,0.7231888811636519,0.6897070958226124,0.4213242638258754
334,0.756303273563615,0.7887344855263524,0.6682209233164016,0.7103986322204093,0.4855833854217776,0.402542287716262
335,0.7489285781007079,0.7916623765096045,0.3653622194140966,0.6959976656115971,0.3193319572753616,0.40488313103189644
336,0.1723705469842808,0.801389514521975,0.37973969203017405,0.7051879544112859,0.10284754605192795,0.43322410288163
337,0.1878545672938756,0.7225314702093788,0.42099463811162874,0.6740586270585726,-0.22415671097230688,0.40996374450414597
338,0.30335009310751376,0.73354629101132,0.5432155860982393,0.6857182902495874,-0.24555469375442732,0.2721629402201267
339,0.45497107524292085,0.6941219687586928,0.14498618669186783,0.6417804799472134,0.16425365147773477,0.33440075233442573
340,0.9065523439833517,0.6883876756537178,-0.07911162215639672,0.5825977752223422,0.025342446347694187,0.39127162571719365
341,0.9065523439833517,0.6858127182317441,0.7964743560244396,0.5736474740787932,-0.4947358867150432,0.2414297860714076
342,0.9065523439833517,0.6698487011310976,0.7964743560244396,0.578118544907193,-0.8835625502221225,0.2703585641110414
343,0.9494041414070424,0.6725587425466523,0.5841475953098821,0.589258014391138,0.15126138853069393,0.24646566980233822
344,0.5485614507745668,0.6777609559679427,0.15680453071179173,0.5742089259186915,0.40944378638187934,0.2936231663204383
345,0.32329547379159296,0.7128855128618545,0.1584308131686055,0.5639954041900711,0.6252742155923403,0.2966421452553639
346,-0.15513664853942916,0.6357401423098925,0.7053036318254681,0.5865268094711517,0.3916244175794661,0.30412090581440093
347,-0.30549351878675673,0.606219831991497,0.35663363278276233,0.5890607726998001,0.5284308358924802,0.2280917629966765
348,0.49375718894641535,0.6083863457882626,-0.003916505726143671,0.5703895148443691,0.4713225996016082,0.19040035827283153
349,0.6895701196821024,0.5872745781624098,0.5107223200805648,0.5928290243752822,0.2885255051295972,0.1224521648279934
