,M1CXIAMA/MXBR inst_corr,M1CXIAMA/MXBR hist_corr
161,0.5588474111963389,0.07223723090496928
162,0.07691589269748597,0.07126114818580184
163,0.19791491606033113,0.07265440824396387
164,0.06636514771378386,0.07141358378926622
165,-0.055549398494371,0.10760918205356369
166,0.26192558234845476,0.07559060927265436
167,0.5238003272203796,0.07887323174508655
168,0.5109543617027782,0.07207370796344377
169,0.30113327731610035,0.106410125214119
170,0.027331306874066905,0.08975723830426724
171,-0.2941401057636869,0.08141955787284275
172,-0.3690781344387544,0.05490432305618312
173,0.1403007363842981,0.15258563940948586
174,0.06848733730790757,0.026068774931518875
175,-0.30952887904961934,0.24070600483210755
176,-0.2018824387988602,0.3215175641843749
177,0.1103452091532793,0.31289051995700506
178,0.5662244398515477,0.249191767079242
179,-0.10855455011735851,0.27923766527521676
180,-0.2039346512944502,0.2621619643527967
181,-0.12267040732888751,0.258036715450524
182,-0.4054787654015831,0.0754279370051816
183,-0.25882648358986193,0.061036536481598284
184,0.08206933098891575,0.057463803459766934
185,0.20721082173690086,0.04587679442584843
186,0.2863867059536825,0.10315994583990955
187,-0.30296282160744886,0.07692753157020431
188,-0.7346531341685898,-0.08849769183476336
189,-0.4333369576539894,-0.11971003283193188
190,-0.5630682034057045,-0.15169989860238148
191,-0.5630682034057045,-0.19451908322894265
192,-0.5630682034057045,-0.20248725493433972
193,-0.5471930570253171,-0.18717726304855542
194,0.03462340039668626,-0.1640015715406746
195,0.03379894091012841,-0.18540092155748164
196,-0.41776083382674273,-0.21203775540977082
197,-0.26874899544862213,-0.22095725756626922
198,0.0031402524804848226,-0.2231918977352236
199,-0.023638631149540037,-0.22189748915701415
200,-0.881025076870114,-0.222536564349237
201,-0.5962891615375431,-0.27567934588472
202,-0.32470793610776044,-0.29970699043646015
203,0.06447909460373971,-0.2781443072923539
204,0.2007249731654672,-0.1710084778722986
205,0.06153578017239763,-0.1788663861574303
206,-0.23081884991817117,-0.17723120325711852
207,-0.5441094905833811,-0.18007749294799585
208,-0.38681985710891975,-0.39002118228901383
209,0.20292948737468516,-0.3355510250020264
210,0.3653502665826266,-0.1496996029561886
211,0.4052666457192438,-0.05446821386504709
212,0.5558897852794652,0.15701224394261412
213,-0.3756253415999767,0.17326742393001185
214,-0.3600605673650557,0.13461296618744434
215,-0.4888816522686632,0.04641871261582801
216,-0.7955990387966854,-0.04128224768102708
217,-0.3997053091591127,-0.041290687834197
218,0.19932644758066223,-0.06895038859671085
219,0.42242548587304185,0.01955369199492817
220,0.5425041099928045,0.10464481852181884
221,0.5887342274217484,0.15516796521581105
222,0.21340676123343533,0.16641211027415578
223,0.427161952655669,0.23348222863321474
224,0.6009960568587581,0.2651577975424594
225,0.359285233151415,0.39303021622758705
226,-0.3212236155772294,0.37197682016434985
227,-0.8115225467072827,0.3701771783743733
228,-0.5379944134090464,0.15779748052490827
229,-0.18258868011840249,0.19294998854496365
230,0.17767745260465773,0.21875546089609293
231,0.47240880331324697,0.23601791193809404
232,0.5962077217082205,0.373831588602813
233,0.8181820059052486,0.32227254051867776
234,0.6468287709660236,0.29994479186120476
235,0.22267380637258083,0.3258144703343155
236,0.42764083705490047,0.36318454847498616
237,0.5649623365125002,0.48534015357719795
238,0.333990756379996,0.5787061456921538
239,-0.1378829769634841,0.4890425844587585
240,-0.5055580441270412,0.3721628146509857
241,-0.8009366888184904,0.2950008306794954
242,-0.27126083560755054,0.18909192129918326
243,-0.1583697922734811,0.19518153772936636
244,0.023326360516620848,0.19746521904723874
245,-0.2717203195979942,0.18728945730348623
246,-0.4763206973861952,0.038644090662110844
247,-0.33664506790059356,0.016024389246922795
248,0.29635673657440254,0.07180142130136066
249,-0.07615469895752056,0.11809576036740543
250,-0.6018231634468052,0.09367474639663184
251,-0.9965583952926468,0.017345323616211623
252,-0.9965583952926468,0.011717046470598553
253,-0.31239926937135015,-0.027004584033324543
254,-0.06608773668044217,-0.24886936540491328
255,-0.071326813047943,-0.2245848420454103
256,-0.19512241937252217,-0.24712806196992324
257,0.3717729937385183,-0.23965438838532718
258,0.36475221369802513,-0.2075285780461959
259,-0.16536280351274707,-0.2705622510619904
260,-0.39653059635269905,-0.4261805349863817
261,-0.32768014616803953,-0.3826995793943759
262,-0.30514186917505726,-0.3519668355960128
263,-0.026360826444398716,-0.33511137670532415
264,0.5717015219155226,-0.2877643028554146
265,0.5317997871450066,-0.21604454002653084
266,0.29916213032149036,-0.21985620602493516
267,-0.33999590109999833,-0.25297539349380677
268,-0.5492769921091313,-0.1815388859088015
269,-0.6693466577056604,-0.2010460204617811
270,0.23677399835822618,-0.25444640970255833
271,0.5257749493187405,-0.13396542361027758
272,0.6202024206602196,0.21920106623616767
273,0.3910861346691508,0.33768212947402065
274,-0.079420295028751,0.24944845264807688
275,-0.16646505059994732,0.2535263858967135
276,0.40382522268600823,0.2896158889068814
277,0.42402345932202445,0.2840378897902632
278,0.11202918169768382,0.2966815334779328
279,0.021731568649262133,0.2746141211247503
280,0.3222410468515795,0.26258097085167603
281,0.3613264479093242,0.30413468891226364
282,0.341988593637426,0.30727578396172595
283,0.31537552803819385,0.3284658501367162
284,0.007065462196215035,0.3202857371676251
285,0.14897945170398547,0.2899069861429361
286,0.37063263977023797,0.3327766291637496
287,0.5864150911852201,0.2993135504466461
288,-0.37540923640889057,0.30159456500097587
289,-0.5516314874237096,0.08100529578360775
290,-0.46688140569211894,0.17971559593085443
291,0.01238161034439897,0.19991415822585085
292,0.21807940260910313,0.20289609125136593
293,0.40026126579308324,0.17319573552752018
294,0.3306173937071572,0.15295828630297098
295,0.5496621425493885,0.04504898395423729
296,0.2769350300898858,0.22665253952014386
297,0.1174072424317214,0.23547689076759337
298,-0.12305084896504045,0.15976219942990172
299,-0.275026894128636,0.18182659410006044
300,-0.5905308502637453,0.1269538089412915
301,-0.7855229074178958,0.10974248442601445
302,-0.13150086826479365,0.12565851708714937
303,-0.5137270356273126,0.10812302627702981
304,-0.6806174255390326,0.030057499237287327
305,-0.3992273569856009,-0.13788443734344527
306,-0.4089589803542199,-0.18449935825944436
307,-0.6352287269199379,-0.1740094224783357
308,-0.3728943806815307,-0.28825385895217326
309,0.0050942293447086015,-0.2497516204363949
310,0.5784454748627146,-0.21818564960030495
311,0.479712247719481,-0.06829680013829002
312,-0.16511597253010515,-0.04837157803415515
313,-0.3647075243025553,-0.0829576321196525
314,-0.5074896677071062,-0.08465763270413618
315,0.1668169741892622,-0.16409357496920177
316,0.4630478474142998,-0.11950880524375213
317,0.28003426528020053,-0.11854075052345217
318,-0.3901270802015094,-0.16299273180035326
319,-0.49712942817492606,-0.18849190539916078
320,-0.36483924021053943,-0.16411373764165088
321,-0.17679532756050884,-0.18185063815554217
322,-0.587708660246037,-0.10875307248568439
323,-0.35243784389751875,-0.23147792423159047
324,0.03431955223413315,-0.10729956712872428
325,0.0011271144306812877,-0.16248655249578323
326,-0.7733129658706569,-0.187957745736834
327,-0.35563101996796215,-0.3666202826993338
328,-0.21094506515846473,-0.2810026727309293
329,-0.10360465855913005,-0.29840787361913756
330,0.14861436546139975,-0.05573623651499618
331,0.2722474639532581,-0.0769166879933315
332,0.11451402935345749,-0.13767067543812325
333,0.015098403799648363,-0.09250178520599021
334,0.12744751195834134,-0.1306955342749005
335,0.28141273009061124,-0.10829303369861551
336,-0.31182657663664226,-0.1023447346967146
337,-0.1414393045735544,-0.11964989271409616
338,0.10005158297183124,-0.10140599311952299
339,-0.212504540137191,-0.10161187063401807
340,-0.3040284104237744,-0.10626097421102337
341,-0.41647300530951825,-0.11058528290916785
342,-0.32519381215887855,-0.17446766125587942
343,0.2166387862120798,-0.12128783297048784
344,0.3188201326635323,-0.12379864569841834
345,-0.00483587862826916,-0.0812071570036123
346,-0.14915816472046528,-0.1456325328224172
347,-0.6120104367978874,-0.12807940996621822
348,-0.6221785037857557,-0.17295969904450592
349,-0.3534523424106098,-0.08293095185906817
350,-0.4508353894459244,-0.10334898259903405
351,-0.38061887965392877,-0.07657123492329555
352,0.27829357539605637,-0.19165106142484922
353,0.18495761512711284,-0.08430671362262813
354,-0.09501275073663544,-0.11040422240247229
355,-0.1990833163678964,-0.1778303664612073
356,-0.1124070553265942,-0.19202869786248392
357,0.004002862394277694,-0.186821141713277
358,-0.12853453057180092,-0.17546959267519094
359,-0.04515240579523921,-0.14352347920668015
360,-0.07041209646078647,-0.18625401540860373
361,0.036135277233259155,-0.2198862196645584
362,0.6264090179374401,-0.035529103749827026
363,0.6757334311398014,0.021051583984000876
364,0.09243908681310024,0.08432723806619259
