,M1CXIAMA/MXBR inst_corr,M1CXIAMA/MXBR hist_corr
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,0.10977015243353151,
107,0.06937831176530201,
108,-0.12931728257454853,
109,-0.657122702738676,
110,-0.6094721815464129,
111,-0.2921156374131021,
112,-0.06890151350322149,
113,-0.32918915273681804,
114,-0.04291818468754243,
115,0.6484146911105502,
116,0.9308990044035621,
117,0.32866406523375713,
118,-0.2390217362134316,
119,-0.39218858590953304,
120,0.053381312847741,
121,-0.1172004591652119,
122,-0.484415118522418,
123,-0.09113051116485482,
124,0.14234171813012192,
125,0.20640344484164372,
126,0.3238207387484898,
127,-0.03059195760575945,-0.02997957014061803
128,-0.21793089256218756,-0.1027538804913707
129,-0.13898956441501747,-0.11787223824954661
130,0.10041818915727868,-0.11869746045578675
131,0.14695168035892756,-0.07243664909669811
132,0.21945480259536973,0.07462646864360743
133,-0.058130637358906764,0.04368835863256051
134,-0.1385838320983919,0.15900134303171126
135,-0.3467224767462501,0.019828406112104072
136,-0.33960797509082385,0.032321301644282464
137,0.4080746643135124,-0.06544916374120083
138,0.07761480117210004,0.056661173370258354
139,-0.37651232785028954,-0.14096791912689183
140,-0.6680609122158238,-0.01874737980968886
141,-0.3884370643990881,-0.02123354047869519
142,-0.5464086681321434,-0.04195970186139486
143,-0.15575471233975768,-0.20856515714053706
144,0.22689647449816017,0.007718538408611889
145,0.45862571113772704,0.006849896921060988
146,0.16034033744999548,0.0020278443681060127
147,0.1474178209700244,-0.04713362446264351
148,0.2110078009669564,0.04750331898640124
149,-0.00556682804352927,0.0469127964956132
150,0.024573805203400065,0.06274867493204012
151,0.1107218701589526,-0.08956181847722647
152,0.0019645169959136254,0.15693985747648334
153,-0.3975321692465929,-0.03624663784512227
154,-0.5621264958716269,-0.09149433812336415
155,-0.029133421672744523,-0.07843576143399239
156,0.4591355143596752,-0.05167751242542705
157,0.4591355143596752,-0.03809477948430462
158,0.5167772656929472,-0.041087730270296045
159,0.19503917312708638,0.004359725819199109
160,0.22779026349415427,0.048286409418338755
