,TWSE/HSI inst_corr,TWSE/HSI hist_corr,HSI/UKX inst_corr,HSI/UKX hist_corr,TWSE/UKX inst_corr,TWSE/UKX hist_corr
216,0.18073131363480485,0.6291682573176866,0.18665194549179165,0.3484853921386062,0.5003567860622701,0.25103918809647047
217,0.729617240505009,0.6199379806164085,0.41212644585986763,0.4080278934429903,0.898242192327438,0.23708378635565128
218,0.729617240505009,0.6302981839291214,0.9816922071825733,0.4046326352576254,0.6918277689931145,0.2833412284074672
219,0.729617240505009,0.650286071437603,0.843055620363694,0.4211847863627691,0.593310085549235,0.29150213594736224
220,0.729617240505009,0.6985289284037994,0.5307427805358398,0.37447346629826145,0.9008436861009012,0.22287351557936805
221,0.729617240505009,0.6387468599598481,0.5212215120973981,0.3424305803727266,0.9008436861009012,0.2967061587420936
222,0.729617240505009,0.6585806419190321,0.4474163955079714,0.3498708804464184,0.7449461774519353,0.1902000211184511
223,0.729617240505009,0.6133522857404894,0.9068280817831514,0.32330858301277277,0.2010536907131326,0.15222114308623852
224,0.729617240505009,0.5680855277492205,0.6187984665609089,0.46146809750924145,0.30497956630724016,0.15790670337139762
225,0.729617240505009,0.5997805743644916,-0.014777540138406499,0.40061262798237063,0.7060112899219392,0.1541010888461423
226,0.729617240505009,0.6046511720276777,0.07989836807726927,0.3723142157411305,0.7060112899219392,0.05242321493406438
227,0.729617240505009,0.6237475420436751,0.42297966250490554,0.36773208456793127,0.7060112899219392,-0.008749802919631008
228,0.729617240505009,0.646393927845081,0.6873584171546486,0.3277347656634597,0.7060112899219392,0.017307477246080723
229,0.729617240505009,0.6635869999757108,0.6873584171546486,0.3452091183526434,0.9694750496012626,0.010326620672999538
230,0.729617240505009,0.6765793195883909,0.7878151194752354,0.23037177971024397,0.411114405586468,-0.007801652133114482
231,0.729617240505009,0.6738599420985356,0.7878151194752354,0.2530714489754166,0.775642861561644,-0.016251228069412944
232,0.729617240505009,0.714856974570656,0.7388875901314876,0.25086499448295513,0.775642861561644,0.07296592631716485
233,0.729617240505009,0.7008732120353612,0.43916960902615837,0.22864663519154088,0.775642861561644,0.05297246468184494
234,0.729617240505009,0.6897945553475987,0.8429034207830068,0.07056659466756354,0.9695654377768117,0.1310662119861187
235,0.729617240505009,0.6743403099315456,0.8429034207830068,0.09718044365501632,0.3796783067698402,0.1338872025341673
236,0.729617240505009,0.6731766791932186,0.8796825941684491,0.22869692285801754,0.8142025500109279,0.1574658590576807
237,0.729617240505009,0.6646787241963443,0.3332666529235519,0.20073047743667322,-0.060329551604932086,0.16676379415672482
238,0.729617240505009,0.8588777155511272,0.49233848918837714,0.2286913356660778,-0.2997672408462154,0.05111862846972353
239,0.9641740233600306,0.860143259465973,0.2507127608781981,0.24821655786144173,0.3649272267628558,0.07266339130822434
240,0.9641740233600306,0.8595422807552126,-0.13219293838059606,0.1724693776107747,0.3649272267628558,0.04199367497044163
241,0.9641740233600306,0.8485980345268349,0.014880715976026828,0.09433494145767764,0.3649272267628558,0.08902459798856754
242,0.835733569286387,0.826662048516565,0.7542775505902928,0.12722317463259591,0.3649272267628558,0.1263661604833402
243,0.835733569286387,0.8515831857224001,0.9187127756860979,0.11412847768616971,0.3649272267628558,0.07093755906346708
244,0.835733569286387,0.8260401100279473,0.7886090487224549,0.10619741842306252,0.3649272267628558,0.08142160028077533
245,0.835733569286387,0.8539133455710527,0.7886090487224549,0.12176715402372475,0.3649272267628558,0.13808831140378955
246,0.835733569286387,0.8599091672290117,0.7886090487224549,0.04864928175157257,0.9816491862435557,0.1377864539115363
247,0.835733569286387,0.8723182340959492,0.8409458342667109,0.18329331665493065,0.9816491862435557,0.13039353707335194
248,0.835733569286387,0.868660859208907,0.8943950740420411,0.20910740899591834,0.4036429765407508,0.10770392521794717
249,0.835733569286387,0.8653682068915134,0.8943950740420411,0.19083574811538936,-0.3500015805413683,-0.01161512783510278
250,0.8376943585084733,0.8187948456021424,0.37510863583976944,0.15829876683147767,-0.29480022694100677,-0.0908765033766169
251,0.9656275130952205,0.7920398292926238,0.23973498390127296,0.07652891211645933,0.2382684271545308,-0.038898394070116846
252,0.6369525768173562,0.7543163073777518,0.21821686752178446,0.12063244667488131,0.7506537574246827,0.004633818390549536
253,0.6369525768173562,0.8093631960688193,0.3559557456599016,0.17218718701071453,0.2959116551973503,-0.0008668422107900809
254,0.6369525768173562,0.8050376616704686,0.7737723999403042,0.18932211879763094,0.3431279678936104,-0.16414479194785256
255,0.6369525768173562,0.7883302487622359,0.7897735492732709,0.2535885210373996,0.7483458570841566,0.004068956006285146
256,0.9711101056540207,0.7717663813473354,0.6628538670469258,0.26185894429017914,0.7216994733658373,-0.035254030422942936
257,0.9711101056540207,0.7732925264396096,0.7995978320616061,0.2856897990282167,0.39930904354981056,-0.029439950604354802
258,0.9711101056540207,0.766328606192052,0.33800395159083885,0.24750112379743638,0.36690557699475995,-0.0314895267387419
259,0.9711101056540207,0.757769551032214,-0.4130943277067146,0.17278653233140845,0.791564369741001,0.02628652260543949
260,0.9766899242833873,0.7247085183705055,-0.11756381347463704,0.17259159995318252,0.654074245914603,0.1258904881728057
261,0.9766899242833873,0.7642208444686835,-0.11756381347463704,0.1920925640395726,0.5202460747660209,0.10481899738845667
262,0.9766899242833873,0.7648874473064168,0.949679012272451,0.2640480988167874,0.48758403215931584,0.0875511132173249
263,0.9766899242833873,0.7528463804005127,0.949679012272451,0.28771478875089784,0.444496780644376,0.0010363545495161168
264,0.9766899242833873,0.7269187480304595,0.949679012272451,0.2834958096846215,0.931460310424147,0.009513444816381608
265,0.9766899242833873,0.6729206632701368,0.949679012272451,0.2568571076388588,0.931460310424147,0.06097384758223004
266,0.9766899242833873,0.7098217635934786,0.949679012272451,0.34051280584449095,0.931460310424147,0.06755537866145561
267,0.9766899242833873,0.7005518873800373,0.949679012272451,0.3323716112868534,0.931460310424147,0.09841131159416931
268,0.9766899242833873,0.6962189684974961,0.949679012272451,0.3767250195537182,0.9755173834912368,0.12971172658076474
269,0.9766899242833873,0.6981609119866403,0.949679012272451,0.3989504516371749,0.9324404964904094,0.13848586328105383
270,0.9766899242833873,0.6946263205704283,0.949679012272451,0.3851073701527764,0.9324404964904094,0.14923295155459282
271,0.9766899242833873,0.6845517028388503,0.36334998682205977,0.37502061104552076,0.9324404964904094,0.22697972475580358
272,0.9766899242833873,0.7125879254435087,0.1572528202561217,0.3590038477344039,0.9324404964904094,0.3619891411038495
273,0.9766899242833873,0.7137234878364414,0.49915122566380005,0.39065753163281663,0.9324404964904094,0.3537637209098294
274,0.9766899242833873,0.731287636530577,0.671127369927763,0.4193618380152298,0.9324404964904094,0.3307010287745633
275,0.9766899242833873,0.6781670389003324,0.671127369927763,0.4067575046575942,0.9324404964904094,0.3449507138901227
276,0.9766899242833873,0.6839158217777923,0.671127369927763,0.39301273313790447,0.9324404964904094,0.4463815511517781
277,0.9766899242833873,0.7123382869513167,0.8511140921898952,0.3792665552587151,0.9324404964904094,0.3409162885173311
278,0.9766899242833873,0.6859521874569408,0.4058180223371102,0.3346858032225027,0.9324404964904094,0.36049927701880746
279,0.9766899242833873,0.638732350220644,0.5613298566670414,0.20950104161799757,0.9324404964904094,0.46666923576110714
280,0.9766899242833873,0.6351372311948563,0.5613298566670414,0.2181168526925384,0.9324404964904094,0.46319168171216674
281,0.9766899242833873,0.6371274841984189,0.5613298566670414,0.4573922981809488,0.9324404964904094,0.4870143476156513
282,0.9766899242833873,0.6638795043643498,0.9355064567490334,0.4212494210353408,0.45556909994290895,0.34243614355977864
283,0.7674573727853128,0.5484114955054532,0.6525316872230377,0.4673737830406391,0.7516125390454177,0.5172081310071199
284,0.7674573727853128,0.6176573694258343,0.7377769058595088,0.5244608863045733,0.7516125390454177,0.5473536853940677
285,0.7674573727853128,0.616808914703228,0.7903490461826,0.48568994696603396,0.7516125390454177,0.6411807444579641
286,0.9970991189861252,0.643174736280324,0.6156415333841508,0.48827813823748006,0.6456864487588284,0.5837637255605789
287,0.607972346859574,0.5340813763240231,0.8139002700594081,0.5193033121614531,0.6456864487588284,0.5703308278751903
288,0.607972346859574,0.49254059649595233,0.8436110136955627,0.4838486822645555,0.6456864487588284,0.5837568097581629
289,0.607972346859574,0.431075752805081,0.8436110136955627,0.4330884253440011,0.624628290912608,0.55211124341209
290,0.8961091217782662,0.39672053752617187,0.8452512473286261,0.3915570680366959,0.4040765385370347,0.48427615206580876
291,0.9215938447227231,0.4966000482161907,0.6666679594474134,0.3826676909673663,0.40487280246685614,0.4546751710070572
292,0.9235988107416859,0.4638391006682361,0.668745620265649,0.3909956609309575,0.861464514647561,0.5026109322828971
293,0.9235988107416859,0.5179078011532291,0.7512968559991383,0.4942273843037356,0.8703552726000916,0.48281686061679846
294,0.9235988107416859,0.5175884477368662,0.6394776215937139,0.48444709474966346,0.8703552726000916,0.4629592938778889
295,0.9235988107416859,0.5285659163354263,0.7755553025634888,0.49795653454854694,0.8410227624655912,0.46387471653849255
296,0.9235988107416859,0.5133394180599545,0.9135387779068812,0.5186366470780157,0.5272619017255269,0.4414263663839208
297,0.9235988107416859,0.5051136686907095,0.9723571081004578,0.509341149662781,0.5272619017255269,0.44877934051251234
298,0.9235988107416859,0.5052370247907815,0.9723571081004578,0.5151897880139339,0.5272619017255269,0.4210245954443508
299,0.9235988107416859,0.4656239069736622,0.9723571081004578,0.4786559038077052,0.8893793322244191,0.4033362435313293
300,0.9235988107416859,0.4978792271649744,0.8272256815162354,0.5403429759454409,0.7370445374911124,0.4327874557988615
301,0.9235988107416859,0.5579693912645685,0.8996808315908031,0.5504422460493645,0.5541560566977064,0.34502311301420024
302,0.9235988107416859,0.56168858878412,0.8996808315908031,0.5296617763091361,0.9417872075132853,0.3479668203602941
303,0.9235988107416859,0.5557459024389856,0.9840884666981405,0.5432331371627099,0.2662163750098364,0.3510095125831248
304,0.9235988107416859,0.559124663369735,0.5401030041515513,0.5973047574309706,-0.2786394786608887,0.3041940345232756
305,0.9235988107416859,0.5863042063913112,0.11766323243566132,0.5182582688405364,0.21635007989998586,0.19470092534605835
306,0.9235988107416859,0.5091379628414399,0.3485081207629191,0.4090146674604109,0.8914612961475812,0.14728579416911836
307,0.9235988107416859,0.5417193151017708,0.6250734724158745,0.5155630339816917,0.7554322992422169,0.17525063874883612
308,0.9235988107416859,0.5022725407214687,0.6798065026061537,0.527782671870719,0.7199269220098474,0.22484459322324762
309,0.8956877239065317,0.5795492120109499,0.8393542157219914,0.47309098234125785,0.7199269220098474,0.12115318294598212
310,0.8956877239065317,0.5532470024869346,0.778841152466084,0.4272550888762023,0.7199269220098474,0.12378815342574943
311,0.8956877239065317,0.6149471602106186,0.778841152466084,0.4439509734204925,0.7199269220098474,0.09284845082861162
312,0.8956877239065317,0.5991892784149155,0.2925786637788131,0.42215977569721147,0.7199269220098474,0.08536167690892893
313,0.8956877239065317,0.5759584187160555,-0.1699718120028699,0.3360490907253048,0.7199269220098474,0.15963453922432497
314,0.6640985525153623,0.5531369204099016,0.30431729620306236,0.35402180740330924,0.7199269220098474,0.018802581536193394
315,0.926334327993647,0.5343214730811536,0.30431729620306236,0.25743764397831576,0.7199269220098474,0.049061531372775406
316,0.926334327993647,0.5393032252498484,0.30431729620306236,0.33075690300371674,0.7199269220098474,0.10167565232184847
317,0.932699610788752,0.5006876582176398,0.30431729620306236,0.3577191754483829,0.7200025275601647,0.07824496471102414
318,0.932699610788752,0.5439327925800836,0.6801943844273647,0.32206595325291437,0.9265355689727015,0.276367570126041
319,0.932699610788752,0.5291966420204668,0.9031346482988459,0.42983362723322094,0.9265355689727015,0.27474290035797555
320,0.932699610788752,0.5828711815269657,0.9031346482988459,0.4401356067259737,0.9265355689727015,0.28137609382813633
321,0.932699610788752,0.603099936465366,0.9864568468133194,0.4645463138668307,0.9265355689727015,0.3116161749317029
322,0.932699610788752,0.5836225357591109,0.9864568468133194,0.4565883816463615,0.9265355689727015,0.2716172216872139
323,0.932699610788752,0.5390802546944242,0.9864568468133194,0.4170001108216192,0.9265355689727015,0.3566895639543527
324,0.932699610788752,0.5766491830338366,0.7624322268303545,0.45444976086726274,0.9265355689727015,0.36741529790669286
325,0.7933332158466948,0.5774470797469025,0.7479612512053944,0.43946048865215087,0.9223042085575677,0.34207754739205853
326,0.7277337570219288,0.6197155830044014,0.6338519812787575,0.47531766627388927,0.9052490607765764,0.5544549639458858
327,0.3886276907006639,0.5485630613243276,0.40598099443948327,0.48435939865695926,0.4874762946140987,0.6889318264538824
328,0.7430082246436516,0.5526689761343405,0.6065545756314731,0.5530552571524374,0.6108374687813831,0.7059789647917324
329,0.5298894093524367,0.5332787360073181,0.7027270858582476,0.5080329666922809,0.6617705330531964,0.7043915540841911
330,0.8572660655769349,0.70584783134317,0.4230582265800206,0.44723284689661313,0.7857283236654323,0.8649555861526278
331,0.8572660655769349,0.7468962058779866,0.7187316894814092,0.5889832971622198,0.7999967497444591,0.8172151400371006
332,0.8572660655769349,0.7547596605184901,0.773855045239128,0.573311737081425,0.29317407323196903,0.7801809659130371
333,0.8572660655769349,0.7500642101374787,0.04168258270991047,0.5307605501741111,0.5236847203252069,0.792860342838361
334,0.8572660655769349,0.7607599292403736,0.571821427304827,0.5417038903992878,0.5236847203252069,0.7984417448124725
335,0.9139262191318979,0.7583707353934145,0.571821427304827,0.6171127696987758,0.717521187084363,0.7965293541827508
336,0.8357883695486465,0.7868771840423919,0.789690445179499,0.6150777750127244,0.717521187084363,0.7925493758837543
337,0.8965159405510446,0.7786940649818309,0.5710436333637395,0.5907522716196509,0.7116735561751916,0.7903369793560324
338,0.7851688226596534,0.7876199410169694,0.7372017386129435,0.6273333084305253,0.8890497851349997,0.795556748711143
339,0.858792241129545,0.7925788990804683,0.8399922175566042,0.6122208090061296,0.46452293353093693,0.8019073115612243
340,0.858792241129545,0.7764480754537387,0.4013213362494743,0.5749361945217389,-0.22262711687963208,0.7039538939930772
341,0.858792241129545,0.7798460246643394,0.9127418684767951,0.5152094603352964,0.5013277857716322,0.686852656477161
342,0.858792241129545,0.7541106284624969,0.9127418684767951,0.523376771259378,0.5013277857716322,0.677337507471845
343,0.8887327062922004,0.7833433767445137,0.7416099142816932,0.4800904221355318,0.7514950278280884,0.6719013302079531
344,0.39949446849862924,0.7800860093239166,0.5552994808861208,0.5453792347807671,0.8359824925425118,0.719206860340152
345,0.39949446849862924,0.7260234081473576,-0.00262040202651216,0.5329983859908944,0.7807990433581606,0.7191397285206541
346,0.8974189215250884,0.7145859175231624,-0.21991419071939516,0.44862806984189446,0.7807990433581606,0.713268410267826
347,0.6045650292547784,0.7076525310569304,-0.09995926951555527,0.41810475708384814,0.8776691901455057,0.7234291894708862
348,0.6045650292547784,0.7000624886585998,-0.06795851537364704,0.36462992532291594,0.8776691901455057,0.7174241135989341
349,0.6045650292547784,0.7104609022300692,0.2621753826291885,0.364960770460464,0.8776691901455057,0.709686902345148
350,0.6045650292547784,0.7117745276586072,0.8615330716435667,0.3389291780356995,0.8776691901455057,0.7234399326045443
351,0.6045650292547784,0.7128304518449202,0.6790233683211531,0.3549761285977043,0.8776691901455057,0.7259661661012472
352,0.6045650292547784,0.654458758023583,0.4960497902653354,0.3699739824077538,0.7566144631496436,0.37788776808265934
353,0.6045650292547784,0.6137944314606704,0.4960497902653354,0.18818828736385138,0.7566144631496436,0.4515064878104681
354,0.6045650292547784,0.5964891015303375,0.4960497902653354,0.21828972303523436,0.7566144631496436,0.5078394748946453
355,0.6045650292547784,0.6053500204855421,0.9181090863267981,0.25090625329475724,0.7566144631496436,0.4954186977208977
356,0.6045650292547784,0.6075513933148916,0.7333760638150485,0.25029940034826015,0.7566144631496436,0.49732003354942045
357,0.6045650292547784,0.6252165695282081,0.6666184532244949,0.24441985832818433,0.7566144631496436,0.48986762290927416
358,0.6045650292547784,0.6180222523070359,0.7937930664066637,0.2891274372765405,0.9987627222002221,0.5189644113092895
359,0.6045650292547784,0.5362977073150247,0.6649277661214079,0.307276755859033,0.740222589631972,0.481485815722263
360,0.6045650292547784,0.5389389471490453,0.5706441469137259,0.16028208338312375,0.740222589631972,0.38165764833770405
361,0.6045650292547784,0.5674168449170766,0.5706441469137259,0.1649151161487058,0.740222589631972,0.38387480513863775
362,0.6045650292547784,0.5569716064911651,0.5706441469137259,0.25844901153955485,0.740222589631972,0.6246235478326518
