,NKY/JPEIGLBL inst_corr,NKY/JPEIGLBL hist_corr,KOSPI/LEGATRUU inst_corr,KOSPI/LEGATRUU hist_corr
258,0.8918630593849133,0.03808835835572392,0.45434269117262827,0.0633604318661442
259,0.325047588176881,0.08251322051542063,0.4856272594097129,0.028544019236171198
260,-0.06037742010761101,0.02667166209596221,0.20121597683593373,0.03966214526341651
261,0.3684716491817874,0.14570879598644568,0.44082802664463633,0.06965533345866609
262,0.9503825125313322,0.2570438809284667,0.5579385404034208,0.15058851179717408
263,0.9600513792040954,0.25537196388449723,0.829617474348324,0.2931151838770489
264,0.9600513792040954,0.26271809659152806,0.829617474348324,0.30365065550438336
265,0.3989646349244084,0.25512927179784156,0.03580893567646527,0.2485105460593275
266,0.6009377053751154,0.31195717519955324,0.01231509315374629,0.4081669811142091
267,0.4045326410523281,0.2906522152342292,0.09828455194802495,0.4563871911880741
268,0.03071247647898228,0.1387246160311577,-0.16643400294357247,0.44963011966624294
269,0.360872872320555,0.23755024045056902,-0.3227525554443589,0.3675021524765682
270,0.563721100128081,0.33545012732644236,-0.4573954676991264,0.35784995277086773
271,0.7255821479052731,0.342541860329173,-0.04152825585050056,0.3045143539102506
272,0.7255821479052731,0.3634196184754795,0.5164219558120295,0.32248519177909263
273,0.7537132216485157,0.41030370847905606,0.4560063004707502,0.2819628987286509
274,0.7655192203543005,0.49788696301560365,0.35008064184495175,0.2656486428755957
275,0.7420381995566767,0.48036092342809966,0.47094683026429474,0.26216661582907674
276,0.7420381995566767,0.4999042817214773,0.6047998515624712,0.29845540961898975
277,0.7420381995566767,0.5175828059016111,0.6649310549088285,0.3751160962663636
278,0.7420381995566767,0.5052295379358662,0.9923866686784482,0.46502228899142095
279,0.895983732351103,0.46507855374594514,0.9923866686784482,0.47431011218044655
280,0.8967075407452436,0.39609229295140563,-0.3173876013632553,0.46987198062947194
281,0.7463802382124319,0.3910517405798284,-0.6995972677856762,0.40428146705183143
282,0.4291196090484224,0.46198107993521786,-0.2623289412565218,0.39757912967331355
283,0.4291196090484224,0.424602080964049,0.23348448710200398,0.3787676706553432
284,0.4291196090484224,0.4618531678365402,-0.17942634371556423,0.34180319066581033
285,0.18252973245645135,0.45495331252821974,-0.2699690486052248,0.08897919392390119
286,-0.1854761087716097,0.3423932267007169,0.3274558049431264,0.14082468970723758
287,0.25792490063004114,0.36808453097144506,0.3274558049431264,0.20398169927648668
288,0.7509941987870405,0.3339602444185245,0.7914528903949096,0.2558107131996135
289,0.5619615109109124,0.37361641658166517,0.3854304050670206,0.20171442186239283
290,0.4678437521714681,0.5169710075263823,0.3620852283130668,0.21002485533000437
291,0.8637792927438229,0.4750487787003701,0.7080464223961539,0.25459180065452675
292,0.7831194426730811,0.41785246977875845,0.5258270243355503,0.32220459621215913
293,0.5868684918107518,0.5422542132220609,0.5883727442367853,0.4195732560779969
294,0.9008232909062034,0.6725964813693432,0.19158544146902418,0.3500127492905502
295,0.9008232909062034,0.739013256295871,-0.0798845769012748,0.28634278367468274
296,0.5670751673169055,0.6918325718121973,0.6304300802757086,0.30512224595659143
297,0.5500807133972736,0.694369499175984,0.33548267611220794,0.2891034953756914
298,0.560817405594428,0.692510525651574,0.4670455847346826,0.350499421577884
299,0.560817405594428,0.6872149067140064,0.22323432232257115,0.33880295670187976
300,0.560817405594428,0.6909075451282113,-0.24911211699206698,0.21479965994320538
301,0.8851772079205114,0.7152127870701904,0.3369640870008655,0.2121883601010287
302,0.47583187372463437,0.7208366798205758,0.3369640870008655,0.22273340637715572
303,0.272405845546853,0.6847339829753473,0.49780739797269274,0.282880264065392
304,0.8655118825847332,0.7177875848327591,-0.03563454978462274,0.25967690540763017
305,0.8655118825847332,0.7160956775560172,0.03743569450928437,0.2582357663490952
306,0.8918546977569529,0.7019526952461103,0.9457599820600371,0.262678486281187
307,0.9058251456819536,0.6975316991093776,0.2186650827085623,0.41352018151970166
308,0.7697758571983616,0.7637350444770481,-0.5839685357271588,0.24182506134838633
309,0.6089406309276577,0.7898911245643445,-0.7008793012343507,0.10847970620684268
310,0.4105403324441793,0.7747416224754136,-0.1668072712641335,0.08024594929485036
311,0.10397221211031726,0.7031152924210017,0.37260171862141234,0.10761842822955565
312,0.19207105131589744,0.7077449556405904,0.7310048523919535,0.11813154250709869
313,0.3545211497420434,0.6928731656012217,0.48206145734033146,0.13140251956042986
314,-0.029713146088196703,0.6298471749568123,0.24982388830706528,0.08311235163675673
315,0.23959680386940763,0.5338196532365512,-0.3705022742475177,-0.03412229828968217
316,0.5791213230416916,0.382305490025622,-0.6943802993447447,-0.10686739676520927
317,0.306150565283693,0.2174383456128158,-0.6498560844466659,-0.09929880517077305
318,-0.10279928278950347,0.10363473105019724,-0.3077658490612378,-0.116533931641765
319,-0.0829777450668866,0.14789681393158793,0.2799617748808274,-0.09635531220638541
320,0.17422695949158776,0.11241534146681752,0.6530440644082566,-0.11529068485669698
321,0.7843145375636545,0.1406257488165766,0.5097827882387341,-0.10734411677741565
322,0.7843145375636545,0.14706022033178928,0.06622638368368491,-0.15636954786804205
323,0.24832219373837994,0.1289214352090131,0.10442118753704863,-0.13493298903840664
324,-0.30244322942964486,-0.009532976440475977,-0.026104101982775955,-0.11828527115841186
325,0.1085844620770312,0.0015925141021869667,0.26380200485542254,-0.1469913314488136
326,0.1085844620770312,-0.012069832256445565,0.5944123107025341,0.1567786991051
327,0.1085844620770312,-0.009170861019001896,0.32708329296628347,0.1640367174955611
328,0.1085844620770312,0.01153275384572135,0.32708329296628347,0.1288488195324047
329,0.6178690074794058,0.1099592711684348,-0.5892604538140291,0.03995388852676908
330,0.13761149046805438,0.1418076737425451,-0.7431671475488008,-0.22709016490863584
331,0.2583579842764478,0.05692500379528604,-0.8273238365503932,-0.17777413616733578
332,-0.08337775656726126,0.06355560764785126,-0.4398997891660859,-0.1981956099084886
333,0.16717425452250964,0.08692032779241306,-0.6169570560859257,-0.19963271906838367
334,0.40775838582800855,0.08784024585558764,-0.15843140729753724,-0.22927215679210608
335,0.16500738109175211,0.0875334046949172,0.36154830269735033,-0.2073718967429836
336,0.4151154773961988,0.14651267924984862,0.2022610107045484,-0.231470543031646
337,0.4151154773961988,0.16280249339795144,-0.789525552689681,-0.24501241613333685
338,0.8508490002854996,0.13703856045569987,-0.7709360934176039,-0.28907662697603576
339,0.7594046067881914,0.11397993617588748,-0.34282379842254646,-0.286901723031829
340,0.21584060731514434,0.17641230854084955,-0.08826009890436885,-0.2738757988194501
341,0.3373975601873112,0.1653204912649197,-0.47804537923240487,-0.3134865360310814
342,0.22358360986137354,0.15137213592105087,-0.5817705125789814,-0.3780441761809577
343,0.019234347924338126,0.06732371977551314,-0.36689409433638687,-0.43410303169031705
344,-0.10105520702122582,0.06514938232190967,-0.08945982401213218,-0.4182382841457643
345,0.0065423139957364014,0.015351800174008034,-0.4326804480204879,-0.37470873306298463
346,0.16777902125744193,0.03349276614207316,-0.8089677381265982,-0.41349015105727177
347,-0.21165212730536803,0.008478681496367503,-0.9461465337578805,-0.4138784253138043
348,-0.14718410767034382,-0.007162472224423458,-0.4620658503356616,-0.6241417634067321
349,0.5046227086778307,0.07631474815408797,-0.5759245421391943,-0.6241792363360303
350,0.42330050451698936,0.05391152739168119,-0.7559636577433193,-0.6330675495562467
351,0.36247053501116194,0.07333251606912586,-0.05671987540773608,-0.6260934844086601
352,-0.0778615144456746,0.05816207329718018,0.3609396488517969,-0.4816842151344946
353,-0.10166426262838661,-0.02474449073812748,0.27780485567375046,-0.527491771909894
354,0.5746328689670279,-0.006206925941438033,0.762720177440962,-0.5129696795031456
355,0.6964329127138124,0.10576809203655477,0.34173508813799536,-0.47255833562127364
356,0.738385800251681,0.0760598753507057,0.28334950564171835,-0.38914060948086276
357,0.8974669507376747,0.11994036822402258,0.7904073270251127,-0.4083316854400311
358,0.1896451437943869,0.05806281767769887,0.9428530765038641,-0.36690527027507136
359,0.42625844640536537,0.005432842520639948,0.3609878641577532,-0.3577292729266279
360,0.7644869966214382,0.06491139347966457,-0.1778686107888509,-0.3185415288064153
361,0.47498031649863676,0.05090075472083831,-0.555993348416402,-0.3164076717347188
362,-0.21362080096008518,0.01077557392569012,-0.5818370331105487,-0.37312482793097324
363,0.0887719346335849,-0.0060372130644569715,-0.41082599771805894,-0.28964429713980583
364,0.6236627847384553,0.05122196380804648,-0.47783562611743813,-0.3735234409375986
