,Asset 1/Asset 2 inst_corr,Asset 1/Asset 2 hist_corr
0,0.19821404940608045,
1,0.23222225843924874,
2,0.20593057339693394,
3,0.3829820617786155,
4,0.4478545593980211,
5,0.8626863313445349,
6,0.871946314873735,
7,0.871946314873735,
8,0.6910031876525399,
9,0.5142904271079346,
10,0.3664941957327394,
11,0.22298397938411904,
12,0.2696274302830824,
13,0.382418520942371,
14,0.4943175116986207,
15,0.4632799518776235,
16,0.4821382015204719,
17,0.6835349648258897,
18,0.5500010331353605,
19,0.30042360428275233,
20,0.23893226911979096,
21,0.43853620333950727,
22,0.5818376731547659,0.45821129996341864
23,0.5237938337516763,0.41366563636272213
24,0.5142398378281278,0.4384026598017866
25,0.8077944448583976,0.43244350013428867
26,0.2921618505220589,0.5186597848979109
27,0.23104091929105208,0.4234080806230155
28,0.24616122454996273,0.48985120212211575
29,0.18444841991780497,0.49389954595799596
30,0.12423166252453999,0.30968540654863597
31,0.1133850516368669,0.38034974812110045
32,0.2211125115859143,0.45144043190199284
33,0.32044920193818865,0.454732322390994
34,0.4058168978126957,0.33132365742956754
35,0.5764743917715289,0.29580500686563826
36,0.25816976782942563,0.31225731623103964
37,0.21462634149042356,0.3256830558713436
38,0.22213325610826082,0.2943342818484669
39,0.5459475979590653,0.29377185306295495
40,0.5459475979590653,0.2829739876825307
41,0.5459475979590653,0.31565879480976244
42,0.6779822653193992,0.26516491586154173
43,0.5276816442694083,0.2206123321577896
44,0.7342164439426335,0.2344738087173077
45,0.7342164439426335,0.23675850954528097
46,0.7342164439426335,0.24102343946748597
47,0.9492292148608695,0.21783072796331412
48,0.27674218123747296,0.2195488317334545
49,0.24263642892750012,0.23896944871961995
50,0.41392810412424275,0.08288078282482197
51,0.41392810412424275,0.09955634793200854
52,0.5043688808311088,0.31040474457921363
53,0.305528849159768,0.25128254986697796
54,0.373144993921927,0.07493289779087388
55,0.2964834712360535,0.07561667415199355
56,0.5011766101099603,0.34077931226066066
57,0.32483562283415257,0.34048678187679604
58,0.20335589895644585,0.45017386416833544
59,0.2869342642745864,0.4813946175595669
60,0.6725457960894814,0.4754199633631442
61,0.4979489512987603,0.421939772408021
62,0.3883804896687961,0.4267317440902025
63,0.2951417075058918,0.364739277940999
64,0.3255711345651245,0.4187239614974621
65,0.29181505626983467,0.3820246878624876
66,0.21518717568976412,0.37984809568930544
67,0.20371454431888877,0.34708700916215623
68,0.28000709346002645,0.31404657126489033
69,0.20509911602882905,0.2878539765345403
70,0.1496187500058593,0.28256341249842226
71,0.24975754059880073,0.3548964587733474
72,0.3713032922954152,0.35307321180037415
73,0.2965072839717347,0.3504680267240007
74,0.5250238152116431,0.37951375425460626
75,0.6764704995523644,0.37970478609102304
76,0.3057771486828665,0.32734512879601135
77,0.30537362417915853,0.29326249766637663
78,0.5045346593360929,0.23461806878406072
79,0.6757254903958562,0.24517545851358238
80,0.2565172321434732,0.2110511145410778
81,0.12299318475091292,0.13240492957600286
82,0.09653508544244556,0.14804982816257758
83,0.15502544462080414,0.128106569604457
84,0.29278059539015994,0.07389698542479596
85,0.38133140526249193,0.10022391473772223
86,0.2685662627538888,0.028595742274927984
87,0.4619948791043873,0.05892988433285568
88,0.7092454120602841,0.013116033642623526
89,0.7846810791236425,0.0001060630197687554
90,0.25330181489922426,0.04294180853832277
91,0.07483103372447489,0.05513090238295204
92,0.0534061702093848,-0.013031728856621563
93,0.05670624863297192,-0.2140435698810467
94,-0.0029984688685152044,-0.16503348320811445
95,-0.03027896141992576,-0.10765615738509046
96,-0.037777235794290265,-0.23670237925311913
97,-0.02491511948591442,-0.20219841755853468
98,-0.045918075795849195,-0.3672467579951263
99,-0.04678504461278156,-0.3392491047875741
100,0.0914984582607928,-0.38472251871417174
101,0.16356817946314048,-0.41013019790595134
102,0.42462102796868484,-0.374599712820841
103,0.6133066844516611,-0.3964807912153514
104,0.47770635014400054,-0.45382726637527826
105,0.9053178497343346,-0.3911581886352931
106,0.9053178497343346,-0.3449800887796076
107,0.3766879236262245,-0.3294513163446238
108,0.13203840007488923,-0.3016235673291917
109,0.15139538538895247,-0.054227899405239297
110,0.32401251677917614,-0.13539061035117453
111,0.26604555683157827,-0.13526803197861628
112,0.35791211889843544,-0.1917816010422833
113,0.5883786683536736,-0.18418310033031007
114,0.22073019705272443,-0.11323360033490246
115,0.20955788929933783,-0.1625554743928587
116,0.400384630190703,-0.10578703092996986
117,0.5162814405154961,-0.1007126954991854
118,0.35631450476686394,-0.1175944079285838
119,0.20658804698308716,-0.1547917468463498
120,0.4221979105175247,0.24798429274551959
121,0.5767455889577918,0.2595688088527525
122,0.30166210121720655,0.2663630662311129
123,0.49274014764864377,0.3085422937836064
124,0.49274014764864377,0.28642776798795294
125,0.49882612669253884,0.2895802568358307
126,0.6661618289973745,0.3367256667684978
127,0.639961390879657,0.3374946889851346
128,0.8256203045487964,0.30161921305951994
129,0.5134545398593462,0.2933188978055836
130,0.8346332616367317,0.24162211083145071
131,0.44282739387442066,0.10419037048329552
132,0.219947442049457,0.22865139233822923
133,0.2233417056733149,0.29217552805253916
134,0.7964032173491012,0.3688794169427348
135,0.27265071359153886,0.3595597503383595
136,0.2115450377428034,0.3692657222293579
137,0.1337005462538522,0.37518449524812175
138,0.28108971505502606,0.3568410554493195
139,0.15988810923026636,0.2899478964718984
140,0.21668310482382222,0.3362636236555906
141,0.07347610239677457,0.3227314188570581
142,0.060329827189433895,0.24524107462319839
143,0.08066185353902738,0.13128676115088214
144,0.10162570843396881,0.12362649046570712
145,0.13186367032544624,0.08791467545620149
146,0.3389355703791489,0.07959976358336604
147,0.3480518785082463,0.07835817327282743
148,0.47502792356895285,0.061786112087762496
149,0.7044393344370188,0.06607814610505844
150,0.18007094020006256,0.0751550824475558
151,0.11654100254512478,0.05935707067253519
152,0.14985340159657007,0.13393585157890023
153,0.5386049095248701,0.147436227449797
154,0.6649686543432903,0.1571595688156315
155,0.4131629229623034,0.1559717769020559
156,0.21364232778205766,0.12635285870029517
157,0.2917991498602957,0.14408431542175695
158,0.39784175632732327,0.1255402128153683
159,0.36530746532828356,0.07152339360029586
160,0.4330812535577683,0.04254435599536983
161,0.2560318854957083,0.10613856967541381
162,0.2698668769828698,0.14179127944578931
163,0.44240850636342094,0.09284549649268778
164,0.3984296372913959,0.05796326849463636
165,0.3440463485768385,0.16298533576714622
166,0.46530437626818427,0.1470386049284665
167,0.7792181466563965,0.12874915836761897
168,0.37908229007752653,0.15794276156662915
169,0.3284282015808625,0.18756818529465216
170,0.16898082544802662,0.07159470727509833
171,0.14685841941305783,0.18034129369551835
172,0.2631593993795474,0.3337515852702391
173,0.4448799848215648,0.3067796286541416
174,0.20097656325411845,0.271421048392028
175,0.2345481662531105,0.34194198074375726
176,0.23615966792465543,0.2804496216850672
177,0.17955704829982047,0.2575967279931483
178,0.21878829145121292,0.3426881271710743
179,0.6031376350886684,0.41206284151271105
180,0.22042422876848203,0.41742462623980914
181,0.0823127855628128,0.4415677629382399
182,0.04846799188594308,0.33715840364574834
183,0.05676583449067547,0.2900274992891906
184,0.043859980296247755,0.28609032744284546
185,0.03736995851366834,0.2575452116936506
186,0.03728383963844865,0.25144017662958007
187,0.07001937462336351,0.24595120490532982
188,0.17682069268755027,0.2848046071234363
189,0.251194033562606,0.29085728421365986
190,0.3964748603223594,0.30488795448111855
191,0.6189836610963099,0.30150583541064296
192,0.666430811530764,0.32186884124017723
193,0.666430811530764,0.2739692151941599
194,0.6119707229708305,0.13510430906227583
195,0.31896415212056534,0.15008855917167627
196,0.4558929738774076,0.2730757659891057
197,0.5157417149686939,0.23138899826764575
198,0.5262936344803992,0.2830741018610799
199,0.28962641417724666,0.3297494468482262
200,0.1304648793657389,0.08436985733818089
201,0.18829792007495594,0.1496132596544207
202,0.3691999461809425,0.10823037409186255
203,0.6157995369543602,0.03604992839506629
204,0.5354223107086744,0.2099679189498271
205,0.33995854262153974,0.343746219468459
206,0.21268386735532666,0.2969704595269616
207,0.2589623909832861,0.3827223091479244
208,0.44341138274236136,0.4075461683767138
209,0.5228666147943218,0.41454606429195623
210,0.8102709595926265,0.3899577661024645
211,0.8692355274103578,0.38286035860503853
212,0.6538479641976884,0.35415876572245536
213,0.3431965415610407,0.3561574532455678
214,0.33104571935057575,0.35645749630142937
215,0.6552760425588958,0.31804195832467347
216,0.46086437510067285,0.3322532805241325
217,0.23928976627830398,0.3540878422803488
218,0.44699793881049144,0.3813255387528044
219,0.44699793881049144,0.3762316144663688
220,0.3627016759060583,0.35372158283119354
221,0.25034683895837945,0.3257073801217208
222,0.38783691459167596,0.35466091655033705
223,0.5992879332925463,0.285576552025351
