,Asset 1/Asset 2 inst_corr,Asset 1/Asset 2 hist_corr
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,-0.11293590466850477
23,,-0.10676018486831965
24,,-0.1298228840265927
25,,-0.11940483055945045
26,,-0.1295661369120852
27,,-0.17411704792957244
28,,-0.1703359826112597
29,,-0.15256979985731087
30,,-0.16952976651289653
31,,-0.15209226284567362
32,,-0.06191908589413628
33,,-0.10235175847798905
34,,-0.09218351557457331
35,,-0.06222658945347072
36,,-0.05764264811088972
37,,-0.06314610225100778
38,,-0.09776085581994459
39,,-0.05545655916253911
40,,-0.28220000328654254
41,,-0.17954274172579227
42,,0.00510231209561709
43,,0.0958795042238903
44,,-0.02320502481188812
45,,-0.070320401924565
46,,-0.1486092027678321
47,,-0.31176609573789615
48,,-0.29028927125052656
49,,-0.34709526295346255
50,,-0.34187750582082693
51,,-0.30609676966298527
52,,-0.15228707636502195
53,,-0.10585396552039933
54,,-0.12937654288897824
55,,-0.031482007303538985
56,,-0.03307529856420627
57,,-0.08881509386961797
58,,-0.10703858213065719
59,,-0.12062925222461511
60,,-0.1510632181876726
61,,-0.16141766939534058
62,,-0.1476015096032484
63,,-0.1749615521824563
64,,-0.24642489161312686
65,,-0.3004571492413792
66,,-0.22003409311305672
67,,-0.16758417785556248
68,,-0.1537006486759273
69,,-0.04164964809515968
70,,-0.05756654426797892
71,,0.10702059579911702
72,,-0.00944281760967309
73,,0.005738528222765886
74,,-0.06302006648295123
75,,-0.05845831994753642
76,,-0.07121893031603685
77,,-0.18349619365825623
78,,-0.19446425894261177
79,,-0.1209201226283039
80,,0.05983130575169729
81,,0.13097906088972855
82,,0.16268287349410254
83,,0.2033984820393335
84,,0.3620210177599529
85,,0.4174076388611425
86,,0.4217708342719117
87,,0.4851021279711289
88,,0.47333917870003284
89,,0.2815743513712601
90,,0.12546105417937814
91,,0.11995993379129151
92,,0.12776802457462386
93,,0.11099168330107682
94,,0.18098439266065183
95,,0.15577404293253205
96,,0.13184752114434192
97,,0.12894898358200316
98,,0.15243778929440552
99,,0.15173815926847603
100,,0.15248378189543577
101,,0.18606801941171358
102,,0.07828747731340228
103,,0.018650758466274685
104,,0.06730741093315644
105,,0.05876745857454099
106,,-0.17526621498094644
107,,-0.19502667936382886
108,,-0.18540584801620025
109,,-0.17943538877646772
110,,-0.1745232811994379
111,,0.06511169638506102
112,,0.30943421239485136
113,,0.3107219716663397
114,,0.30645448349827775
115,,0.19311868361259102
116,,0.12107266987558195
117,,0.11207496067797895
118,,0.16902640886297354
119,,0.19882411011256027
120,,0.1913320639870327
121,,0.18739230867449053
122,,0.175301891553635
123,,0.1851972133993354
124,,0.18659902150708357
125,,0.10234274347172632
126,,0.10141481707221733
