,FNERTR/LBEATREU inst_corr,FNERTR/LBEATREU hist_corr,LGER/NKYNTR inst_corr,LGER/NKYNTR hist_corr
247,-0.22073141156635062,0.0736601670631108,0.6911451102093231,0.14611154416932187
248,-0.014980866693157808,0.0832710964476834,0.6911451102093231,0.16228223239821055
249,-0.34065333517089513,0.0070568520931134195,0.1783106728752748,0.178219574197362
250,-0.22155903136284344,0.0031787093071849516,-0.2920690989316945,0.02738119194411136
251,0.453529465237667,0.040065537223396015,0.23689511703498314,0.006631758345930092
252,0.2648590257602362,0.03822173125970119,0.7171726187231039,0.04120260172552564
253,0.2629718778035089,0.08063133362970676,0.6921708736384613,0.17118064529171423
254,-0.10205338715434097,0.07373603389408986,0.5634752495263073,0.18347070786940167
255,-0.33072560550176855,-0.00704115387723423,-0.09037373933662711,0.1362603672970752
256,0.17620916032341344,-0.012469181972547014,0.12821313807288176,0.020073897975225324
257,0.5548379399044184,0.04690374780609295,0.6353694599588537,0.06707096364003894
258,0.44474172593179845,-0.039995589994073356,0.9733287732121942,0.06411043807062318
259,0.087600710104585,-0.04013806981317181,0.48370654561914755,0.056230669832188045
260,-0.2440491101885247,-0.08814716708091504,0.5884565338142068,0.01709014851696197
261,-0.46706286058103497,-0.08299401001311191,0.4199279164245959,0.1316331192363867
262,-0.15494972465116105,0.07114159650379508,0.6733595120086655,0.22001766292151043
263,0.06991582629710859,0.08382615607786771,0.8327416650787233,0.2218296229298912
264,0.12273693212067759,0.07522815251151989,0.747470400495038,0.19515983202147116
265,0.24557795675327906,0.07704889248070419,0.08627001221725476,0.13661827482788055
266,0.27567380304224504,0.09841377461159921,0.2373308973447267,0.14168420734019932
267,0.29802980345284646,0.1320062841452287,0.898599182162897,0.17442634610794858
268,-0.09201259963371425,0.1260183840995452,0.8995820814785647,0.19053641771850655
269,-0.4749300092473043,0.13574246391586312,0.8995820814785647,0.2337659878416587
270,-0.36455314338331923,0.12336359746733261,0.911386323953148,0.26492859608931035
271,-0.5139844844402893,0.2179147778542942,0.5940213838653045,0.27531494446907395
272,-0.5160335376489767,0.140648581492184,0.5595356837624738,0.39135223666373997
273,0.08429626908957367,0.08667361699886501,0.5595356837624738,0.41900971263350456
274,0.40406477843974314,0.1157868218046703,0.5595356837624738,0.3953513317961537
275,0.5694514015976605,0.07323778180064264,0.6267198974293638,0.34002854955055944
276,0.8276198575785525,0.06572968758092407,0.5742523357833694,0.32751562905603876
277,0.4619039945368415,0.27179677335231023,0.7142416417398801,0.4107231553058138
278,0.29297357290545517,0.3361526709919352,0.20682377039710056,0.4111914189454612
279,0.10984166044967601,0.1393384832276943,0.16689619526368885,0.3238557850128862
280,0.14552466820190504,0.18413478102106723,0.8586971304420796,0.32789298245456877
281,0.23955859945319297,0.21626972973284214,0.8586971304420796,0.3668605584585483
282,0.1932787653381396,0.18754418999930172,0.8485142915140604,0.3926781699619521
283,-0.42850644496709367,0.1743961345189924,0.6646162170600012,0.3548027749738837
284,-0.6338302697472643,0.12966273088250063,0.8338207838084974,0.38819457689713005
285,-0.23474781439621514,0.12957752753147095,0.8338207838084974,0.40211711262156286
286,0.25197143615754747,0.15607775105051386,0.8338207838084974,0.39791151792755697
287,0.5684139546395318,0.15830543352814685,0.8338207838084974,0.5027150974386113
288,0.47576278565796093,0.19101465367257564,0.8338207838084974,0.5081655582799506
289,0.06986782558609764,0.15220359218548912,0.8338207838084974,0.49461589226700475
290,-0.21435199929244175,0.13267522288444003,0.6330137684688256,0.5709880950462216
291,-0.07780775545527582,0.16980437966546802,0.5311217934256701,0.5119601846122998
292,0.4334550474737841,0.18343907254753397,0.5038059598930852,0.42262805251322033
293,0.35220151106197484,0.2670979125247981,0.5157860030580059,0.4375643952997881
294,0.14437868119288155,0.33449346635281474,0.5157860030580059,0.41712382520261093
295,-0.15416171327237083,0.30010156310399266,0.7779495991402867,0.3986205349949557
296,-0.22359808841887643,0.2787140769549014,0.4923909850397664,0.3702698619520259
297,-0.5551158991976596,0.2514195751667499,0.7315400757917925,0.3722031310902455
298,-0.6382215015053379,0.014780416118929642,0.7315400757917925,0.3863584558144647
299,-0.9321371855989281,0.009874863195443485,0.7315400757917925,0.3647038765622824
300,-0.8743293088035924,-0.10551127367519537,0.9147865429140946,0.4038245864017819
301,-0.27480716332765726,-0.08671733055461897,0.9720942630196354,0.5122940760783989
302,-0.1270134207064669,-0.161716787826675,0.9720942630196354,0.5034899329764225
303,0.2656515101591124,-0.19404671812671043,0.9720942630196354,0.4957931415517114
304,0.18904929595470926,-0.12449211496744222,0.9720942630196354,0.49153561723178507
305,-0.2519343590901541,-0.16893891315158294,0.9720942630196354,0.5127260058280176
306,-0.7094004470748912,-0.15218719304187228,0.6520900910929831,0.45598855106094766
307,-0.44377707419198226,-0.19012334959202354,0.6817641126189979,0.4531801780727486
308,-0.13460873494288558,-0.21113007386282504,0.8926428812700115,0.47024143972744736
309,-0.2655109437899572,-0.2247322472501727,0.9268602417069537,0.4633519803591048
310,-0.4287196141626476,-0.3145410706941494,0.9268602417069537,0.43836560919050643
311,-0.38887739732508225,-0.3272403754474037,0.9268602417069537,0.4580194027205273
312,-0.7053660777396523,-0.38038229817930685,0.589952829961634,0.33923052980790575
313,-0.8294754831045854,-0.3789521984363762,0.5457358790163456,0.28525038626237326
314,-0.54689826209423,-0.43077881338470786,0.9837287648745692,0.3713780143866213
315,-0.034065909074321325,-0.5571237353679229,0.8726481746955805,0.32435700615587054
316,0.7737951852875493,-0.43526187540586725,0.7494657667586353,0.36185123616962367
317,0.6907107030853076,-0.20625737547145867,0.6510790645629115,0.39165833064809996
318,0.4524236332864613,-0.21154539752868196,0.6736683253512182,0.4444295265609224
319,0.4773050091706837,-0.17164872076409046,0.6736683253512182,0.4840532182722409
320,0.460367252984396,-0.010259679698660411,0.6736683253512182,0.47998816471149064
321,0.36682923174581406,-0.008454726572145093,0.6736683253512182,0.4739838262476512
322,-0.14160885586108568,0.04750703648878832,-0.09788922899267806,0.37397901711220394
323,-0.3837434689504743,0.008058513129924599,-0.39731744725019946,0.13604456650288735
324,0.2986263011040976,0.011350786759910749,0.30754559213302957,0.1493240624798284
325,0.4491132607427166,0.12531004739522275,0.30754559213302957,0.15861301208892295
326,0.26249653141308643,0.15400323277599048,0.30754559213302957,0.14010360804442412
327,0.27600023864429285,0.22390781004426155,0.30754559213302957,0.14039786070982818
328,0.4139950418329684,0.2250115863749244,0.8486160117462268,0.20742115929997298
329,0.22537272785462142,0.2946295118870142,0.495223803986067,0.2921716525618782
330,0.6465656196649593,0.2216570299624422,0.14836739757794926,0.20586357075942818
331,0.684404571523568,0.2810453007265798,0.46204301467078474,0.3820539087099829
332,0.23289643815179545,0.2652048852249134,0.7206860857847719,0.39494693657435764
333,0.4040142094576381,0.32692397838401377,0.15442291420908524,0.27805958906017536
334,0.177245326409736,0.3857713717960514,0.3693604774403703,0.33919984187043334
335,0.4873281544470484,0.392319297489814,0.45645325849078194,0.3236927376764525
336,0.6630027847756306,0.48058119435777163,0.548383535183321,0.33558527895233115
337,0.2699181945659482,0.5237838430674986,0.944680889768925,0.31059060362345364
338,-0.16454155855279123,0.38486932518010125,0.6895337280439074,0.29060014709503107
339,-0.2887778718557244,0.32021875789650944,0.6856721575344423,0.38902000056541236
340,-0.21336971978295535,0.3450999318318246,0.06481951657143797,0.3772932294257441
341,-0.4420156222153749,0.24789158722300628,-0.4922097180651752,0.11769708412824416
342,-0.8145207903058126,0.24141199211409464,0.17652927627189446,0.11785592550516183
343,-0.43101829568727795,0.22527109663322656,0.9551225773056163,0.11222907561183447
344,-0.016547502928357622,0.25004940121772773,0.4265584881750597,0.13025679900845646
345,-0.3403352244002096,0.21555285325754364,0.6684928964231479,0.31162204338926563
346,-0.3348826664427184,0.1883040920183138,0.5552454255507713,0.27977325963020133
347,-0.4253890506315081,0.06468229684055968,0.8523106138865637,0.32398023658223296
348,-0.42000642265073035,0.003693400926345591,0.8053027723681756,0.3230958548474352
349,-0.15733039859223852,-0.052553918832030255,0.3489552984567615,0.31993080389844275
350,-0.38490950479308955,-0.02756242769622462,-0.022282065183364324,0.31027838835576016
351,-0.5956212241916847,-0.1412679793732012,0.05847072838549457,0.27321873469316
352,-0.8317965172525661,-0.16165026900716117,0.22894275048039042,0.32268647033133313
353,-0.7778884330240862,-0.21718010127842516,-0.2775383435635662,0.16893944853969434
354,0.22196655067930252,-0.2156658363489598,-0.5086465491649836,0.07946435065796298
355,0.5481492956609024,-0.20928159210781022,-0.29160375968628255,0.12500849198465305
356,0.28116013374835586,-0.19319721228714273,0.9697758876612073,0.06822151764229631
357,-0.22088315838654948,-0.22368779802138644,0.4154501819080062,0.0862722464756279
358,0.002247034977865304,-0.2267984086459823,0.26378206667588555,0.043307877307678086
359,0.41534911712705724,-0.3113319163276525,0.6612003424126929,0.08205737655062509
360,-0.11597052834775085,-0.2682095692852326,0.5140864581254635,0.07149606537112752
361,-0.30748322233456155,-0.27613463667004373,0.3403064994819384,-0.12640633090191306
362,-0.04787712113595539,-0.23950280596700718,0.6260293999441833,-0.056706962942249944
363,-0.11767156780738891,-0.17207751295244506,0.40895473590720216,0.07206159046629469
364,-0.06050663535094165,-0.16557793434508594,-0.061364987587229115,0.04875603061092264
