,SHCOMP/TWSE inst_corr,SHCOMP/TWSE hist_corr
175,0.22454540667262085,0.6614879560606419
176,0.22454540667262085,0.6659287615792494
177,0.22454540667262085,0.7263972467424327
178,0.22454540667262085,0.6716355124858236
179,0.8332111922099101,0.8153823385964145
180,0.4798201553222924,0.8175253668524214
181,0.4798201553222924,0.8373343648449187
182,0.4798201553222924,0.833402698127543
183,0.4798201553222924,0.7703031498841652
184,0.4798201553222924,0.7841626369639294
185,0.4798201553222924,0.7361463178963707
186,0.4798201553222924,0.7433347284814723
187,0.4798201553222924,0.740281132575658
188,0.4798201553222924,0.7497124809567013
189,0.4798201553222924,0.7675986557890011
190,0.4798201553222924,0.7185854388182422
191,0.4798201553222924,0.7197154959842317
192,0.4798201553222924,0.7150779195892512
193,0.4798201553222924,0.7061353381452025
194,0.5258418235930353,0.6878388918060231
195,0.5258418235930353,0.7448133565295458
196,0.5258418235930353,0.7518522413148947
197,0.9026414703891568,0.7651157882958998
198,0.9026414703891568,0.7709425223712155
199,0.5252257913745265,0.7514965385626661
200,-0.18192148824858,0.5852654436018104
201,0.32205779776345633,0.5864230834723229
202,0.32205779776345633,0.597905952067279
203,0.32205779776345633,0.5025880134877947
204,0.32205779776345633,0.5066506114324844
205,0.690130731925118,0.40770746639647054
206,0.690130731925118,0.35208873270390223
207,0.690130731925118,0.4189725936149373
208,0.690130731925118,0.4398885370130299
209,0.690130731925118,0.4379659353841055
210,0.690130731925118,0.4295672677278506
211,0.690130731925118,0.398840734321096
212,0.690130731925118,0.40085544679443874
213,0.690130731925118,0.35558806849328206
214,0.690130731925118,0.3398772396059282
215,0.690130731925118,0.3594667267535317
216,0.7920897042673992,0.36871125869159016
217,0.7920897042673992,0.2944227827690332
218,0.7920897042673992,0.28907410193341027
219,0.7920897042673992,0.27934839998163713
220,0.7920897042673992,0.08775011808476813
221,0.7920897042673992,0.07535895202018134
222,0.7920897042673992,0.34022601332272395
223,0.6483878685534769,0.34424210606663874
224,0.6483878685534769,0.4800502956359934
225,0.6483878685534769,0.48078694386263005
226,0.6667803016551248,0.44828045614938056
227,0.6667803016551248,0.5521374282508651
228,0.6667803016551248,0.5232757701594409
229,0.6667803016551248,0.4965978420136874
230,0.6667803016551248,0.47408383608107163
231,0.6667803016551248,0.524757020409062
232,0.6667803016551248,0.5199618834469403
233,0.6667803016551248,0.5182092004072612
234,0.7428386576542167,0.49066066221423865
235,0.4249797291287985,0.4991435692978661
236,0.4153080734588664,0.47517741346908277
237,0.4153080734588664,0.6187299163328315
238,0.4153080734588664,0.6513576714981909
239,0.7657343004276193,0.6175364805295487
240,0.6736542458330083,0.5959432418330075
241,0.6736542458330083,0.5909766270859047
242,0.6736542458330083,0.5948952607530138
243,0.6736542458330083,0.5983014909125177
244,0.9130187791844246,0.5998662284894336
245,0.9130187791844246,0.6772685105298162
246,0.9130187791844246,0.6374013230666096
247,0.9878642920752863,0.6020633103906141
248,0.689568210936256,0.6142696028078093
249,0.689568210936256,0.5998350877827032
250,0.689568210936256,0.6064790037775916
251,0.689568210936256,0.667930963547525
252,0.689568210936256,0.6788994860341233
253,0.689568210936256,0.6800367261681901
254,0.9324212321545772,0.696210948039019
255,0.9111042592371824,0.6673411150706109
256,0.9111042592371824,0.6825566523509048
257,0.9111042592371824,0.7364230578550122
258,0.9111042592371824,0.7514744779339821
259,0.9111042592371824,0.6793558097672917
260,0.9111042592371824,0.7056640224257376
261,0.9111042592371824,0.724229055191901
262,0.9111042592371824,0.7433587807075758
263,0.9111042592371824,0.7351848811586238
264,0.9111042592371824,0.7101515498900913
265,0.9111042592371824,0.6835212545008347
266,0.9111042592371824,0.6701054669407801
267,0.9111042592371824,0.6141166989450637
268,0.4696610065836141,0.5110733992531084
269,0.7491915528634981,0.624594851507367
270,0.7577210679519651,0.5732431226705889
271,0.06436184154763785,0.5531242866885794
272,-0.11074343951076383,0.42337561250422784
273,-0.2556336969008493,0.2812716509419725
274,0.07677714169658884,0.20105864555734299
275,0.7756945351826554,0.12460135323953916
276,0.9184763938669217,0.08558478001130804
277,0.5936105751189341,0.09415422347713746
278,0.5936105751189341,0.16750877586811305
279,0.5936105751189341,0.16775238408192236
280,0.5936105751189341,0.1672768046232252
281,0.5936105751189341,0.17182250260296852
282,0.5936105751189341,0.14395510953953294
283,0.5936105751189341,0.13057467342602014
284,0.5936105751189341,0.10821733588234282
285,0.9618436436088755,0.0994427858207853
286,0.9618436436088755,0.1906314436260653
287,0.9618436436088755,0.1946158418880795
288,0.9618436436088755,0.18163763887400688
289,0.9618436436088755,0.17929048993380503
290,0.9618436436088755,0.2168611617193384
291,0.9618436436088755,0.0961355118101981
292,0.9618436436088755,0.16358929491133173
293,0.9618436436088755,0.1875919145227691
294,0.9618436436088755,0.2827295737256711
295,0.8481306169481129,0.3363895257285262
296,0.8481306169481129,0.44917469364000395
297,0.8481306169481129,0.45425797294445824
298,0.8481306169481129,0.538969162580336
299,0.7936864579701541,0.5393746612946048
300,0.5792527318940698,0.4085079116770361
301,0.3961768418655845,0.4168889010649654
302,0.2175697264830337,0.30437281174006514
303,0.8666943713524765,0.3544431219515332
304,0.9519469631184871,0.3042001941377072
305,0.9888133030318857,0.43647953816155144
306,0.9888133030318857,0.42984594970439766
307,0.755653733213294,0.4274611058416934
308,0.755653733213294,0.3487816476534229
309,0.7535781119812133,0.3387020045191264
310,0.8616820521888587,0.6865539905945395
311,0.5638169798162787,0.705285268891823
312,0.8387319482190869,0.8393462304366337
313,0.8387319482190869,0.8331112174885847
314,0.8792031395488347,0.8337851873009655
315,0.580876544930349,0.8311972914700622
316,0.6253754534263886,0.8302710984995637
317,0.36684284689828256,0.7868094648204458
318,0.6315963962653084,0.7432279061667502
319,0.6083858250878569,0.7131944959778465
320,0.9060725442198715,0.7245967560967496
321,0.6467516444282448,0.7251954068936507
322,0.3887415464349607,0.7203007658392719
323,0.16544456545366246,0.7264631382525543
324,0.16544456545366246,0.7042940709564196
325,0.8883864293407041,0.6991682398449462
326,0.8825285638716135,0.7027665267928673
327,0.5146998182841502,0.6907002163458221
328,0.5146998182841502,0.6930704985852689
329,0.5146998182841502,0.6920208441599346
330,0.5146998182841502,0.6998192328220314
331,0.5417890196910888,0.6893359517453834
332,0.5417890196910888,0.6266131551998195
333,0.5417890196910888,0.631190898590357
334,0.5417890196910888,0.3853522161921571
335,0.5928633053520107,0.3644038225541995
336,0.5928633053520107,0.3177864002752618
337,0.5928633053520107,0.35830203786945447
338,0.5928633053520107,0.3564402065914641
339,0.5928633053520107,0.38086566769262675
340,0.5928633053520107,0.44921390785772347
341,0.5928633053520107,0.4565167109227545
342,0.5928633053520107,0.3517722463747682
343,0.9534227196655168,0.3620271910294228
344,0.9534227196655168,0.4285019530103061
345,0.9534227196655168,0.42883661085892466
346,0.9534227196655168,0.5008907311366249
347,0.9534227196655168,0.5118709609686708
