,SHCOMP/TWSE inst_corr,SHCOMP/TWSE hist_corr
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,2.3709515435659414,
122,2.3709515435659414,
123,2.3709515435659414,
124,2.3709515435659414,
125,2.3709515435659414,
126,0.8195134824729985,
127,0.24410747820454395,
128,0.7944600966657195,
129,0.7944600966657195,
130,0.7944600966657195,
131,0.7944600966657195,
132,0.7944600966657195,
133,0.7944600966657195,
134,0.7944600966657195,
135,0.7944600966657195,
136,0.7944600966657195,
137,0.7944600966657195,
138,0.7944600966657195,
139,0.7944600966657195,
140,0.7944600966657195,
141,0.7944600966657195,
142,0.7944600966657195,
143,0.7944600966657195,-0.08882647933555268
144,0.7944600966657195,-0.009593456186019948
145,0.7944600966657195,0.006077131920313364
146,0.7944600966657195,-0.00959049654130277
147,0.7944600966657195,-0.0018727897839410398
148,0.7944600966657195,-0.04508365506938052
149,0.8084908872928173,0.06053270031621794
150,0.6654964130485367,0.04276996617229463
151,0.6654964130485367,0.2923678762789862
152,0.8270101687644249,0.28529927053147686
153,0.5195365467301815,0.16500784897115886
154,0.18018281959756668,0.10036728073092033
155,0.30948731865931156,-0.05554285786950339
156,0.9240589942998151,0.6491867566403887
157,0.67112755840726,0.4805789787182426
158,0.22454540667262085,0.4662135039046882
159,0.22454540667262085,0.5027127147919167
160,0.22454540667262085,0.512620592532214
161,0.22454540667262085,0.5962513073682073
162,0.22454540667262085,0.6123763620881025
163,0.22454540667262085,0.6122582441406642
164,0.22454540667262085,0.6088950462978242
165,0.22454540667262085,0.603643516460851
166,0.22454540667262085,0.5999510007750375
167,0.22454540667262085,0.5911747824919755
168,0.22454540667262085,0.6092371279239269
169,0.22454540667262085,0.6267796045745501
170,0.22454540667262085,0.6327902822338264
171,0.22454540667262085,0.63821167118385
172,0.22454540667262085,0.6622219762576029
173,0.22454540667262085,0.6477724200659265
174,0.22454540667262085,0.6488866270917535
