,FNERTR/FTMIGMI inst_corr,FNERTR/FTMIGMI hist_corr,JPEIGLBL/LGER inst_corr,JPEIGLBL/LGER hist_corr
247,-0.34912518461718967,0.04340594760155301,0.10425790288182968,-0.09317539887086818
248,-0.26399584880474514,0.05389973762466441,0.3861176609224943,-0.15100477867697676
249,-0.5256980579941399,-0.018531037719185735,0.48864650428497347,-0.15851964043764927
250,-0.3013631044177372,-0.021357118772592415,0.7211469273048026,-0.07637495957206968
251,0.354798791913136,0.018776378658187667,0.6455339153917163,-0.08879110034033903
252,0.24642794009897728,0.012787866169450235,0.5588334751771399,0.015124904115980178
253,0.23435006396645153,0.046537170459419984,0.6538085284515787,0.11965786977568547
254,-0.04482853458814615,0.02761554475623629,0.4052744723628507,0.12402856442834426
255,-0.2706388898749795,-0.025003382575422027,0.05031568250713974,0.058155247709278914
256,0.2904974860335994,-0.09429647268002667,0.4939555231720826,0.05669916367118807
257,0.4856553240850351,-0.004019464615744619,0.6090111828322743,0.20555747724828097
258,0.20525249859617942,-0.09062283340834071,0.7949822693196416,0.27279696657161967
259,-0.8706528096329482,-0.0917582689328891,0.6726871351743375,0.24358588419403962
260,-0.5633796039136659,-0.15534207581855916,0.7516809587637436,0.2671171671812516
261,-0.49206109526595454,-0.15775401556328394,0.9736720275139862,0.3085619901229694
262,-0.09858413506397282,-0.02678563201723112,0.9736720275139862,0.2603003738447048
263,0.050347061525224765,-0.03261205136943437,0.9736720275139862,0.3834420465127112
264,0.0779516118256116,-0.057711923026894714,0.6288092093003775,0.4172737949103925
265,0.1922213099889816,-0.054000559926663194,0.5762932761249197,0.41752462528826745
266,0.3109612498865383,-0.039980776008436615,0.7091455021355337,0.4627227878151406
267,0.5958813781467824,-0.008899766269305519,0.7941995969690977,0.44748814965288036
268,0.5004648071965021,0.08006102393928673,0.9866756387589665,0.4704811569652507
269,0.2857138335772732,0.2063086582651492,0.7331804010538193,0.5218793878383051
270,0.01738601753911898,0.22103588758749826,0.739961093790027,0.5491409102033329
271,-0.6999222023504384,0.3175962167236057,0.46239505692909627,0.5612788387312809
272,-0.5895976147787071,0.19024724223187717,0.3408933632532131,0.5370273179737061
273,-0.04021086952796589,0.12594384822698249,0.3408933632532131,0.5255831436577812
274,0.4045774712431036,0.16041182378477092,0.3408933632532131,0.4758924847358123
275,0.4176557573612202,0.12089210841353501,0.5388718260567223,0.4308264416683839
276,0.494426974676847,0.09459331300719853,0.4110017613608903,0.42940308138475425
277,0.25896594233015946,0.2452792058143933,0.06236535196964271,0.4696819298428962
278,0.00329013928405054,0.29576555746216615,0.13031157542727334,0.4096209211565913
279,-0.209742666035929,0.022907350581089232,0.6732095061276016,0.3895150865565472
280,-0.1020326975365336,0.13349089252371493,0.6732095061276016,0.3696189144832598
281,0.1758832985175089,0.13776746671784884,0.6732095061276016,0.42604679916588717
282,0.44236090432853037,0.17763317756445277,0.6732095061276016,0.4352753752836378
283,-0.11311069548132835,0.14369824003856382,0.6360521592970675,0.48496542143269417
284,-0.45648651260795586,0.11744846142955977,0.5640342639116251,0.4914676613301741
285,-0.4047643254699401,0.1142677607562265,0.9217532101355022,0.4746064345713568
286,-0.260906499670841,0.10890230712099301,0.9217532101355022,0.4430530829958009
287,0.002385824039044072,0.014227618490569567,0.6637286437689403,0.4482938122606137
288,0.31410741772068274,0.0971148069016675,0.92030900374966,0.4508208952243194
289,0.3269265937163913,0.05962784698000805,0.763675314953728,0.4328760768135178
290,-0.10663427915731126,0.026738270510176805,0.547847417400561,0.5904033726512188
291,-0.051465877854055965,0.0018079180827445143,0.5062711077463671,0.5413945705346921
292,0.4644167986060339,0.008725869154378188,0.4087732553131713,0.47348057600485666
293,0.22932543725417592,0.08712510208123689,0.40910607778443336,0.42726830067453136
294,-0.02709449514699098,0.19686561192824542,0.7999045711775865,0.46919977623410314
295,-0.182598056777842,0.15930860283619985,0.6660631016069202,0.45613168004606836
296,-0.3359288093246043,0.1294004680396103,0.7126745791589448,0.4591227850002091
297,-0.5090648342946283,0.09873862290965217,0.5530278334096441,0.48822099416015846
298,-0.5907155336101797,-0.0919622384790607,0.792450597507109,0.48044889378471023
299,-0.8752327413913592,-0.0892146324175174,0.792450597507109,0.5037843905439227
300,-0.835846529185758,-0.15741048103045596,0.6637256938180992,0.5500681393471683
301,-0.35927259794659266,-0.15609802232404385,0.8641933405751389,0.4987479956158299
302,-0.34239567570527063,-0.17039529205583537,0.8641933405751389,0.4949617916531067
303,-0.028202887593332154,-0.23902120101456656,0.7900761046420486,0.46706149736668917
304,0.18095002344021807,-0.27541710382260975,0.6584812107263519,0.47355987432300484
305,-0.13351576873770757,-0.28142981503287706,0.5449788632359321,0.47267480493972874
306,-0.6295791701006664,-0.28110891050340436,0.44250526169853716,0.553031011680481
307,-0.3623005016363653,-0.310095754314558,0.2949758137447923,0.46621873518585616
308,0.07368085907739227,-0.2876903564212481,-0.0063575308058014665,0.39751563533451045
309,-0.02733318733016252,-0.21177091642998888,-0.11371032644768282,0.40575372972494034
310,-0.49059972734056284,-0.3724481605827859,0.7268858887630942,0.3932639361822443
311,-0.516105607977253,-0.40795674974209384,0.7268858887630942,0.40702861766237103
312,-0.6795368120315358,-0.4650822984946692,0.7268858887630942,0.30685265487242547
313,-0.7267393677313279,-0.46376750200033334,0.5797714237053115,0.2968821372094599
314,-0.4726455919010693,-0.49547147143348297,0.6960513277678786,0.34038854811591446
315,0.09039594371705509,-0.6063653305315038,0.9358612807934527,0.37532597765609593
316,0.6623987266950674,-0.4635133365960884,0.6354357587875977,0.31961254440185966
317,0.6272662691724306,-0.26928160114375843,0.7380703389445783,0.3317182924452602
318,0.36204629855414394,-0.2688752768465259,0.7211719192525866,0.3999181053210954
319,0.2443287158115114,-0.23688196220781646,0.9417052924508214,0.4182578227491335
320,0.2371092468200082,-0.07234964415223284,0.9417052924508214,0.4174959587645236
321,0.35292887450545907,-0.0664526209036971,0.8001408428048994,0.41538028817990563
322,-0.12694736015954966,0.012448188914027606,0.913463115765722,0.42315539831048044
323,-0.32775438187598777,-0.02629682626728097,0.8440493098097407,0.4653523626448127
324,0.45648567082205027,-0.016318931018545844,0.5244441094645318,0.43284278342689375
325,0.45608173626821624,0.21745372072821445,0.09980674359757051,0.4144326100131112
326,0.41801410324560107,0.2767835593403366,0.09980674359757051,0.4052325198645823
327,0.5425382744525667,0.31801785576509256,0.09980674359757051,0.3661105450632317
328,0.2546789622609323,0.32977046181700215,0.42255321557887365,0.22853910699517063
329,-0.012309914340075192,0.40179679400417423,0.18839196159296193,0.32112315179548206
330,0.45474258246040905,0.256287433855881,0.35858394481964256,0.42233690318074607
331,0.7204874936143123,0.3004720832755413,0.4985464630914278,0.39718816045597544
332,0.35816293715997,0.2864443711971577,0.7544575162890148,0.4045744255959084
333,0.500143193141353,0.39076728659843907,0.5775737735415336,0.40699638351434425
334,0.415365746158645,0.43986367951229266,0.435314553832576,0.37355246029022887
335,0.5306073248412108,0.44913969337931325,0.9172554578058951,0.3851052384079362
336,0.6144482150803109,0.5003508040801352,0.9172554578058951,0.35905498778687484
337,0.1306144986081886,0.5283871266342404,0.7412576617118947,0.3928944571570922
338,-0.19878693228842018,0.38596553189466615,0.6579270538771723,0.4127780414382319
339,-0.2652640290294179,0.3849176120840502,0.4116735929655376,0.4037952731633565
340,-0.2751766731744691,0.3907607286530133,0.5603216474243715,0.3194473929147437
341,-0.5443001977528766,0.2987129344226628,0.9705353952865834,0.267410149042812
342,-0.5443001977528766,0.31736055490990545,0.971941290450875,0.273196129761173
343,-0.4250614304701734,0.2857880159256316,-0.3495371742281709,0.2552877156117526
344,0.013726163439640551,0.31430991642754663,-0.42470669378516146,0.1568541771827154
345,-0.2632910488580142,0.28655718812796327,0.26660833560241837,0.07492498711653747
346,-0.24759544295431116,0.24988624856585967,0.23557541315802039,0.0980729289089367
347,-0.10229973087749893,0.1002612613604363,0.30578480393133967,0.14548182176037955
348,0.02097371620255232,0.028304266003086602,0.30578480393133967,0.17740007939621275
349,0.052175617190325374,0.002950566903074116,0.30578480393133967,0.1787831492145538
350,-0.3408955169655475,0.024120582552454268,0.30578480393133967,0.23663735216310922
351,-0.493820724528639,-0.07267143858774322,0.30578480393133967,0.2407606964042389
352,-0.5447319491506871,-0.09874686215878613,0.30578480393133967,0.2339893878920977
353,-0.48340723447857953,-0.12720543291060482,0.30578480393133967,0.19429040735613592
354,0.2578166099563354,-0.13686787752438692,0.8786133831771724,0.23810604348505043
355,0.38532606236418254,-0.1975416872699161,0.8017177063419514,0.27746759197494797
356,-0.005351734423000299,-0.21469670841525862,0.96869625205039,0.2569147952149974
357,-0.3792010804225032,-0.28793168057613455,0.96869625205039,0.16217933690443448
358,-0.16531254278407922,-0.28781232964115305,0.5640030501156973,0.1947977059083425
359,0.33674542970144483,-0.34609738403213547,0.7650520645330122,0.335766188526865
360,-0.08595072185002153,-0.2984747302388162,0.9696478771378657,0.3981296279808593
361,-0.347750859508592,-0.3152062740021039,0.3372169373910565,0.3917399890583123
362,-0.2187661306990534,-0.27613253922407105,-0.16895363124635976,0.3473334945309548
363,-0.3021438478498076,-0.19046844512191843,0.23173043903801305,0.36683388975642117
364,-0.12215170734268055,-0.18964221121525157,0.402093130111143,0.3184095842119231
